,name,mins_played,tries,try_assists,conversions,penalty_goals,drop_goals,meters_made,carries,possession_kicked_pct,meters_kicked,balls_played_by_hand,passes_made,offloads,broken_tackles,knock_ons,tackles_made,missed_tackles,tackle_success_pct,dominant_tackles_pct,turnovers_won,turnovers_conceded,handling_errors,pens_conceded,offside_penalties,scrum_penalties,lineouts_won,lineouts_stolen,YC,RC,at_home,position_num,is_sub,playguid
198,Demba Bamba,25.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,DB463136
199,Romain Taofifenua,27.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,2.0,0.0,100.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,5,1,RT351750
200,Thibaud Flament,27.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4,1,TF695083
201,Dylan Cretin,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1,DC417137
202,Maxime Lucu,10.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,84.0,90.0,16.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,ML148389
203,Hugo Keenan,80.0,0.0,0.0,0.0,0.0,0.0,129.0,14.0,0.0,167.0,75.0,7.0,0.0,2.0,0.0,2.0,2.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,HK751316
204,Andrew Conway,80.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,AC788211
205,Garry Ringrose,80.0,0.0,0.0,0.0,0.0,0.0,60.0,6.0,0.0,0.0,88.0,3.0,1.0,2.0,0.0,7.0,3.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,GR900605
206,Bundee Aki,63.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,BA768636
207,Mack Hansen,80.0,1.0,0.0,0.0,0.0,0.0,89.0,9.0,0.0,24.0,92.0,4.0,1.0,0.0,1.0,5.0,1.0,83.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,MH859498
208,Joey Carbery,78.0,0.0,1.0,3.0,1.0,0.0,32.0,6.0,0.0,193.0,80.0,27.0,0.0,2.0,0.0,9.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,JC206181
209,Jamison Gibson-Park,63.0,1.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,178.0,87.0,56.0,0.0,2.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,JG677554
210,Andrew Porter,72.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,AP382464
211,Ronan Kelleher,26.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,2.0,0.0,100.0,33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,RK712948
212,Tadhg Furlong,72.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,0,TF974321
213,Tadhg Beirne,80.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,44.0,93.0,4.0,0.0,0.0,0.0,12.0,1.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,4,0,TB830937
214,James Ryan,80.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,100.0,3.0,0.0,1.0,1.0,11.0,0.0,100.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0,5,0,JR854317
215,Caelan Doris,80.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,18.0,0.0,100.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6,0,CD872704
216,Josh van der Flier,80.0,1.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,13.0,2.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,JV681352
217,Jack Conan,53.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,24.0,83.0,2.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,JC661063
218,Dan Sheehan,54.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,0.0,0.0,100.0,5.0,2.0,0.0,0.0,7.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,DS458390
219,Cian Healy,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,CH726208
220,Finlay Bealham,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,FB999044
221,Iain Henderson,22.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,100.0,5.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,20,1,IH244693
222,Peter O'Mahony,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,PO196534
223,Conor Murray,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,147.0,84.0,20.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,CM573391
224,Jack Carty,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,JC833818
225,Robbie Henshaw,17.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,RH772080
226,Edoardo Padovani,80.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,48.0,90.0,7.0,1.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,EP413386
227,Federico Mori,54.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,3.0,3.0,50.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,14,0,FM677009
228,Juan Ignacio Brex,80.0,0.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,0.0,100.0,9.0,1.0,2.0,0.0,12.0,2.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,JB459700
229,Marco Zanon,80.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,43.0,90.0,4.0,0.0,0.0,0.0,9.0,3.0,75.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,MZ899300
230,Monty Ioane,80.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,0.0,0.0,100.0,3.0,2.0,2.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,MI848101
231,Paolo Garbisi,80.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,300.0,56.0,13.0,0.0,0.0,0.0,9.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,10,0,PG443746
232,Stephen Varney,65.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,143.0,87.0,45.0,0.0,0.0,0.0,6.0,1.0,85.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,SV899630
233,Danilo Fischetti,46.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,1.0,90.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,DF470268
234,Gianmarco Lucchesi,51.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,16.0,1.0,94.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,GL369503
235,Pietro Ceccarelli,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,11.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,PC874545
236,Niccolo Cannone,80.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,100.0,5.0,0.0,2.0,0.0,17.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1,4,0,NC161980
237,Federico Ruzza,71.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,100.0,9.0,0.0,2.0,0.0,11.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,1,5,0,FR364036
238,Braam Steyn,80.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,11.0,2.0,84.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,6,0,AS421316
239,Michele Lamaro,80.0,0.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,23.0,93.0,8.0,2.0,0.0,0.0,20.0,1.0,95.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0,ML280219
240,Toa Halafihi,38.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,8.0,2.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,TH129032
241,Hame Faiva,29.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,EF299957
242,Cherif Traore,34.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,CT855662
243,Tiziano Pasquali,40.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,TP244548
244,Andrea Zambonin,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,5,1,AZ450261
245,Sebastian Negri,16.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1,SN226466
246,Giovanni Pettinelli,26.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,100.0,3.0,1.0,0.0,1.0,5.0,0.0,100.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,20,1,GP143195
247,Alessandro Fusco,15.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,34.0,90.0,8.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,AF878846
248,Leonardo Marin,26.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,35.0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,1,LM196125
249,Freddie Steward,80.0,0.0,0.0,0.0,0.0,0.0,191.0,14.0,0.0,23.0,95.0,8.0,0.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,FS380018
250,Max Malins,80.0,0.0,2.0,0.0,0.0,0.0,121.0,13.0,0.0,0.0,100.0,7.0,2.0,3.0,0.0,1.0,0.0,100.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,MM832184
251,Joe Marchant,74.0,0.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,22.0,84.0,7.0,1.0,1.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13,0,JM952052
252,Henry Slade,80.0,0.0,0.0,0.0,0.0,0.0,62.0,7.0,0.0,131.0,89.0,19.0,0.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,HS586007
253,Jack Nowell,16.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,JN875222
254,Marcus Smith,80.0,1.0,1.0,4.0,0.0,0.0,148.0,12.0,0.0,78.0,94.0,38.0,0.0,7.0,0.0,5.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,MS438642
255,Harry Randall,54.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,118.0,89.0,59.0,1.0,3.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,HR101296
256,Ellis Genge,65.0,0.0,1.0,0.0,0.0,0.0,51.0,7.0,0.0,0.0,100.0,10.0,1.0,0.0,1.0,11.0,2.0,84.0,7.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,EG908747
257,Jamie George,56.0,2.0,0.0,0.0,0.0,0.0,44.0,8.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,5.0,1.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,0,JG594765
258,Will Stuart,40.0,0.0,0.0,0.0,0.0,0.0,37.0,7.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,WS816688
259,Charlie Ewels,80.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,100.0,4.0,0.0,0.0,1.0,6.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,4,0,CE445208
260,Nick Isiekwe,54.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,4.0,0.0,100.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0,5,0,NI437601
261,Maro Itoje,80.0,1.0,0.0,0.0,0.0,0.0,45.0,8.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,4.0,1.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0,6,0,MI369148
262,Tom Curry,65.0,0.0,0.0,0.0,0.0,0.0,52.0,8.0,0.0,0.0,100.0,3.0,0.0,2.0,0.0,8.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7,0,TC478587
263,Alex Dombrandt,80.0,0.0,0.0,0.0,0.0,0.0,128.0,18.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,8,0,AD528464
264,Luke Cowan-Dickie,24.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,2.0,71.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,LC148807
265,Joe Marler,15.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,JM130488
266,Kyle Sinckler,40.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,KS314500
267,Ollie Chessum,15.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,7,1,OC182987
268,Sam Simmonds,26.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,8.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,1,SS343221
269,Ben Youngs,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,85.0,23.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,BY523643
270,George Ford,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13,1,GF392165
271,Elliot Daly,64.0,1.0,0.0,0.0,0.0,0.0,63.0,8.0,0.0,49.0,90.0,3.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,ED181409
272,Stuart Hogg,80.0,0.0,0.0,1.0,0.0,0.0,187.0,14.0,0.0,162.0,80.0,5.0,1.0,3.0,1.0,2.0,5.0,33.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,15,0,SH109757
273,Darcy Graham,80.0,0.0,0.0,0.0,0.0,0.0,59.0,5.0,0.0,16.0,90.0,3.0,0.0,1.0,0.0,3.0,4.0,43.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,14,0,DG601214
274,Chris Harris,40.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,CH868958
275,Sione Tuipulotu,80.0,0.0,0.0,0.0,0.0,0.0,92.0,11.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,12,0,ST886478
276,Duhan van der Merwe,80.0,1.0,0.0,0.0,0.0,0.0,88.0,5.0,0.0,0.0,100.0,2.0,1.0,5.0,1.0,1.0,1.0,50.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,DV671184
277,Finn Russell,61.0,0.0,0.0,1.0,1.0,0.0,23.0,3.0,0.0,105.0,88.0,28.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,FR608838
278,Ali Price,59.0,0.0,1.0,0.0,0.0,0.0,34.0,9.0,0.0,22.0,98.0,57.0,0.0,5.0,0.0,1.0,3.0,25.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,AP903050
279,Pierre Schoeman,61.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,100.0,1.0,0.0,2.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,PS298811
280,Stuart McInally,55.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,SM530829
281,Zander Fagerson,55.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,ZF741855
282,Sam Skinner,80.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1,4,0,SS644622
283,Grant Gilchrist,61.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,5,0,GG620359
284,Nick Haining,43.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,NH963068
285,Rory Darge,80.0,1.0,0.0,0.0,0.0,0.0,76.0,14.0,0.0,0.0,100.0,6.0,0.0,2.0,1.0,8.0,1.0,89.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0,RD673943
286,Magnus Bradbury,80.0,0.0,0.0,0.0,0.0,0.0,56.0,12.0,0.0,0.0,100.0,8.0,1.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,8,0,MB495148
287,George Turner,25.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,6.0,1.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,GT723244
288,Oli Kebble,19.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,OK971070
289,WP Nel,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,WN551420
290,Jamie Hodgson,19.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,JH989662
291,Andy Christie,37.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-1,1,AC758187
292,Ben White,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,96.0,22.0,0.0,1.0,0.0,3.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,BW742198
293,Blair Kinghorn,19.0,0.0,1.0,0.0,0.0,0.0,57.0,2.0,0.0,0.0,100.0,22.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1,BK512124
294,Mark Bennett,40.0,0.0,0.0,0.0,0.0,0.0,103.0,9.0,0.0,0.0,100.0,5.0,0.0,3.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,13,1,MB765983
295,Melvyn Jaminet,71.0,0.0,0.0,3.0,0.0,0.0,36.0,4.0,0.0,104.0,50.0,1.0,0.0,2.0,1.0,2.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,MJ276990
296,Damian Penaud,80.0,2.0,1.0,0.0,0.0,0.0,89.0,8.0,0.0,62.0,82.0,5.0,2.0,3.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,DP646434
297,Gael Fickou,80.0,1.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,20.0,92.0,10.0,0.0,1.0,0.0,9.0,1.0,100.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,13,0,GF207020
