,meters_made,carries,passes_made,tackles_made,missed_tackles,turnovers_won,turnovers_conceded,defenders_beaten,try_assists,offloads,clean_breaks,lineouts_won,lineouts_stolen,at_home,name,mins_played,is_sub,position_num,playguid,penalty_goals,tries,conversions
702,3,1,1,5,1,0,1,0,0,0,0,0,0,0,Dan Frost,15,1,2,DF201535,0,0,0
703,4,2,0,4,0,0,0,0,0,0,0,0,0,0,Tom West,32,1,1,TW876975,0,0,0
704,6,3,0,1,0,0,0,0,0,0,0,0,0,0,Biyi Alo,15,1,3,AA215543,0,0,0
705,15,1,2,3,0,0,0,2,0,0,1,0,0,0,Ben Morris,15,1,7,BM108753,0,0,0
706,3,1,0,3,1,1,0,0,0,0,0,0,0,0,Zach Kibirige,31,1,15,ZK819089,0,0,0
707,8,5,6,2,2,0,1,1,0,1,0,0,0,1,James Shillcock,80,0,15,JS140995,0,0,0
708,35,7,4,4,0,0,1,3,0,1,0,1,0,1,Melani Nanai,80,0,14,MN727559,0,0,0
709,23,5,3,3,1,1,2,3,0,0,0,0,0,1,Ollie Lawrence,80,0,13,OL421360,0,0,0
710,9,8,5,7,0,1,0,0,0,0,1,0,0,1,Francois Venter,80,0,12,JV998880,0,0,0
711,20,3,1,5,1,0,0,0,0,0,0,0,0,1,Noah Heward,76,0,11,NH576853,0,0,0
712,6,1,8,2,0,0,0,0,0,0,0,0,0,1,Owen Williams,46,0,10,OW499460,2,0,0
713,9,2,51,6,0,0,2,0,0,0,0,0,0,1,Willi Heinz,59,0,9,WH931587,0,0,0
714,5,7,0,3,0,1,1,1,0,0,0,0,0,1,Ethan Waller,54,0,1,EW846348,0,0,0
715,4,3,1,6,0,0,0,0,0,0,0,0,0,1,Scott Baldwin,54,0,2,SB772508,0,0,0
716,2,8,0,3,1,0,1,1,0,0,0,0,0,1,Christian Judge,66,0,3,CJ241057,0,0,0
717,8,4,1,2,0,0,0,0,0,0,0,0,0,1,Matt Garvey,41,0,4,MG413461,0,0,0
718,0,5,1,13,3,1,0,0,0,0,0,4,0,1,Justin Clegg,80,0,5,JC308530,0,0,0
719,24,11,2,1,2,0,1,0,0,0,0,4,0,1,Ted Hill,80,0,6,TH269409,0,0,0
720,8,7,3,9,0,1,0,1,0,1,0,0,0,1,Samuel Lewis,80,0,7,SL298387,0,0,0
721,21,6,7,6,0,0,1,1,0,0,0,2,0,1,Matt Kvesic,49,0,8,MK726490,0,0,0
722,17,3,0,0,1,0,0,0,0,0,0,0,0,1,Niall Annett,26,1,2,NA757073,0,0,0
723,1,2,1,3,0,0,0,0,1,0,0,0,0,1,Marc Thomas,26,1,1,MT799689,0,0,0
724,17,8,0,5,0,0,0,5,0,0,0,0,0,1,Kyle Hatherell,39,1,4,KH157231,0,1,0
725,9,5,2,1,0,0,1,1,0,0,0,0,0,1,Sione Vailanu,31,1,8,SV573128,0,1,0
726,14,2,16,2,0,0,1,0,0,1,0,0,0,1,Will Chudley,21,1,9,WC675291,0,0,0
727,0,0,9,2,1,0,0,0,0,0,0,0,0,1,Billy Searle,14,1,3,BS839713,1,0,2
728,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Oli Morris,4,1,11,OL112103,0,0,0
729,69,8,3,4,0,0,2,3,0,0,2,0,0,0,Jason Woodward,80,0,15,JW564534,0,1,0
730,6,4,2,2,1,0,0,0,1,1,0,0,0,0,Jonny May,70,0,14,JM704886,0,0,0
731,0,2,1,5,1,0,2,0,0,0,0,0,0,0,Billy Twelvetrees,80,0,13,WT524638,0,0,0
732,6,3,8,6,1,0,1,0,0,0,0,0,0,0,Mark Atkinson,80,0,12,MA234988,0,0,0
733,11,4,0,6,1,0,0,1,0,0,0,0,0,0,Ollie Thorley,70,0,11,OT282658,0,0,0
734,30,6,6,7,0,0,0,1,1,0,0,0,0,0,Adam Hastings,80,0,10,AH313483,4,0,2
735,0,0,39,9,1,2,1,0,0,0,0,0,0,0,Ben Meehan,78,0,9,BM865132,0,0,0
736,1,1,0,11,1,0,1,0,0,0,0,0,0,0,Harry Elrington,74,0,1,HE127014,0,0,0
737,7,4,2,14,1,0,1,0,0,1,0,0,0,0,Jack Singleton,78,0,2,JS176680,0,0,0
738,4,4,1,9,1,1,0,2,0,0,0,0,0,0,Kirill Gotovtsev,78,0,3,KG899842,0,0,0
739,2,8,0,20,3,1,0,1,0,0,0,3,0,0,Freddie Clarke,80,0,4,FC501339,0,0,0
740,1,3,1,21,3,1,0,0,0,1,0,2,1,0,Andrew Davidson,80,0,5,AD842237,0,0,0
741,31,10,1,12,1,0,0,1,0,0,0,2,0,0,Ruan Ackermann,74,0,6,RA293163,0,0,0
742,0,2,3,14,1,1,1,0,0,0,0,6,0,0,Lewis Ludlow,80,0,7,LL719541,0,0,0
743,27,14,3,13,1,0,2,3,0,0,0,0,0,0,Ben Morgan,70,0,8,BM181390,0,1,0
744,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Henry Walker,2,1,2,HW640021,0,0,0
745,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Val Rapava-Ruskin,6,1,1,VR507937,0,0,0
746,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Jamal Ford-Robinson,2,1,3,JF619423,0,0,0
747,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Freddie Thomas,6,1,6,FT614827,0,0,0
748,13,2,1,2,0,0,0,0,0,1,0,0,0,0,Jack Clement,10,1,8,JC751087,0,0,0
749,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Stephen Varney,2,1,9,SV899630,0,0,0
750,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Lloyd Evans,10,1,14,LE573925,0,0,0
751,7,2,0,0,0,0,1,0,0,0,2,0,0,0,Chris Harris,10,1,11,CH868958,0,1,0
752,81,11,1,2,0,0,1,3,0,1,0,0,0,1,Denny Solomona,70,0,15,DS747783,0,0,0
753,15,5,1,2,3,0,0,3,0,0,0,0,0,1,Tom Roebuck,80,0,14,TR593558,0,0,0
754,20,3,2,7,2,0,2,5,0,0,1,0,0,1,Rohan Janse van Rensburg,80,0,13,RJ787886,0,0,0
755,20,6,3,5,1,0,2,0,0,1,0,0,0,1,Sam Hill,35,0,12,SH457808,0,0,0
756,30,4,1,5,2,0,0,2,0,1,0,0,0,1,Marland Yarde,80,0,11,MY998705,0,0,0
757,1,1,8,6,6,1,3,2,0,0,0,0,0,1,Robert du Preez,76,0,10,RD775282,1,0,1
758,15,3,26,8,2,0,1,0,0,0,0,0,0,1,Will Cliff,58,0,9,WC513109,0,0,0
759,2,6,1,7,1,0,0,0,0,0,0,0,0,1,Ross Harrison,50,0,1,RH166237,0,1,0
760,10,8,4,10,1,1,0,0,0,3,0,0,0,1,Curtis Langdon,61,0,2,CL694339,0,0,0
761,0,1,1,11,1,0,0,0,0,0,0,0,0,1,Nic Schonert,50,0,3,NS357337,0,0,0
762,13,13,1,15,2,1,1,1,0,0,0,1,0,1,Cobus Wiese,80,0,4,CW874773,0,0,0
763,47,4,2,10,2,0,1,3,0,0,1,2,1,1,JP du Preez,70,0,5,JD337564,0,0,0
764,23,4,3,16,0,0,0,0,0,0,0,0,0,1,Cameron Neild,55,0,6,CN140281,0,0,0
765,21,4,4,18,2,0,0,1,1,0,0,0,0,1,Sam Dugdale,80,0,7,SD543208,0,0,0
766,17,12,3,21,1,1,2,2,0,0,1,3,0,1,Jono Ross,80,0,8,JR404876,0,0,0
767,15,2,0,2,0,0,0,1,0,0,1,0,0,1,Ewan Ashman,19,1,2,EA756400,0,1,0
768,2,2,1,4,1,1,1,0,0,1,0,0,0,1,Bevan Rodd,30,1,1,BR106791,0,0,0
769,4,4,1,5,0,1,0,0,0,0,0,0,0,1,Coenie Oosthuizen,30,1,3,CO268234,0,0,0
770,0,0,1,0,0,0,0,0,0,0,0,4,0,1,Rouban Birch,10,1,5,RB554018,0,0,0
771,3,1,2,1,0,1,0,0,0,0,0,0,0,1,Tommy Taylor,25,1,6,TT868712,0,0,0
772,7,6,18,2,1,0,1,2,0,0,0,0,0,1,Gus Warr,22,1,9,GW735121,0,0,0
773,9,2,5,2,0,0,0,1,0,1,0,0,0,1,Kieran Wilkinson,10,1,15,KW495016,0,0,0
774,0,1,0,10,2,1,0,0,0,0,0,0,0,1,Luke James,45,1,12,LJ752551,0,0,0
775,69,9,7,1,2,1,1,5,1,2,1,0,0,0,Stuart Hogg,80,0,15,SH109757,0,0,0
776,21,4,2,3,2,0,1,2,0,1,1,0,0,0,Facundo Cordero,80,0,14,FC758566,0,0,0
777,74,9,13,4,4,0,3,5,0,0,3,0,0,0,Henry Slade,80,0,13,HS586007,3,2,2
778,4,5,3,0,1,0,0,1,0,0,0,1,0,0,Ollie Devoto,28,0,12,OD413673,0,0,0
779,47,13,7,5,0,0,0,7,1,1,1,0,0,0,Tom O'Flaherty,80,0,11,TO575734,0,0,0
780,5,7,20,1,2,0,0,2,0,0,0,0,0,0,Harvey Skinner,52,0,10,HS767035,0,0,0
781,12,4,89,6,1,0,0,4,0,0,0,0,0,0,Jack Maunder,66,0,9,JM797663,0,0,0
782,0,4,0,3,1,0,1,0,0,0,0,0,0,0,Ben Moon,41,0,1,BM645592,0,0,0
783,13,11,2,10,2,0,0,0,0,0,1,0,0,0,Jack Yeandle,66,0,2,JY505871,0,0,0
784,3,4,1,2,0,0,0,0,0,0,0,0,0,0,Josh Iosefa-Scott,41,0,3,JI446040,0,0,0
785,5,10,5,7,1,0,0,0,0,0,1,0,0,0,Will Witty,71,0,4,WW865620,0,1,0
786,10,8,5,11,1,0,1,0,0,0,0,3,1,0,Sean Lonsdale,80,0,5,SL488310,0,0,0
787,10,15,6,10,2,0,0,0,0,2,0,0,0,0,Dave Ewers,73,0,6,DE456160,0,0,0
788,6,6,8,12,1,0,1,0,0,0,0,3,0,0,Don Armand,80,0,7,DA401740,0,0,0
789,17,9,8,16,0,2,0,1,0,0,0,3,0,0,Richard Capstick,80,0,8,RC657816,0,0,0
790,6,2,0,5,0,0,0,0,0,0,0,0,0,0,Jack Innard,14,1,2,JI538537,0,0,0
791,4,3,0,6,0,0,0,0,0,0,0,0,0,0,Alec Hepburn,39,1,1,AH670270,0,0,0
792,0,1,1,6,0,1,0,0,0,0,0,0,0,0,Harry Williams,39,1,3,HW938842,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan McCauley,9,1,4,RM607037,0,0,0
794,0,0,0,2,1,1,0,0,0,0,0,0,0,0,Christ Tshiunza,7,1,6,CT642805,0,0,0
795,0,3,10,0,1,0,2,0,0,0,0,0,0,0,Stu Townsend,14,1,9,ST143493,0,0,0
796,1,1,6,3,2,0,0,0,0,0,0,0,0,0,Joe Simmonds,28,1,10,JS753060,0,0,0
797,12,9,3,3,2,0,1,3,0,0,0,0,0,0,Tom Hendrickson,52,1,12,TH830936,0,0,0
798,147,12,4,2,1,1,2,6,0,0,1,1,0,1,Tyrone Green,80,0,15,TG140377,0,1,0
799,79,5,2,6,2,0,2,1,0,0,2,0,0,1,Louis Lynagh,52,0,14,LL358015,0,2,0
800,12,3,1,11,1,0,0,1,0,0,0,0,0,1,Joe Marchant,80,0,13,JM952052,0,0,0
801,56,10,5,11,1,2,2,2,1,0,2,0,0,1,Andre Esterhuizen,80,0,12,AE859027,0,1,0
802,112,9,4,8,0,1,0,2,1,0,2,0,0,1,Cadan Murley,80,0,11,CM337255,0,0,0
803,4,1,5,4,2,0,0,0,0,0,0,0,0,1,Tommaso Allan,25,0,10,TA522224,0,0,0
804,0,0,38,5,4,0,0,0,1,0,0,0,0,1,Danny Care,63,0,9,DC572851,0,0,0
805,6,8,1,13,1,2,0,0,0,0,0,0,0,1,Joe Marler,74,0,1,JM130488,0,0,0
806,18,6,2,9,0,0,1,0,0,0,0,0,0,1,Jack Walker,63,0,2,JW464654,0,0,0
807,0,6,0,10,2,0,0,0,0,0,0,0,0,1,Simon Kerrod,56,0,3,SK536861,0,0,0
808,0,0,3,16,0,0,0,0,0,0,0,2,0,1,Matt Symons,80,0,4,MS697097,0,0,0
809,0,4,3,15,0,0,0,0,0,1,0,2,0,1,Dino Lamb,80,0,5,DL309019,0,0,0
810,2,4,2,7,0,0,0,0,0,0,0,1,0,1,Tom Lawday,52,0,6,TL410187,0,0,0
811,15,4,0,14,0,0,0,0,0,0,1,1,0,1,Jack Kenningham,74,0,7,JK878294,0,0,0
812,91,7,12,18,0,2,1,3,2,2,1,1,0,1,Alex Dombrandt,80,0,8,AD528464,0,1,0
813,2,1,2,1,0,0,0,0,0,0,0,0,0,1,Sam Riley,17,1,2,SR220865,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fin Baxter,6,1,1,FB819677,0,0,0
815,27,2,1,3,0,0,0,2,0,0,1,0,0,1,Will Collier,24,1,3,WC705990,0,1,0
816,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hugh Tizard,6,1,7,HT443979,0,0,0
817,12,4,1,3,0,0,0,0,0,1,0,0,0,1,James Chisholm,28,1,6,JC684099,0,0,0
818,14,2,12,2,0,0,0,0,0,0,0,0,0,1,Scott Steele,17,1,9,SS244714,0,0,0
819,32,8,16,4,1,0,1,1,0,4,1,0,0,1,Marcus Smith,55,1,10,MS438642,0,1,6
820,75,5,4,3,2,0,2,4,0,0,1,0,0,1,Luke Northmore,28,1,14,LN656772,0,1,0
821,83,16,11,5,2,0,1,1,0,2,0,1,0,0,Charles Piutau,80,0,15,CP633928,0,1,0
822,60,12,1,6,0,0,3,1,0,0,1,0,0,0,Niyi Adeolokun,61,0,14,NA457420,0,0,0
823,11,6,10,4,1,0,0,0,0,0,0,0,0,0,Piers O'Conor,7,0,13,PO451364,0,0,0
824,19,8,13,8,1,0,0,2,1,0,0,0,0,0,Sam Bedlow,54,0,12,SB430769,0,0,0
825,63,13,12,2,3,1,1,7,0,4,2,0,0,0,Henry Purdy,80,0,11,HP862671,0,1,0
826,2,6,41,4,4,0,1,0,0,1,0,0,0,0,Callum Sheedy,80,0,10,CS506075,1,0,3
827,36,4,68,2,1,0,0,2,1,0,2,0,0,0,Harry Randall,59,0,9,HR101296,0,0,0
828,0,2,0,4,1,0,0,0,0,0,0,0,0,0,Yann Thomas,61,0,1,YT739953,0,0,0
829,18,8,5,7,1,1,0,1,0,0,0,0,0,0,Jake Kerr,59,0,2,JK352562,0,0,0
830,15,12,12,6,1,0,1,0,0,0,0,0,0,0,Kyle Sinckler,61,0,3,KS314500,0,0,0
831,6,6,7,6,0,0,0,0,0,0,0,0,1,0,Joe Joyce,59,0,4,JJ275512,0,1,0
832,24,6,5,9,2,1,1,0,0,0,0,5,0,0,Ed Holmes,80,0,5,SH571540,0,0,0
833,9,5,9,12,0,0,0,0,0,2,0,4,0,0,Chris Vui,80,0,6,CV953897,0,0,0
834,1,4,8,6,1,1,1,1,0,0,0,0,1,0,Jake Heenan,80,0,7,JH133700,0,0,0
835,42,16,8,5,1,0,1,0,0,4,0,1,0,0,Fitz Harding,80,0,8,GH740845,0,0,0
836,0,3,4,2,0,0,0,0,0,0,0,0,0,0,Harry Thacker,21,1,2,HT779571,0,0,0
837,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Max Lahiff,19,1,1,ML914436,0,0,0
838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Daniel Thomas,21,1,4,DT850621,0,0,0
839,1,1,20,3,1,0,0,0,0,0,0,0,0,0,Andy Uren,21,1,9,AU529251,0,0,0
840,0,2,0,1,1,0,0,1,0,0,0,0,0,0,Ioan Lloyd,19,1,14,IL562145,0,0,0
841,0,4,7,3,0,0,2,1,0,0,0,0,0,0,Alapati Leiua,26,1,12,AL417590,0,0,0
842,56,10,17,2,1,0,3,2,0,1,0,1,0,1,Stuart Hogg,56,0,15,SH109757,0,0,0
843,68,11,9,5,3,2,1,6,1,0,3,1,0,1,Facundo Cordero,80,0,14,FC758566,0,2,0
844,64,9,9,4,0,2,0,1,0,1,2,0,0,1,Henry Slade,60,0,13,HS586007,0,0,5
845,25,9,9,11,1,0,1,1,1,1,0,0,0,1,Tom Hendrickson,80,0,12,TH830936,0,0,0
846,86,16,8,3,0,0,6,5,0,0,1,0,0,1,Tom O'Flaherty,80,0,11,TO575734,0,0,0
847,21,4,37,3,2,0,1,0,0,0,0,0,0,1,Harvey Skinner,80,0,10,HS767035,0,0,0
848,13,5,71,2,0,1,0,0,0,0,0,0,0,1,Jack Maunder,54,0,9,JM797663,0,0,0
849,5,7,5,3,2,0,3,1,0,0,0,1,0,1,Alec Hepburn,54,0,1,AH670270,0,0,0
850,50,12,2,4,0,3,1,2,0,0,1,0,0,1,Luke Cowan-Dickie,54,0,2,LC148807,0,0,0
851,0,0,1,2,1,0,1,0,0,0,0,0,0,1,Harry Williams,54,0,3,HW938842,0,0,0
852,34,10,4,5,2,0,1,0,0,0,1,0,0,1,Will Witty,56,0,4,WW865620,0,0,0
853,12,7,12,7,2,0,2,1,0,0,0,6,1,1,Jonny Hill,80,0,5,JH236398,0,0,0
854,19,16,4,10,0,1,0,6,0,3,0,0,0,1,Dave Ewers,80,0,6,DE456160,0,1,0
855,49,14,7,11,2,0,1,4,1,0,1,4,0,1,Richard Capstick,80,0,7,RC657816,0,0,0
856,74,16,8,9,0,1,3,5,0,0,1,1,0,1,Sam Simmonds,69,0,8,SS343221,0,2,0
857,36,3,4,3,1,1,1,2,0,0,1,0,0,1,Jack Innard,26,1,2,JI538537,0,0,0
858,7,3,1,3,0,1,0,1,0,0,0,0,0,1,Billy Keast,26,1,1,WK332654,0,0,0
859,2,3,1,5,1,0,0,0,0,0,0,0,0,1,Josh Iosefa-Scott,26,1,3,JI446040,0,0,0
860,22,2,1,4,1,0,1,0,0,0,0,0,0,1,Sam Skinner,24,1,4,SS644622,0,0,0
861,2,1,0,2,0,0,0,0,0,0,0,1,0,1,Christ Tshiunza,11,1,8,CT642805,0,0,0
862,25,3,25,3,0,1,0,1,1,1,0,0,0,1,Sam Hidalgo-Clyne,26,1,9,SH676296,0,0,0
863,17,4,8,3,1,0,0,1,0,1,0,0,0,1,Joe Simmonds,24,1,15,JS753060,0,1,1
864,4,2,3,2,2,0,0,0,0,0,0,0,0,1,Ian Whitten,20,1,13,IW695430,0,0,0
865,52,8,6,5,3,1,2,2,0,0,1,1,0,0,James Shillcock,80,0,15,JS140995,0,0,0
866,3,3,1,6,1,0,1,0,0,0,0,0,0,0,Noah Heward,52,0,14,NH576853,0,0,0
867,0,4,1,9,6,0,1,2,0,0,0,0,0,0,Oli Morris,80,0,13,OL112103,0,0,0
868,33,7,7,12,3,0,1,4,0,0,2,0,0,0,Ollie Lawrence,80,0,12,OL421360,0,0,0
869,64,8,1,6,1,1,3,3,0,0,1,0,0,0,Duhan van der Merwe,64,0,11,DV671184,0,0,0
870,17,4,23,8,3,0,0,2,0,0,0,0,0,0,Billy Searle,80,0,10,BS839713,0,0,0
871,0,0,22,6,2,0,0,1,0,0,0,0,0,0,Willi Heinz,49,0,9,WH931587,0,0,0
872,0,5,1,8,1,0,0,0,0,0,0,0,0,0,Rory Sutherland,51,0,1,RS816499,0,0,0
873,2,3,2,11,3,0,1,0,0,0,0,0,0,0,Scott Baldwin,77,0,2,SB772508,0,0,0
874,2,2,2,11,0,0,0,1,0,1,0,0,0,0,Christian Judge,56,0,3,CJ241057,0,0,0
875,1,3,7,18,2,0,0,0,0,1,0,7,1,0,Andrew Kitchener,80,0,4,AK407854,0,0,0
876,6,10,2,15,3,1,1,0,0,0,0,1,0,0,Justin Clegg,80,0,5,JC308530,0,1,0
877,20,1,1,8,3,0,0,0,0,0,0,0,0,0,Kyle Hatherell,27,0,6,KH157231,0,0,0
878,51,11,8,17,1,1,2,2,0,2,1,1,0,0,Matt Kvesic,80,0,7,MK726490,0,0,0
879,9,4,2,4,2,2,1,0,0,0,0,0,0,0,Sione Vailanu,49,0,8,SV573128,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Niall Annett,3,1,2,NA757073,0,0,0
881,1,5,1,7,1,0,0,0,0,0,0,0,0,0,Ethan Waller,29,1,1,EW846348,0,0,0
882,0,1,0,5,0,0,0,0,0,0,0,0,0,0,Jay Tyack,24,1,3,JT873758,0,0,0
883,11,6,3,7,2,1,0,2,0,0,0,0,0,0,Joe Batley,31,1,8,JB276930,0,0,0
884,9,4,2,11,0,0,0,1,0,0,0,0,0,0,Samuel Lewis,53,1,6,SL298387,0,0,0
885,13,3,40,2,1,0,0,1,0,0,0,0,0,0,Will Chudley,31,1,9,WC675291,0,0,0
886,13,3,3,3,0,0,0,0,0,0,0,0,0,0,William Butler,16,1,11,WB716684,0,0,0
887,5,4,0,5,1,2,0,1,0,0,0,0,0,0,Harri Doel,28,1,14,HD699895,0,0,0
888,9,5,2,3,1,0,0,0,0,0,0,0,0,1,Jason Woodward,56,0,15,JW564534,0,0,0
889,23,6,3,2,1,0,0,4,0,0,2,0,0,1,Louis Rees-Zammit,80,0,14,LR428316,0,2,0
890,13,4,3,7,1,0,0,0,0,0,1,0,0,1,Chris Harris,70,0,13,CH868958,0,0,0
891,12,4,8,9,3,0,0,0,1,0,0,0,0,1,Mark Atkinson,80,0,12,MA234988,0,0,0
892,70,7,1,2,2,0,0,3,0,0,1,0,0,1,Jonny May,80,0,11,JM704886,0,0,0
893,28,7,8,3,2,0,2,4,0,1,0,0,0,1,Adam Hastings,80,0,10,AH313483,2,0,2
894,15,3,56,3,0,0,0,0,1,0,0,0,0,1,Ben Meehan,73,0,9,BM865132,0,0,0
895,5,2,1,10,1,0,0,0,1,1,0,0,0,1,Harry Elrington,56,0,1,HE127014,0,0,0
896,0,2,1,13,0,0,1,0,0,0,0,0,0,1,Jack Singleton,56,0,2,JS176680,0,1,0
897,3,3,1,20,1,1,0,0,0,0,0,0,0,1,Kirill Gotovtsev,58,0,3,KG899842,0,0,0
898,13,9,4,12,0,0,1,0,0,1,0,9,0,1,Freddie Clarke,80,0,4,FC501339,0,0,0
899,0,0,0,7,2,0,0,0,0,0,0,0,0,1,Andrew Davidson,28,0,5,AD842237,0,0,0
900,19,14,4,17,1,1,0,1,0,2,0,0,0,1,Ruan Ackermann,80,0,6,RA293163,0,0,0
901,5,3,4,16,1,1,1,0,0,0,0,4,1,1,Lewis Ludlow,66,0,7,LL719541,0,0,0
902,32,10,4,11,2,0,0,3,0,0,1,0,0,1,Ben Morgan,80,0,8,BM181390,0,1,0
903,5,2,1,9,0,0,1,0,0,0,0,0,0,1,Matt Moulds,24,1,2,MM324628,0,0,0
904,0,3,2,5,2,0,0,0,0,0,0,0,0,1,Val Rapava-Ruskin,24,1,1,VR507937,0,0,0
905,0,0,1,3,2,0,0,0,0,0,0,0,0,1,Jamal Ford-Robinson,22,1,3,JF619423,0,0,0
906,13,4,2,11,0,1,2,0,0,0,1,1,1,1,Matias Alemanno,52,1,5,MA280318,0,0,0
907,0,1,0,6,1,0,0,0,0,0,0,0,0,1,Jack Clement,14,1,7,JC751087,0,0,0
908,0,0,1,2,0,0,0,0,0,0,0,0,0,1,Charlie Chapman,7,1,9,CC193144,0,0,0
909,0,0,0,2,2,0,0,0,0,0,0,0,0,1,Billy Twelvetrees,10,1,13,WT524638,0,0,0
910,14,3,2,1,0,0,1,1,0,0,0,0,0,1,Kyle Moyle,24,1,15,KM835732,0,0,0
911,42,10,8,1,0,1,0,1,0,0,1,0,0,0,Simon Hammersley,80,0,15,SH416986,0,0,0
912,35,5,0,2,0,1,2,4,0,0,0,0,0,0,Denny Solomona,80,0,14,DS747783,0,0,0
913,36,6,6,4,2,0,0,0,0,0,0,0,0,0,Sam James,80,0,13,SJ271806,0,0,0
914,90,8,3,6,1,0,0,4,1,1,2,0,0,0,Luke James,80,0,12,LJ752551,0,0,0
915,43,10,0,3,2,1,2,2,0,0,0,0,0,0,Arron Reed,66,0,11,AR478418,0,1,0
916,8,4,12,4,1,0,3,0,0,0,0,0,0,0,Kieran Wilkinson,64,0,10,KW495016,1,0,1
917,65,10,56,3,3,0,3,3,0,0,0,0,0,0,Raffi Quirke,69,0,9,RQ226339,0,1,0
918,3,3,0,6,0,0,0,0,0,0,0,0,0,0,Ross Harrison,46,0,1,RH166237,0,0,0
919,11,4,3,8,1,0,2,1,0,0,0,0,0,0,Curtis Langdon,53,0,2,CL694339,0,0,0
920,4,6,0,4,0,0,0,0,0,0,0,0,0,0,Coenie Oosthuizen,46,0,3,CO268234,0,0,0
921,15,11,3,8,1,0,1,4,0,1,0,3,0,0,Jean-Luc du Preez,80,0,4,JD337032,0,0,0
922,3,7,1,4,0,0,0,0,0,0,0,1,0,0,JP du Preez,59,0,5,JD337564,0,0,0
923,21,9,0,8,0,0,0,0,0,0,0,1,0,0,Cameron Neild,46,0,6,CN140281,0,0,0
924,11,5,2,19,2,0,3,0,0,0,0,0,0,0,Sam Dugdale,80,0,7,SD543208,0,0,0
925,51,16,7,6,1,0,3,5,1,1,1,3,0,0,Daniel du Preez,80,0,8,DD353010,0,1,0
926,11,4,0,5,0,0,0,0,0,0,0,0,0,0,Tommy Taylor,27,1,2,TT868712,0,1,0
927,6,3,2,8,0,0,0,0,0,0,0,0,0,0,Simon McIntyre,34,1,1,SM407818,0,0,0
928,2,2,0,5,1,0,0,0,0,0,0,0,0,0,Nic Schonert,34,1,3,NS357337,0,0,0
929,12,3,3,6,0,0,0,1,0,0,0,2,0,0,Cobus Wiese,21,1,5,CW874773,0,0,0
930,7,5,2,8,0,0,0,0,0,0,0,0,0,0,Jono Ross,34,1,6,JR404876,0,0,0
931,8,3,15,1,1,0,2,0,0,0,0,0,0,0,Gus Warr,11,1,9,GW735121,0,1,0
932,0,0,6,2,0,0,0,0,0,0,0,0,0,0,Tom Curtis,16,1,10,TC894702,0,0,1
933,4,1,0,0,0,0,0,0,0,0,1,0,0,0,Tom Roebuck,14,1,11,TR593558,0,0,0
934,44,7,7,1,0,0,0,4,0,0,0,0,0,1,Tom Parton,80,0,15,TP933909,0,0,0
935,45,8,2,3,0,2,0,0,0,1,1,0,0,1,Ben Loader,80,0,14,BL428925,0,0,0
936,23,7,5,6,1,0,0,1,0,3,0,0,0,1,Curtis Rona,80,0,13,CR966798,0,0,0
937,24,6,7,6,1,0,1,1,0,1,1,0,0,1,Terrence Hepetema,55,0,12,TH520436,0,0,0
938,33,6,0,7,0,0,0,1,0,0,0,0,0,1,Ollie Hassell-Collins,80,0,11,OH128338,0,0,0
939,10,5,27,9,0,0,3,3,0,0,0,0,0,1,Paddy Jackson,80,0,10,PJ780026,3,0,1
940,8,2,56,4,1,0,1,0,0,0,0,0,0,1,Nick Phipps,59,0,9,NP802244,0,0,0
941,20,6,0,2,0,0,0,0,0,0,0,0,0,1,William Goodrick-Clarke,52,0,1,WG244961,0,0,0
942,20,8,3,9,0,1,1,0,0,1,0,0,0,1,Agustin Creevy,62,0,2,AC686044,0,1,0
943,4,7,3,3,2,0,0,0,0,1,0,0,0,1,Marcel van der Merwe,59,0,3,MV684998,0,0,0
944,5,1,1,2,0,0,0,1,0,0,0,4,0,1,Steve Mafi,55,0,4,SM534692,0,0,0
945,3,4,10,4,1,0,0,0,0,0,0,7,1,1,Adam Coleman,59,0,5,AC555217,0,0,0
946,25,7,0,10,0,0,0,2,0,0,0,0,0,1,Matt Rogerson,80,0,6,MR143478,0,0,0
947,0,6,3,9,3,1,1,0,0,0,0,0,0,1,Ben Donnell,80,0,7,BD596167,0,0,0
948,41,9,4,5,0,0,1,1,0,0,0,0,0,1,Albert Tuisue,50,0,8,AT971709,0,0,0
949,1,1,0,2,0,0,0,0,0,0,0,0,0,1,Matthew Cornish,18,1,2,MC439899,0,0,0
950,4,2,1,1,0,0,0,1,0,0,0,0,0,1,Allan Dell,28,1,1,AD320497,0,0,0
