,meters_made,carries,passes_made,tackles_made,missed_tackles,turnovers_won,turnovers_conceded,defenders_beaten,try_assists,offloads,clean_breaks,lineouts_won,lineouts_stolen,at_home,name,mins_played,is_sub,position_num,playguid,penalty_goals,tries,conversions
3327,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Tom Doughty,9,1,2,TD303340,0,0,0
3328,8,7,1,2,0,0,0,0,0,1,0,0,0,1,Will Spencer,17,1,8,WS957900,0,0,0
3329,14,7,1,3,0,0,0,1,0,0,0,0,0,1,Jaco Coetzee,24,1,6,JC452547,0,0,0
3330,2,3,1,1,0,0,0,0,0,1,0,0,0,1,Will Butt,21,1,11,WB682969,0,0,0
3331,51,14,4,3,1,0,5,1,1,0,1,0,0,0,Tyrone Green,80,0,15,TG140377,0,0,0
3332,51,4,4,6,1,2,1,2,1,0,3,0,0,0,Nick David,70,0,14,ND264142,0,0,0
3333,71,5,3,7,1,0,2,4,1,0,2,0,0,0,Huw Jones,80,0,13,HJ337666,0,0,0
3334,11,5,4,12,0,0,1,0,0,0,0,0,0,0,Andre Esterhuizen,80,0,12,AE859027,0,0,0
3335,32,5,2,9,1,2,0,3,0,0,1,0,0,0,Cadan Murley,64,0,11,CM337255,0,1,0
3336,0,3,15,9,1,0,1,1,0,1,0,0,0,0,Tommaso Allan,80,0,10,TA522224,0,0,1
3337,0,1,35,4,1,0,0,0,0,0,0,0,0,0,Danny Care,70,0,9,DC572851,0,0,0
3338,0,1,1,12,2,0,0,0,0,0,0,0,0,0,Santiago Garcia Botta,70,0,1,SG959191,0,0,0
3339,4,4,3,17,1,1,1,0,0,0,0,0,0,0,Jack Walker,80,0,2,JW464654,0,0,0
3340,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Will Collier,16,0,3,WC705990,0,0,0
3341,2,1,0,12,0,0,0,0,0,0,0,2,0,0,Matt Symons,80,0,4,MS697097,0,0,0
3342,2,9,3,13,0,0,1,0,0,0,0,3,0,0,Hugh Tizard,80,0,5,HT443979,0,0,0
3343,26,3,0,1,0,0,0,0,0,0,0,0,0,0,Dino Lamb,12,0,6,DL309019,0,1,0
3344,0,1,3,11,1,1,1,0,0,0,0,1,0,0,Luke Wallace,56,0,7,LW568537,0,0,0
3345,28,10,1,7,1,2,1,1,0,0,0,0,0,0,Viliami Taulani,71,0,8,VT155458,0,0,0
3346,0,2,0,3,0,0,0,0,0,0,0,0,0,0,Sam Riley,9,1,8,SR220865,0,0,0
3347,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Jordan Els,10,1,1,JE660730,0,0,0
3348,0,1,1,16,2,0,0,0,0,0,0,0,0,0,Simon Kerrod,64,1,3,SK536861,0,0,0
3349,24,1,0,5,1,0,0,0,0,0,0,1,0,0,George Hammond,24,1,7,GH195403,0,1,0
3350,0,3,0,11,1,0,0,0,0,0,0,1,0,0,Archie White,68,1,6,AW534917,0,0,0
3351,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Lewis Gjaltema,10,1,9,LG419681,0,0,0
3352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Oscar Beard,10,1,14,OB494824,0,0,0
3353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Louis Lynagh,16,1,11,LL358015,0,0,0
3354,81,12,3,1,1,0,3,3,0,0,0,0,0,1,James Stokes,67,0,15,JS534314,0,1,0
3355,36,12,2,7,1,0,0,1,1,1,1,0,0,1,Ben Loader,80,0,14,BL428925,0,0,0
3356,24,13,8,14,3,0,1,1,0,3,1,0,0,1,Curtis Rona,80,0,13,CR966798,0,0,0
3357,44,13,9,10,2,1,0,4,0,0,0,0,0,1,Benhard Janse van Rensburg,80,0,12,BJ830229,0,0,0
3358,43,8,1,6,1,1,1,3,0,0,1,0,0,1,Lucio Cinti,80,0,11,LC951038,0,0,0
3359,17,2,36,6,0,0,0,3,0,0,0,0,0,1,Paddy Jackson,80,0,10,PJ780026,2,0,1
3360,6,3,96,16,1,3,2,0,1,0,0,0,0,1,Nick Phipps,80,0,9,NP802244,0,0,0
3361,9,6,0,12,0,1,0,0,0,0,0,0,0,1,William Goodrick-Clarke,67,0,1,WG244961,0,0,0
3362,10,5,2,14,2,1,0,0,0,0,0,0,0,1,Matthew Cornish,67,0,2,MC439899,0,1,0
3363,7,5,2,9,0,1,0,0,0,0,0,0,0,1,Oli Hoskins,67,0,3,OH113242,0,0,0
3364,7,5,9,13,3,1,1,0,0,0,0,7,0,1,Rob Simmons,80,0,4,RS692558,0,0,0
3365,10,11,5,21,0,0,0,1,0,2,0,4,0,1,Adam Coleman,73,0,5,AC555217,0,0,0
3366,11,7,3,13,0,0,0,0,0,1,0,1,0,1,Matt Rogerson,56,0,6,MR143478,0,0,0
3367,65,8,4,22,0,2,0,7,0,2,1,0,0,1,Tom Pearson,80,0,7,TP559945,0,0,0
3368,6,8,4,11,0,0,0,0,0,0,0,0,0,1,Sean O'Brien,56,0,8,SO756800,0,0,0
3369,7,1,0,2,0,0,0,0,0,0,0,0,0,1,Mike Willemse,13,1,2,MW847104,0,0,0
3370,3,3,0,5,0,0,0,0,0,0,0,0,0,1,Facundo Gigena,13,1,1,FG326087,0,0,0
3371,2,2,3,6,0,0,0,0,0,0,0,0,0,1,Marcel van der Merwe,13,1,3,MV684998,0,0,0
3372,3,1,0,0,0,0,0,0,0,0,0,0,0,1,Chunya Munga,7,1,5,CM687251,0,0,0
3373,4,4,1,9,1,0,0,0,0,0,0,0,0,1,Olly Cracknell,24,1,6,OC996732,0,0,0
3374,18,5,3,8,0,0,0,3,0,0,1,0,0,1,Juan Martin Gonzalez,24,1,8,JG754282,0,0,0
3375,11,3,2,1,1,0,0,0,0,1,0,0,0,1,Kyle Rowe,13,1,15,KR690798,0,0,0
3376,63,8,17,5,0,0,1,0,0,1,0,0,0,0,Stuart Hogg,80,0,15,SH109757,0,0,0
3377,20,3,0,7,0,2,1,2,0,0,1,0,0,0,Olly Woodburn,58,0,14,OW871046,0,1,0
3378,11,6,5,10,2,0,2,0,0,0,0,0,0,0,Ian Whitten,80,0,13,IW695430,0,0,0
3379,28,9,13,13,4,0,0,2,0,0,0,1,0,0,Harvey Skinner,80,0,12,HS767035,0,0,0
3380,43,14,4,9,2,0,3,0,0,0,0,0,0,0,Tom O'Flaherty,80,0,11,TO575734,0,0,0
3381,88,14,29,12,4,0,1,6,0,1,0,0,0,0,Joe Simmonds,80,0,10,JS753060,0,0,2
3382,3,2,51,4,1,0,0,0,1,0,0,1,0,0,Jack Maunder,53,0,9,JM797663,0,0,0
3383,8,7,2,9,1,0,0,0,0,0,0,0,0,0,James Kenny,49,0,1,JK472540,0,0,0
3384,16,8,4,9,1,2,0,0,0,0,0,0,0,0,Jack Innard,53,0,2,JI538537,0,0,0
3385,14,9,1,7,0,0,0,0,0,0,0,0,0,0,Patrick Schickerling,53,0,3,PS260881,0,1,0
3386,12,10,5,21,0,0,0,1,0,0,0,2,0,0,Jonny Gray,80,0,4,JG454407,0,0,0
3387,6,7,3,13,1,0,1,0,0,0,0,1,0,0,Sam Skinner,80,0,5,SS644622,0,0,0
3388,26,11,4,15,3,0,0,0,0,1,0,0,0,0,Dave Ewers,80,0,6,DE456160,0,0,0
3389,31,12,4,17,2,0,0,1,0,0,0,2,0,0,Jannes Kirsten,80,0,7,JK748722,0,0,0
3390,9,3,1,1,1,0,1,0,0,0,0,1,0,0,Don Armand,30,0,8,DA401740,0,0,0
3391,11,5,1,2,1,0,0,0,0,0,0,0,0,0,Jack Yeandle,27,1,2,JY505871,0,0,0
3392,6,4,0,9,0,0,1,0,0,0,0,0,0,0,Billy Keast,31,1,1,WK332654,0,0,0
3393,1,2,1,2,2,0,0,0,0,0,0,0,0,0,Josh Iosefa-Scott,27,1,3,JI446040,0,0,0
3394,27,4,4,8,1,0,0,1,0,0,0,1,0,0,Santiago Grondona,50,1,8,SG581140,0,0,0
3395,3,3,39,1,0,0,1,0,0,1,0,0,0,0,Sam Maunder,27,1,9,SM290029,0,0,0
3396,42,7,0,2,0,0,0,3,0,0,1,0,0,0,Josh Hodge,22,1,14,JH501596,0,0,0
3397,6,4,8,2,0,0,0,0,0,0,0,0,0,1,Billy Searle,80,0,15,BS839713,0,0,0
3398,37,7,1,1,0,0,3,2,0,0,1,0,0,1,Perry Humphreys,73,0,14,PH946079,0,0,0
3399,7,6,5,4,3,0,0,3,0,0,0,0,0,1,Francois Venter,80,0,13,JV998880,0,0,0
3400,27,9,7,7,2,1,0,2,0,1,1,1,0,1,Ashley Beck,80,0,12,MB541535,0,1,0
3401,105,10,3,3,1,0,1,11,0,1,1,0,0,1,Duhan van der Merwe,80,0,11,DV671184,0,0,0
3402,0,1,9,6,3,0,1,0,0,1,0,0,0,1,Fin Smith,27,0,10,FS990091,1,0,0
3403,0,2,49,1,0,0,3,0,0,0,0,0,0,1,Gareth Simpson,51,0,9,GS257247,0,0,0
3404,18,9,3,6,2,0,0,3,0,1,1,0,0,1,Rory Sutherland,61,0,1,RS816499,0,1,0
3405,12,4,4,10,1,0,0,0,1,0,0,0,0,1,Niall Annett,70,0,2,NA757073,0,0,0
3406,2,5,0,4,1,1,0,1,0,0,0,0,0,1,Christian Judge,38,0,3,CJ241057,0,0,0
3407,1,1,2,4,0,0,0,0,0,0,0,2,0,1,Andrew Kitchener,80,0,4,AK407854,0,0,0
3408,7,8,3,4,1,1,2,0,0,2,0,1,2,1,Joe Batley,80,0,5,JB276930,0,0,0
3409,28,14,2,13,2,0,0,3,0,1,0,0,0,1,Kyle Hatherell,80,0,6,KH157231,0,0,0
3410,103,15,6,7,1,0,2,3,0,0,2,8,0,1,Ted Hill,80,0,7,TH269409,0,0,0
3411,18,6,5,6,1,1,1,0,0,0,0,0,0,1,Matt Kvesic,51,0,8,MK726490,0,0,0
3412,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Beck Cutting,10,1,2,BC440367,0,0,0
3413,5,4,1,1,0,0,0,0,0,0,0,0,0,1,Ethan Waller,19,1,1,EW846348,0,0,0
3414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jay Tyack,29,1,8,JT873758,0,0,0
3415,2,4,6,3,1,1,0,0,0,0,0,4,0,1,Justin Clegg,52,1,4,JC308530,0,0,0
3416,44,4,7,0,0,0,0,2,0,1,1,0,0,1,Sione Vailanu,29,1,9,SV573128,0,0,0
3417,8,4,16,2,0,0,0,1,0,1,0,0,0,1,Owen Williams,53,1,10,OW499460,0,0,0
3418,29,2,1,2,0,0,0,0,0,1,0,0,0,1,Alex Hearle,7,1,14,AH208890,0,0,0
3419,82,7,5,2,3,0,0,2,0,3,0,0,0,0,Ahsee Tuala,56,0,15,AT736273,0,0,0
3420,23,2,0,6,5,4,2,0,0,0,0,0,0,0,Ollie Sleightholme,80,0,14,OS133310,0,0,0
3421,37,5,2,15,4,0,0,0,0,0,0,1,0,0,Fraser Dingwall,80,0,13,FD904134,0,0,0
3422,59,9,10,4,2,2,0,4,0,1,0,0,0,0,Rory Hutchinson,80,0,12,RH318511,0,1,0
3423,26,4,7,2,2,0,1,0,0,0,0,0,0,0,Tom Collins,80,0,11,TC594085,0,0,0
3424,6,4,12,6,1,1,0,0,0,0,0,1,0,0,Dan Biggar,70,0,10,DB100356,1,0,3
3425,60,4,44,5,2,0,1,3,1,0,1,0,0,0,Alex Mitchell,70,0,9,AM990246,0,1,0
3426,0,1,0,12,1,0,0,0,0,0,0,0,0,0,Alex Waller,56,0,1,AW666449,0,0,0
3427,24,8,6,14,2,0,2,3,0,3,0,0,0,0,Sam Matavesi,63,0,2,SM232545,0,1,0
3428,39,4,2,10,0,0,1,0,0,0,1,0,0,0,Paul Hill,70,0,3,PH646364,0,0,0
3429,12,8,4,12,0,1,0,0,0,0,0,6,0,0,David Ribbans,80,0,4,DR539502,0,0,0
3430,5,3,1,6,1,0,1,0,0,0,0,0,0,0,Api Ratuniyarawa,61,0,5,AR118579,0,0,0
3431,10,3,2,16,0,1,0,1,0,0,0,1,0,0,Tom Wood,80,0,6,TW470502,0,0,0
3432,24,7,4,15,0,2,0,6,0,0,0,2,0,0,Teimana Harrison,80,0,7,TH461593,0,0,0
3433,45,8,2,7,1,0,1,1,0,1,1,1,0,0,Juarno Augustus,68,0,8,JA894551,0,0,0
3434,2,1,2,4,4,0,0,0,0,0,0,0,0,0,James Fish,17,1,2,JF794080,0,1,0
3435,0,1,0,5,1,0,0,0,0,0,0,0,0,0,Emmanuel Iyogun,24,1,1,EI265798,0,0,0
3436,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Conor Carey,10,1,3,CC705639,0,0,0
3437,2,1,0,4,0,0,0,0,0,0,0,0,0,0,Brandon Nansen,19,1,5,BN686468,0,0,0
3438,0,0,0,4,1,0,0,0,0,0,0,1,0,0,Alex Coles,12,1,8,AC890060,0,0,0
3439,0,2,3,2,0,0,0,0,0,0,0,0,0,0,Tom James,10,1,9,TJ707333,0,0,0
3440,2,1,1,3,0,0,0,0,0,0,0,0,0,0,James Grayson,10,1,10,JG791693,0,0,0
3441,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Matt Proctor,24,1,15,MP925514,0,0,0
3442,36,8,15,4,0,0,0,3,0,1,0,0,0,1,Mike Brown,80,0,15,MB981735,0,0,0
3443,64,8,4,4,2,0,0,2,0,0,1,0,0,1,Adam Radwan,80,0,14,AR914169,0,1,0
3444,8,4,0,6,3,0,1,0,0,0,0,0,0,1,Matias Orlando,80,0,13,MO427502,0,0,0
3445,73,6,4,2,1,0,1,4,0,0,1,0,0,1,Pete Lucock,80,0,12,PL480020,0,0,0
3446,16,4,0,2,0,0,0,2,0,0,1,0,0,1,Mateo Carreras,57,0,11,MC625187,0,1,0
3447,8,2,14,4,3,0,0,0,1,0,0,0,0,1,Brett Connon,63,0,10,BC715151,1,0,1
3448,7,2,43,6,2,0,0,2,0,0,0,0,0,1,Sam Stuart,65,0,9,SS104605,0,0,0
3449,1,3,3,7,2,0,0,0,0,0,0,0,0,1,Adam Brocklebank,75,0,1,AB332520,0,0,0
3450,11,6,7,10,0,0,1,1,0,0,0,0,0,1,George McGuigan,75,0,2,GM717660,0,0,0
3451,9,3,0,10,1,0,0,0,0,0,0,0,0,1,Mark Tampin,75,0,3,MT656123,0,0,0
3452,4,8,4,5,0,0,1,0,0,0,0,5,0,1,Greg Peterson,80,0,4,GP926844,0,0,0
3453,31,9,6,13,0,0,2,0,1,1,0,7,0,1,Sean Robinson,80,0,5,SR726850,0,0,0
3454,17,4,2,16,1,1,0,0,0,0,0,0,0,1,Philip van der Walt,65,0,6,CV871679,0,0,0
3455,0,3,2,9,0,1,0,0,0,1,0,0,0,1,Will Welch,65,0,7,WW657895,0,0,0
3456,22,9,5,13,1,1,3,1,0,1,0,0,0,1,Callum Chick,80,0,8,CC621973,0,0,0
3457,3,3,1,1,0,1,0,0,0,0,0,0,0,1,Charlie Maddison,5,1,2,CM364992,0,1,0
3458,0,3,0,0,0,0,0,0,0,0,0,0,0,1,Conrad Cade,5,1,1,CC557877,0,0,0
3459,0,1,0,2,0,0,0,0,0,0,0,0,0,1,Phil Brantingham,5,1,3,PB676341,0,0,0
3460,0,1,0,5,0,0,0,0,0,0,0,0,0,1,Gary Graham,15,1,6,GG484795,0,0,0
3461,0,1,0,3,0,0,0,0,0,0,0,0,0,1,Mark Wilson,15,1,7,MW919610,0,0,0
3462,2,2,14,1,0,1,1,0,0,0,0,0,0,1,Cameron Nordli-Kelemeti,15,1,9,CN262869,0,0,0
3463,15,3,3,2,0,0,1,0,0,0,0,1,0,1,Will Haydon-Wood,17,1,10,WH996540,0,0,1
3464,2,1,0,2,2,0,0,0,0,0,0,0,0,1,Tom Penny,23,1,11,TP431285,0,0,0
3465,24,4,4,4,5,0,1,1,0,0,0,0,0,0,Lloyd Evans,80,0,15,LE573925,0,0,1
3466,57,6,2,3,2,0,2,2,1,0,3,0,0,0,Santiago Carreras,80,0,14,SC190286,0,1,0
3467,7,3,4,6,0,1,0,1,0,1,0,0,0,0,Chris Harris,75,0,13,CH868958,0,0,0
3468,17,6,8,3,0,0,0,1,1,0,0,0,0,0,Billy Twelvetrees,80,0,12,WT524638,0,0,0
3469,68,6,1,7,0,0,1,1,0,1,2,0,0,0,Ollie Thorley,80,0,11,OT282658,0,1,0
3470,21,4,8,2,1,0,0,1,0,0,0,0,0,0,Adam Hastings,53,0,10,AH313483,1,0,1
3471,6,3,49,3,0,0,2,1,0,0,0,0,0,0,Charlie Chapman,75,0,9,CC193144,0,0,0
3472,4,5,1,9,0,0,0,2,0,0,0,0,0,0,Val Rapava-Ruskin,59,0,1,VR507937,0,1,0
3473,6,5,2,9,3,0,1,0,0,0,0,0,0,0,Jack Singleton,53,0,2,JS176680,0,0,0
3474,4,4,1,10,0,0,1,0,0,0,0,0,0,0,Fraser Balmain,77,0,3,FB698369,0,0,0
3475,0,0,1,1,1,0,0,0,0,0,0,1,0,0,Ed Slater,16,0,4,ES319601,0,0,0
3476,14,7,3,8,0,1,0,0,0,0,0,2,0,0,Freddie Clarke,80,0,5,FC501339,0,0,0
3477,21,7,1,10,0,1,0,0,0,0,0,0,0,0,Jordy Reid,80,0,6,JR943151,0,0,0
3478,16,5,4,14,0,0,1,0,0,0,0,3,1,0,Lewis Ludlow,74,0,7,LL719541,0,1,0
3479,48,18,7,9,3,1,2,1,0,2,1,0,0,0,Ruan Ackermann,80,0,8,RA293163,0,0,0
3480,7,1,1,3,0,0,1,0,0,0,0,0,0,0,Santiago Socino,27,1,2,SS824247,0,0,0
3481,0,1,0,9,0,0,0,0,0,0,0,0,0,0,Harry Elrington,21,1,1,HE127014,0,0,0
3482,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Kirill Gotovtsev,3,1,3,KG899842,0,0,0
3483,0,2,1,6,0,0,0,0,0,0,0,3,0,0,Andrew Davidson,64,1,4,AD842237,0,0,0
3484,1,1,0,4,0,0,0,0,0,0,0,0,0,0,Jack Clement,6,1,7,JC751087,0,0,0
3485,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Stephen Varney,5,1,9,SV899630,0,0,0
3486,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Giorgi Kveseladze,5,1,13,GK300902,0,0,0
3487,111,4,2,0,0,0,0,7,0,1,2,0,0,0,Louis Rees-Zammit,27,1,10,LR428316,0,1,0
3488,102,10,7,1,1,0,1,3,1,2,2,0,0,1,Luke James,80,0,15,LJ752551,0,1,0
3489,120,6,0,5,1,0,0,5,0,0,2,0,0,1,Tom Roebuck,80,0,14,TR593558,0,1,0
3490,0,1,10,0,0,0,2,0,0,0,0,0,0,1,Robert du Preez,58,0,13,RD775282,0,0,0
3491,8,5,4,3,2,0,1,2,0,1,0,0,0,1,Rohan Janse van Rensburg,80,0,12,RJ787886,0,0,0
3492,66,7,2,3,1,0,0,2,0,0,2,0,0,1,Byron McGuigan,52,0,11,BM731353,0,0,0
3493,26,11,21,8,1,1,1,2,0,1,1,0,0,1,AJ MacGinty,80,0,10,AM533263,2,0,2
3494,21,3,34,3,1,0,1,1,0,0,0,0,0,1,Will Cliff,51,0,9,WC513109,0,0,0
3495,0,1,0,12,1,0,0,0,0,0,0,0,0,1,Ross Harrison,58,0,1,RH166237,0,0,0
3496,1,2,3,4,0,0,0,0,0,0,0,0,0,1,Ewan Ashman,51,0,2,EA756400,0,0,0
3497,5,1,1,4,0,0,1,0,0,0,0,0,0,1,Coenie Oosthuizen,51,0,3,CO268234,0,0,0
3498,72,14,6,9,0,0,0,2,0,1,0,0,0,1,Jean-Luc du Preez,80,0,4,JD337032,0,0,0
3499,6,5,2,11,2,0,1,0,0,0,0,4,0,1,Lood de Jager,80,0,5,LD880321,0,0,0
3500,17,10,3,8,1,1,1,1,0,2,0,0,0,1,Jono Ross,73,0,6,JR404876,0,0,0
3501,7,4,3,12,2,1,2,2,0,0,1,0,0,1,Ben Curry,64,0,7,BC789861,0,1,0
3502,59,11,5,5,0,1,1,2,1,0,1,1,1,1,Daniel du Preez,80,0,8,DD353010,0,1,0
3503,31,1,0,1,0,0,0,1,0,0,1,0,0,1,Curtis Langdon,29,1,2,CL694339,0,0,0
3504,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Simon McIntyre,22,1,1,SM407818,0,0,0
3505,7,1,0,3,0,0,0,0,0,0,0,0,0,1,Joe Jones,29,1,3,JJ435428,0,0,0
3506,2,1,0,1,0,0,1,0,0,0,0,1,0,1,JP du Preez,7,1,6,JD337564,0,0,0
3507,12,2,1,2,0,0,0,0,0,0,0,0,0,1,Sam Dugdale,16,1,7,SD543208,0,0,0
3508,3,1,14,0,1,0,0,0,0,0,0,0,0,1,Gus Warr,29,1,9,GW735121,0,0,0
3509,1,1,2,4,0,0,0,0,0,0,0,0,0,1,Sam James,22,1,13,SJ271806,0,0,0
3510,22,1,0,1,0,0,0,1,0,0,1,0,0,1,Arron Reed,28,1,11,AR478418,0,1,0
3511,38,6,5,2,4,0,1,0,0,0,0,0,0,0,Bryce Hegarty,80,0,15,BH665005,0,0,0
3512,10,4,0,2,1,0,1,1,0,0,0,0,0,0,Harry Potter,80,0,14,HP136103,0,0,0
3513,22,6,4,2,0,0,0,0,1,1,1,0,0,0,Matt Scott,64,0,13,MS156720,0,0,0
3514,8,7,10,5,2,0,0,1,0,1,0,0,0,0,Dan Kelly,80,0,12,DK663093,0,0,0
3515,75,8,1,5,3,1,2,6,0,0,1,0,0,0,Guy Porter,80,0,11,GP493738,0,1,0
3516,16,5,12,3,3,0,5,1,0,0,0,1,0,0,Freddie Burns,53,0,10,FB166449,3,0,1
3517,16,2,63,7,2,0,1,0,0,0,0,0,0,0,Richard Wigglesworth,80,0,9,RW394896,0,0,0
3518,0,3,3,6,0,0,0,0,0,0,0,0,0,0,James Whitcombe,64,0,1,JW461305,0,0,0
3519,22,7,1,9,2,1,1,1,0,0,0,0,0,0,Julian Montoya,70,0,2,JM769604,0,2,0
3520,1,1,1,7,0,1,0,0,0,0,0,0,0,0,Dan Cole,70,0,3,DC242003,0,0,0
3521,13,5,5,11,0,1,3,0,0,0,0,3,0,0,Harry Wells,80,0,4,HW230339,0,0,0
3522,1,3,2,9,2,0,0,0,0,0,0,6,0,0,Calum Green,80,0,5,CG647423,0,0,0
3523,12,8,2,8,1,0,0,2,0,0,0,2,0,0,George Martin,73,0,6,GM767405,0,0,0
3524,0,0,4,7,0,1,1,0,0,0,0,1,0,0,Tommy Reffell,51,0,7,TR815440,0,0,0
3525,12,13,3,9,1,0,0,2,0,0,0,0,0,0,Jasper Wiese,80,0,8,JW757932,0,0,0
3526,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Nic Dolly,10,1,2,ND508012,0,0,0
3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Francois van Wyk,16,1,1,FV183795,0,0,0
3528,0,2,0,0,1,0,1,0,0,0,0,0,0,0,Nephi Leatigaga,10,1,3,NL771383,0,0,0
3529,0,1,0,4,0,0,1,0,0,0,0,1,0,0,Hanro Liebenberg,29,1,7,HL618150,0,0,0
3530,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Olly Robinson,7,1,6,OR671943,0,0,0
3531,9,3,0,0,1,0,0,0,0,0,0,0,0,0,Jack van Poortvliet,27,1,10,JV904195,0,0,0
3532,11,1,0,0,1,0,0,0,0,0,0,0,0,0,Hosea Saumaki,16,1,13,HS362380,0,0,0
3533,18,6,5,1,0,0,0,2,0,0,0,0,0,1,Marcus Watson,80,0,15,MW483035,0,0,0
3534,31,7,2,2,0,1,1,0,0,1,0,0,0,1,Paolo Odogwu,80,0,14,PO926946,0,0,0
3535,61,3,4,7,0,0,1,0,0,1,1,0,0,1,Sam Spink,52,0,13,SS731305,0,1,0
3536,13,8,12,6,1,0,3,1,0,0,0,0,0,1,Jimmy Gopperth,80,0,12,JG291696,4,0,2
3537,53,4,1,4,2,1,0,0,0,0,1,0,0,1,Josh Bassett,80,0,11,JB730395,0,0,0
3538,35,8,9,7,0,0,1,2,0,1,0,0,0,1,Charlie Atkinson,80,0,10,CA369031,0,0,0
3539,17,7,84,3,0,0,0,0,1,1,0,0,0,1,Dan Robson,79,0,9,DR199381,0,0,0
3540,6,3,1,6,0,0,1,1,0,0,0,0,0,1,Tom West,61,0,1,TW876975,0,0,0
3541,31,6,7,8,1,0,2,0,1,0,0,0,0,1,Tom Cruse,65,0,2,TC616571,0,0,0
3542,6,6,1,7,0,2,0,0,0,0,0,0,0,1,Biyi Alo,56,0,3,AA215543,0,0,0
3543,6,6,0,4,0,0,1,0,0,0,0,1,0,1,Joe Launchbury,41,0,4,JL385098,0,0,0
3544,42,9,4,7,3,0,0,3,0,0,1,2,0,1,Elliott Stooke,80,0,5,ES861253,0,1,0
3545,21,8,2,9,1,0,0,1,0,0,0,7,3,1,Vaea Fifita,80,0,6,VF222878,0,0,0
3546,14,7,4,9,0,0,0,0,0,0,0,0,0,1,Gabriel Oghre,76,0,7,GO190508,0,0,0
3547,39,17,7,7,2,0,0,2,0,1,0,2,0,1,Brad Shields,80,0,8,BS229326,0,0,0
3548,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Michael van Vuuren,4,1,7,MV160326,0,0,0
3549,3,5,1,1,0,0,0,0,0,0,0,0,0,1,Robin Hislop,19,1,1,RH517906,0,0,0
3550,7,6,1,1,1,0,1,1,0,0,0,0,0,1,Elliot Millar-Mills,24,1,3,EM969549,0,0,0
3551,2,4,3,2,0,0,0,0,0,0,0,3,0,1,James Gaskell,39,1,4,JG555531,0,0,0
3552,6,4,0,1,0,0,0,0,0,0,0,0,0,1,Ben Morris,15,1,2,BM108753,0,0,0
3553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sam Wolstenholme,1,1,9,SW222867,0,0,0
3554,16,7,1,1,1,0,0,2,0,1,0,0,0,1,Malakai Fekitoa,28,1,13,MF986512,0,0,0
3555,3,1,7,1,0,0,6,0,0,0,0,0,0,0,Alex Goode,80,0,15,AG979668,0,0,0
3556,30,3,0,5,1,0,1,1,0,0,0,0,0,0,Rotimi Segun,48,0,14,RS863129,0,0,0
3557,3,2,6,5,1,0,1,0,0,0,0,0,0,0,Alex Lozowski,80,0,13,AL146980,1,0,1
3558,64,6,9,9,2,0,1,6,0,1,2,0,0,0,Nick Tompkins,80,0,12,NT897139,0,1,0
3559,4,3,4,4,0,0,1,1,0,0,0,0,0,0,Alex Lewington,80,0,11,AL809249,0,1,0
3560,15,5,16,15,1,0,2,1,0,0,1,0,0,0,Manu Vunipola,77,0,10,MV922621,0,0,0
3561,7,1,42,0,0,0,1,0,0,0,0,0,0,0,Ivan van Zyl,48,0,9,IV740967,0,0,0
3562,12,3,3,14,0,1,0,0,0,0,0,0,0,0,Mako Vunipola,76,0,1,MV475875,0,0,0
3563,19,7,4,6,2,0,0,0,0,1,0,0,0,0,Tom Woolstencroft,65,0,2,TW899795,0,1,0
3564,10,6,1,16,2,0,0,0,0,1,0,0,0,0,Vincent Koch,76,0,3,VK229033,0,0,0
3565,3,3,4,14,1,0,0,0,0,0,0,7,0,0,Callum Hunter-Hill,80,0,4,CH461248,0,0,0
3566,5,3,0,12,1,1,1,0,0,0,0,0,0,0,Tim Swinson,80,0,5,TS662989,0,0,0
3567,2,7,2,8,0,0,0,0,0,0,0,3,0,0,Theodore McFarland,57,0,6,TM532149,0,0,0
3568,18,10,4,22,1,1,0,1,0,1,0,1,0,0,Ben Earl,80,0,7,BE558129,0,0,0
3569,51,16,7,12,2,2,2,1,1,2,1,0,0,0,Billy Vunipola,76,0,8,VV741662,0,0,0
3570,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Ethan Lewis,15,1,2,EL731192,0,0,0
3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eroni Mawi,4,1,1,EM590593,0,0,0
