,meters_made,carries,passes_made,tackles_made,missed_tackles,turnovers_won,try_assists,offloads,clean_breaks,at_home,name,mins_played,is_sub,position_num,playguid,penalty_goals,tries,conversions
674,4,5,1,2,2,0,0,0,0,0.0,Matthew Burke,65.0,0.0,1.0,MB630236,0.0,0.0,0
675,4,2,4,2,1,0,0,0,0,0.0,Dave Heffernan,54.0,0.0,2.0,DH124077,0.0,0.0,0
676,1,3,0,1,3,0,0,0,0,0.0,Finlay Bealham,74.0,0.0,3.0,FB999044,0.0,0.0,0
677,2,3,2,8,2,0,0,0,0,0.0,Ultan Dillane,80.0,0.0,4.0,UD782816,0.0,0.0,0
678,0,5,2,3,0,0,0,0,0,0.0,Niall Murray,65.0,0.0,5.0,NM165139,0.0,0.0,0
679,6,4,5,2,0,0,0,1,0,0.0,Cian Prendergast,65.0,0.0,6.0,CP867200,0.0,0.0,0
680,19,10,5,10,0,1,0,0,0,0.0,Conor Oliver,80.0,0.0,7.0,CO205821,0.0,0.0,0
681,5,3,5,5,0,0,0,0,0,0.0,Jarrad Butler,55.0,0.0,8.0,JB340287,0.0,0.0,0
682,1,2,3,0,0,0,0,0,0,0.0,Shane Delahunt,26.0,1.0,2.0,SD178175,0.0,0.0,0
683,0,2,0,0,0,0,0,0,0,0.0,Tietie Tuimauga,15.0,1.0,1.0,TT841818,0.0,0.0,0
684,0,2,1,0,0,0,0,0,0,0.0,Jack Aungier,6.0,1.0,3.0,JA441805,0.0,0.0,0
685,0,0,0,1,0,0,0,0,0,0.0,Leva Fifita,15.0,1.0,5.0,SF763392,0.0,0.0,0
686,4,3,1,1,0,0,0,0,0,0.0,Abraham Papali'i,15.0,1.0,6.0,AP281471,0.0,0.0,0
687,9,1,9,1,1,0,0,0,0,0.0,Caolin Blade,14.0,1.0,9.0,CB288968,0.0,0.0,0
688,4,2,2,0,0,0,0,0,0,0.0,Conor Fitzgerald,15.0,1.0,15.0,CF420111,0.0,0.0,0
689,0,0,0,0,0,0,0,0,0,0.0,Diarmuid Kilgallen,6.0,1.0,11.0,DK559618,0.0,0.0,0
690,53,8,0,1,1,0,0,0,0,1.0,Thomas Larregain,67.0,0.0,15.0,TL970055,0.0,1.0,0
691,33,8,4,6,1,0,0,2,0,1.0,Antoine Zeghdar,80.0,0.0,14.0,AZ740281,0.0,0.0,0
692,8,4,2,8,0,0,0,0,0,1.0,Thomas Combezou,80.0,0.0,13.0,TC317967,0.0,0.0,0
693,8,3,2,6,2,0,0,1,0,1.0,Pierre Aguillon,80.0,0.0,12.0,PA852460,0.0,0.0,0
694,58,6,4,4,0,0,0,2,1,1.0,Filipo Nakosi,70.0,0.0,11.0,FN169223,0.0,0.0,0
695,27,4,11,3,2,1,1,0,0,1.0,Ben Botica,80.0,0.0,10.0,BB616724,2.0,0.0,1
696,4,3,15,2,0,0,0,1,0,1.0,Santiago Arata,19.0,0.0,9.0,SA730276,0.0,0.0,0
697,0,0,0,6,0,0,0,0,0,1.0,Antoine Tichit,50.0,0.0,1.0,AT618838,0.0,0.0,0
698,2,6,1,3,1,1,0,0,0,1.0,Brice Humbert,60.0,0.0,2.0,BH841149,0.0,0.0,0
699,10,2,0,5,1,0,0,0,0,1.0,Antoine Guillamon,50.0,0.0,3.0,AG517216,0.0,0.0,0
700,0,1,4,6,3,1,0,0,0,1.0,Loic Jacquet,80.0,0.0,4.0,LJ684701,0.0,0.0,0
701,8,4,4,8,0,0,0,0,0,1.0,Jack Whetton,60.0,0.0,5.0,JW673749,0.0,0.0,0
702,15,4,2,13,3,0,0,1,0,1.0,Mateaki Kafatolu,80.0,0.0,6.0,MK283649,0.0,0.0,0
703,0,4,3,15,1,0,0,0,0,1.0,Simon Meka,80.0,0.0,7.0,SM626433,0.0,0.0,0
704,3,3,3,6,0,2,0,1,0,1.0,Baptiste Delaporte,71.0,0.0,8.0,BD789078,0.0,0.0,0
705,0,1,0,6,0,0,0,0,0,1.0,Pierre Colonna,20.0,1.0,2.0,PC963030,0.0,0.0,0
706,8,6,1,5,0,0,0,0,0,1.0,Julius Nostadt,30.0,1.0,1.0,JN692028,0.0,0.0,0
707,0,0,0,2,1,1,0,0,0,1.0,Matt Tierney,30.0,1.0,3.0,MT592807,0.0,0.0,0
708,1,1,0,3,0,0,0,0,0,1.0,Ryno Pieterse,20.0,1.0,5.0,RP619978,0.0,0.0,0
709,1,1,0,1,0,0,0,0,0,1.0,Hugo Hermet,9.0,1.0,8.0,HH934603,0.0,0.0,0
710,38,5,21,4,1,0,0,0,0,1.0,Rory Kockott,61.0,1.0,9.0,RK621611,0.0,0.0,0
711,0,0,0,0,0,0,0,0,0,1.0,Louis Le Brun,13.0,1.0,15.0,LL253291,0.0,0.0,0
712,0,0,0,0,0,0,0,0,0,1.0,Bastien Guillemin,10.0,1.0,11.0,BG946782,0.0,0.0,0
713,98,11,3,1,2,1,0,0,0,0.0,Mike Haley,80.0,0.0,15.0,MH351476,0.0,0.0,0
714,21,4,1,0,2,0,0,0,0,0.0,Andrew Conway,80.0,0.0,14.0,AC788211,0.0,0.0,0
715,36,4,4,5,1,0,0,0,1,0.0,Chris Farrell,80.0,0.0,13.0,CF136427,0.0,0.0,0
716,9,7,5,5,0,0,0,1,0,0.0,Rory Scannell,80.0,0.0,12.0,RS666362,0.0,0.0,0
717,11,3,5,2,0,0,0,1,1,0.0,Keith Earls,60.0,0.0,11.0,KE263615,0.0,0.0,0
718,19,11,12,12,1,0,0,1,0,0.0,Jack Crowley,80.0,0.0,10.0,JC172385,3.0,0.0,1
719,13,3,46,1,2,0,0,1,0,0.0,Conor Murray,60.0,0.0,9.0,CM573391,0.0,0.0,0
720,7,7,3,7,0,0,0,0,0,0.0,Dave Kilcoyne,60.0,0.0,1.0,DK192698,0.0,0.0,0
721,4,2,0,3,0,0,0,0,0,0.0,Niall Scannell,18.0,0.0,2.0,NS929327,0.0,0.0,0
722,1,2,0,4,1,0,0,0,0,0.0,Stephen Archer,60.0,0.0,3.0,SA173447,0.0,0.0,0
723,0,1,2,4,0,0,0,0,0,0.0,Fineen Wycherley,60.0,0.0,4.0,FW155642,0.0,0.0,0
724,4,4,4,3,0,2,0,0,0,0.0,Tadhg Beirne,80.0,0.0,5.0,TB830937,0.0,0.0,0
725,22,5,2,6,1,3,0,0,0,0.0,Peter O'Mahony,80.0,0.0,6.0,PO196534,0.0,0.0,0
726,17,6,4,6,0,1,0,0,1,0.0,Jack O'Donoghue,66.0,0.0,7.0,JO750306,0.0,0.0,0
727,43,16,9,4,1,0,0,1,0,0.0,Gavin Coombes,80.0,0.0,8.0,GC431225,0.0,1.0,0
728,13,7,1,7,2,0,0,0,0,0.0,Diarmuid Barron,62.0,1.0,2.0,DB896328,0.0,0.0,0
729,1,2,0,1,0,0,0,0,0,0.0,Jeremy Loughman,20.0,1.0,1.0,JL726131,0.0,0.0,0
730,2,2,0,0,1,0,0,0,0,0.0,John Ryan,20.0,1.0,3.0,JR727530,0.0,0.0,0
731,4,2,1,2,0,0,0,0,0,0.0,Jean Kleyn,20.0,1.0,4.0,JK725498,0.0,0.0,0
732,42,4,1,1,0,0,0,0,1,0.0,John Hodnett,14.0,1.0,7.0,JH753401,0.0,0.0,0
733,0,0,16,1,0,0,0,0,0,0.0,Craig Casey,20.0,1.0,9.0,CC999056,0.0,0.0,0
734,0,0,0,0,0,0,0,0,0,0.0,Jake Flannery,80.0,0.0,22.0,JF919880,0.0,0.0,0
735,11,3,1,1,0,0,0,0,0,0.0,Shane Daly,20.0,1.0,11.0,SD361974,0.0,0.0,0
736,75,10,8,0,2,0,0,1,0,1.0,Hallam Amos,80.0,0.0,15.0,HA705906,0.0,0.0,0
737,101,6,4,2,1,2,0,1,1,1.0,Owen Lane,72.0,0.0,14.0,OL722004,0.0,2.0,0
738,87,8,3,2,2,0,0,1,1,1.0,Rey Lee-Lo,80.0,0.0,13.0,RL400055,0.0,0.0,0
739,13,7,8,4,2,0,1,1,0,1.0,Uilisi Halaholo,80.0,0.0,12.0,WH777282,0.0,0.0,0
740,25,3,2,2,0,0,0,0,0,1.0,Josh Adams,80.0,0.0,11.0,JA935900,0.0,0.0,0
741,5,1,27,6,3,0,0,0,0,1.0,Jarrod Evans,76.0,0.0,10.0,JE539580,0.0,0.0,4
742,29,5,56,6,1,0,1,2,1,1.0,Tomos Williams,78.0,0.0,9.0,TW860822,0.0,0.0,0
743,2,1,3,3,1,1,0,0,0,1.0,Rhys Carré,50.0,0.0,1.0,RC610643,0.0,0.0,0
744,15,10,5,9,1,0,1,0,0,1.0,Kirby Myhill,80.0,0.0,2.0,KM629932,0.0,0.0,0
745,1,3,1,3,1,0,0,0,0,1.0,Dimitri Arhip,48.0,0.0,3.0,DA984371,0.0,0.0,0
746,19,9,1,6,0,1,0,0,0,1.0,Josh Turnbull,80.0,0.0,4.0,JT413438,0.0,0.0,0
747,30,10,3,7,1,0,0,2,1,1.0,Seb Davies,80.0,0.0,5.0,SD710082,0.0,0.0,0
748,8,5,4,8,2,0,0,0,0,1.0,Shane Lewis-Hughes,80.0,0.0,6.0,SL303339,0.0,0.0,0
749,5,3,4,6,0,0,1,0,0,1.0,Ellis Jenkins,70.0,0.0,7.0,EJ927927,0.0,0.0,0
750,19,13,2,13,0,1,0,0,0,1.0,James Ratti,80.0,0.0,8.0,JR409075,0.0,1.0,0
751,0,0,0,1,0,0,0,0,0,1.0,Torin Myhill,8.0,1.0,14.0,TM621487,0.0,1.0,0
752,4,5,1,6,0,0,0,0,0,1.0,Corey Domachowski,30.0,1.0,1.0,CD260785,0.0,0.0,0
753,4,6,0,4,0,0,0,0,0,1.0,Dillon Lewis,40.0,1.0,14.0,DL985901,0.0,0.0,0
754,0,0,0,0,0,0,0,0,0,1.0,Rory Thornton,80.0,0.0,19.0,RT876927,0.0,0.0,0
755,5,1,0,2,0,1,0,0,0,1.0,Will Boyde,10.0,1.0,7.0,WB223538,0.0,0.0,0
756,0,0,4,1,0,0,0,0,0,1.0,Lloyd Williams,2.0,1.0,9.0,LW157423,0.0,0.0,0
757,0,0,2,0,0,0,0,0,0,1.0,Rhys Priestland,4.0,1.0,10.0,RP978524,0.0,0.0,0
758,0,0,0,0,0,0,0,0,0,1.0,Ben Thomas,80.0,0.0,23.0,BT356065,0.0,0.0,0
759,56,12,4,4,1,4,0,1,0,0.0,Tyrone Green,80.0,0.0,15.0,TG140377,0.0,1.0,0
760,5,4,2,6,1,0,0,1,0,0.0,Louis Lynagh,80.0,0.0,14.0,LL358015,0.0,1.0,0
761,46,4,3,6,1,0,0,1,1,0.0,Joe Marchant,80.0,0.0,13.0,JM952052,0.0,0.0,0
762,41,4,4,3,4,0,0,0,0,0.0,Luke Northmore,50.0,0.0,12.0,LN656772,0.0,1.0,0
763,14,2,2,6,1,0,0,0,0,0.0,Cadan Murley,80.0,0.0,11.0,CM337255,0.0,0.0,0
764,11,7,16,8,1,2,1,1,0,0.0,Marcus Smith,80.0,0.0,10.0,MS438642,1.0,1.0,4
765,40,6,56,5,1,0,1,0,0,0.0,Danny Care,80.0,0.0,9.0,DC572851,0.0,1.0,0
766,1,7,3,10,1,0,0,0,0,0.0,Joe Marler,76.0,0.0,1.0,JM130488,0.0,0.0,0
767,7,8,4,14,2,0,0,3,0,0.0,Jack Walker,76.0,0.0,2.0,JW464654,0.0,0.0,0
768,4,2,0,5,0,0,0,0,0,0.0,Will Collier,55.0,0.0,3.0,WC705990,0.0,0.0,0
769,0,1,2,12,0,0,0,0,0,0.0,Matt Symons,80.0,0.0,4.0,MS624639,0.0,0.0,0
770,4,3,9,13,2,1,0,0,0,0.0,Dino Lamb,80.0,0.0,5.0,DL309019,0.0,0.0,0
771,3,3,2,4,1,0,0,0,0,0.0,Viliami Taulani,50.0,0.0,6.0,VT155458,0.0,0.0,0
772,6,4,0,11,0,0,0,0,0,0.0,Tom Lawday,55.0,0.0,7.0,TL410187,0.0,0.0,0
773,19,6,6,5,0,1,1,0,1,0.0,Alex Dombrandt,80.0,0.0,8.0,AD528464,0.0,0.0,0
774,4,1,0,1,0,0,0,0,0,0.0,Sam Riley,4.0,1.0,2.0,SR220865,0.0,0.0,0
775,0,1,0,2,0,0,0,0,0,0.0,Santiago Garcia Botta,4.0,1.0,1.0,SG959191,0.0,0.0,0
776,0,1,0,3,0,1,0,0,0,0.0,Simon Kerrod,25.0,1.0,3.0,SK536861,0.0,0.0,0
777,2,2,0,6,0,0,0,0,0,0.0,Hugh Tizard,25.0,1.0,7.0,HT443979,0.0,0.0,0
778,1,1,0,5,0,0,0,0,0,0.0,Archie White,30.0,1.0,6.0,AW534917,0.0,0.0,0
779,0,0,0,0,0,0,0,0,0,0.0,Jack Stafford,80.0,0.0,21.0,JS767709,0.0,0.0,0
780,0,0,0,0,0,0,0,0,0,0.0,Will Edwards,80.0,0.0,22.0,WE425400,0.0,0.0,0
781,6,3,0,8,1,0,0,0,0,0.0,Huw Jones,30.0,1.0,12.0,HJ337666,0.0,0.0,0
782,17,3,5,3,0,1,0,1,0,1.0,Jacob Umaga,80.0,0.0,15.0,JU557208,0.0,0.0,0
783,6,3,0,5,3,0,0,0,0,1.0,Ali Crossdale,80.0,0.0,14.0,AC236132,0.0,0.0,0
784,58,10,3,5,1,0,0,0,0,1.0,Paolo Odogwu,61.0,0.0,13.0,PO997927,0.0,0.0,0
785,15,7,6,7,0,0,0,0,0,1.0,Jimmy Gopperth,80.0,0.0,12.0,JG291696,3.0,0.0,3
786,12,4,0,3,0,0,0,0,0,1.0,Josh Bassett,80.0,0.0,11.0,JB730395,0.0,0.0,0
787,44,7,6,10,0,0,0,1,1,1.0,Charlie Atkinson,80.0,0.0,10.0,CA369031,0.0,0.0,0
788,13,5,35,3,1,0,0,1,0,1.0,Sam Wolstenholme,42.0,0.0,9.0,SW222867,0.0,0.0,0
789,0,3,1,10,2,1,0,0,0,1.0,Rodrigo Martinez,80.0,0.0,1.0,RM624586,0.0,0.0,0
790,2,4,1,5,0,0,0,0,0,1.0,Tom Cruse,38.0,0.0,2.0,TC616571,0.0,0.0,0
791,1,3,0,8,0,1,0,0,0,1.0,Biyi Alo,66.0,0.0,3.0,AA215543,0.0,1.0,0
792,3,5,2,10,1,0,0,0,0,1.0,Tim Cardall,80.0,0.0,4.0,TC170753,0.0,0.0,0
793,12,8,4,7,0,0,0,0,0,1.0,James Gaskell,69.0,0.0,5.0,JG555531,0.0,0.0,0
794,25,12,2,10,3,2,0,0,1,1.0,Alfie Barbeary,80.0,0.0,6.0,AB902466,0.0,1.0,0
795,1,2,3,10,4,1,0,0,0,1.0,Brad Shields,80.0,0.0,7.0,BS229326,0.0,1.0,0
796,15,8,1,3,0,0,0,0,0,1.0,Tom Willis,24.0,0.0,8.0,TW972045,0.0,0.0,0
797,19,3,2,8,1,1,0,0,0,1.0,Dan Frost,42.0,1.0,2.0,DF238489,0.0,0.0,0
798,0,0,0,0,0,0,0,0,0,1.0,Zac Nearchou,0.0,1.0,1.0,ZN987242,0.0,0.0,0
799,0,0,0,5,1,0,0,0,0,1.0,Pieter Scholtz,14.0,1.0,3.0,PS948209,0.0,0.0,0
800,0,0,0,3,0,0,0,0,0,1.0,Nizaam Carr,11.0,1.0,5.0,NC516397,0.0,0.0,0
801,6,2,0,7,0,0,0,0,0,1.0,Thomas Young,56.0,1.0,8.0,TY905524,0.0,0.0,0
802,3,2,16,3,1,0,0,0,0,1.0,Will Porter,38.0,1.0,9.0,WP963564,0.0,0.0,0
803,0,0,0,0,0,0,0,0,0,1.0,Rob Miller,0.0,1.0,14.0,RM732079,0.0,0.0,0
804,0,0,0,4,0,0,0,0,0,1.0,Ryan Mills,19.0,1.0,13.0,RM378351,0.0,0.0,0
805,74,9,17,3,0,0,0,3,2,0.0,Thomas Ramos,80.0,0.0,15.0,TR524244,1.0,0.0,2
806,0,0,0,4,0,2,0,0,0,0.0,Juan Cruz Mallia,56.0,0.0,14.0,JM985596,0.0,0.0,0
807,51,4,2,5,1,0,0,1,1,0.0,Sofiane Guitoune,56.0,0.0,13.0,SG698316,0.0,0.0,0
808,85,9,9,6,2,0,0,0,1,0.0,Pita Ahki,80.0,0.0,12.0,PA811591,0.0,0.0,0
809,58,7,7,1,0,0,0,2,1,0.0,Matthis Lebel,80.0,0.0,11.0,ML171567,0.0,0.0,0
810,33,9,23,7,0,0,0,0,0,0.0,Romain Ntamack,80.0,0.0,10.0,RN981435,0.0,0.0,0
811,16,4,54,7,3,0,0,0,0,0.0,Martin Page-Relo,69.0,0.0,9.0,MP827672,0.0,0.0,0
812,29,6,1,7,1,0,0,0,1,0.0,Cyril Baille,56.0,0.0,1.0,CB879230,0.0,0.0,0
813,4,5,6,7,1,0,0,2,0,0.0,Peato Mauvaka,69.0,0.0,2.0,PM628715,0.0,1.0,0
814,0,5,1,6,1,0,0,0,0,0.0,Dorian Aldegheri,56.0,0.0,3.0,DA764197,0.0,0.0,0
815,13,7,6,12,1,1,0,1,0,0.0,Thibaud Flament,80.0,0.0,4.0,TF695083,0.0,0.0,0
816,0,1,2,1,0,0,0,0,0,0.0,Richie Arnold,20.0,0.0,5.0,RA125797,0.0,0.0,0
817,17,3,2,6,0,0,0,0,0,0.0,Francois Cros,80.0,0.0,6.0,FC931967,0.0,1.0,0
818,20,5,7,15,1,1,0,1,0,0.0,Alban Placines,69.0,0.0,7.0,AP321918,0.0,0.0,0
819,10,9,9,14,1,1,0,3,0,0.0,Anthony Jelonch,80.0,0.0,8.0,AJ536835,0.0,0.0,0
820,8,3,1,2,1,0,0,0,0,0.0,Guillaume Cramont,11.0,1.0,2.0,GC359503,0.0,0.0,0
821,15,3,0,0,0,0,0,0,0,0.0,Rodrigue Neti,24.0,1.0,1.0,RN411439,0.0,1.0,0
822,0,1,0,0,1,0,0,0,0,0.0,Paulo Tafili,24.0,1.0,3.0,PT951016,0.0,0.0,0
823,7,8,4,6,0,1,0,2,0,0.0,Emmanuel Meafou,60.0,1.0,5.0,EM885694,0.0,0.0,0
824,1,3,0,0,0,0,0,0,0,0.0,Yannick Youyoutte,11.0,1.0,7.0,YY869774,0.0,0.0,0
825,0,0,17,0,0,0,0,0,0,0.0,Alexi Bales,11.0,1.0,9.0,AB509390,0.0,0.0,0
826,22,4,1,1,0,0,0,0,0,0.0,Tim Nanai-Williams,24.0,1.0,13.0,TN318314,0.0,0.0,0
827,16,4,5,2,2,0,0,0,0,0.0,Maxime Medard,24.0,1.0,14.0,MM737172,0.0,0.0,0
828,63,8,2,0,1,0,0,0,0,1.0,Matt Protheroe,80.0,0.0,15.0,MP997446,0.0,0.0,0
829,30,4,2,4,1,0,0,1,0,1.0,Alex Cuthbert,17.0,0.0,14.0,AC437780,0.0,0.0,0
830,36,4,3,6,2,0,0,1,0,1.0,Owen Watkin,73.0,0.0,13.0,OW990997,0.0,0.0,0
831,15,6,1,8,2,2,0,1,0,1.0,Kieran Williams,54.0,0.0,12.0,KW447587,0.0,1.0,0
832,22,3,0,3,1,0,0,0,0,1.0,Luke Morgan,80.0,0.0,11.0,LM269584,0.0,0.0,0
833,20,3,11,5,5,0,0,0,1,1.0,Gareth Anscombe,80.0,0.0,10.0,GA971615,1.0,0.0,1
834,12,3,33,9,0,0,1,0,0,1.0,Rhys Webb,74.0,0.0,9.0,RW921385,0.0,0.0,0
835,3,4,0,11,3,0,0,0,0,1.0,Gareth Thomas,60.0,0.0,1.0,GT324524,0.0,0.0,0
836,18,7,5,12,1,1,0,1,0,1.0,Dewi Lake,60.0,0.0,2.0,DL576464,0.0,0.0,0
837,0,0,1,11,0,0,0,0,0,1.0,Tomas Francis,60.0,0.0,3.0,TF414345,0.0,0.0,0
838,3,1,1,12,0,1,0,0,0,1.0,Rhys Davies,74.0,0.0,4.0,RD777220,0.0,0.0,0
839,8,1,4,10,0,0,0,0,0,1.0,Adam Beard,80.0,0.0,5.0,AB882295,0.0,0.0,0
840,1,2,0,8,0,0,0,0,0,1.0,William Griffiths,80.0,0.0,6.0,WG777868,0.0,0.0,0
841,20,5,3,19,3,3,0,0,0,1.0,Jac Morgan,80.0,0.0,7.0,JM428503,0.0,0.0,0
842,19,7,4,17,0,0,0,0,0,1.0,Ethan Roots,54.0,0.0,8.0,ER148077,0.0,0.0,0
843,0,0,0,6,1,0,0,0,0,1.0,Elvis Taione,20.0,1.0,3.0,VT738851,0.0,0.0,0
844,0,0,1,4,0,1,0,0,0,1.0,Nicky Smith,20.0,1.0,2.0,NS985186,0.0,0.0,0
845,0,1,0,2,1,0,0,0,0,1.0,Ma'afu Fia,80.0,0.0,18.0,MF772114,0.0,0.0,0
846,0,0,1,1,0,0,0,0,0,1.0,Will Hickey,6.0,1.0,4.0,WH509279,0.0,0.0,0
847,1,2,0,4,0,0,0,0,0,1.0,Sam Cross,26.0,1.0,8.0,SC369874,0.0,0.0,0
848,0,0,4,1,0,0,0,0,0,1.0,Reuben Morgan-Williams,6.0,1.0,9.0,RW362971,0.0,0.0,0
849,0,0,2,0,0,0,0,0,0,1.0,Josh Thomas,7.0,1.0,13.0,JT852970,0.0,0.0,0
850,0,0,3,3,0,0,0,0,0,1.0,Michael Collins,26.0,1.0,12.0,MC508921,0.0,0.0,0
851,79,11,9,1,0,0,0,1,0,0.0,Kurtley Beale,80.0,0.0,15.0,KB590730,0.0,0.0,0
852,61,7,3,3,0,0,1,1,2,0.0,Teddy Thomas,79.0,0.0,14.0,TT303052,0.0,1.0,0
853,21,9,7,4,2,0,0,1,0,0.0,Virimi Vakatawa,73.0,0.0,13.0,VV950011,0.0,1.0,0
854,67,14,12,5,0,0,2,1,2,0.0,Gael Fickou,80.0,0.0,12.0,GF207020,0.0,0.0,0
855,32,4,6,2,0,0,0,0,1,0.0,Juan Imhoff,80.0,0.0,11.0,JI183020,0.0,1.0,0
856,16,6,35,6,0,0,0,1,0,0.0,Finn Russell,80.0,0.0,10.0,FR608838,1.0,0.0,0
857,2,2,68,4,1,0,0,0,0,0.0,Maxime Machenaud,54.0,0.0,9.0,MM174327,1.0,0.0,0
858,3,1,1,6,0,0,0,0,0,0.0,Eddy Ben Arous,54.0,0.0,1.0,EB288193,0.0,0.0,0
859,34,15,2,5,0,1,0,1,1,0.0,Teddy Baubigny,79.0,0.0,2.0,TB462705,0.0,0.0,0
860,0,2,1,3,2,1,0,0,0,0.0,Ali Oz,54.0,0.0,3.0,AO607090,0.0,0.0,0
861,8,11,8,6,3,1,0,1,0,0.0,Luke Jones,79.0,0.0,4.0,LJ613127,0.0,0.0,0
862,4,11,4,6,0,0,0,0,0,0.0,Boris Palu,80.0,0.0,5.0,BP217532,0.0,0.0,0
863,34,15,8,7,0,1,0,3,0,0.0,Ibrahim Diallo,80.0,0.0,6.0,ID107446,0.0,0.0,0
864,20,5,4,2,0,0,0,1,0,0.0,Baptiste Chouzenoux,80.0,0.0,7.0,BC525668,0.0,0.0,0
865,11,9,4,5,1,0,0,1,0,0.0,Anthime Hemery,58.0,0.0,8.0,AH791084,0.0,0.0,0
866,0,0,0,0,0,0,0,0,0,0.0,Jonathan Maiau,1.0,1.0,2.0,JM278108,0.0,0.0,0
867,0,3,1,1,0,0,0,0,0,0.0,Guram Gogichashvili,26.0,1.0,1.0,GG792405,0.0,0.0,0
868,28,3,0,1,0,0,0,0,1,0.0,Cedate Gomes Sa,26.0,1.0,3.0,CG406458,0.0,0.0,0
869,0,0,0,0,0,0,0,0,0,0.0,Victor Moreaux,1.0,1.0,4.0,VM168168,0.0,0.0,2
870,24,5,3,0,1,0,0,1,1,0.0,Camille Chat,22.0,1.0,8.0,CC736572,0.0,0.0,0
871,17,2,25,0,0,0,0,0,0,0.0,Antoine Gibert,26.0,1.0,9.0,AG659353,0.0,0.0,0
872,0,0,0,2,0,0,0,0,0,0.0,Olivier Klemenczak,7.0,1.0,13.0,OK353434,0.0,0.0,0
873,0,0,0,0,1,0,0,0,0,0.0,Donovan Taofifenua,1.0,1.0,14.0,DT153512,0.0,0.0,0
874,70,13,4,2,2,0,0,1,1,1.0,Tiernan O'Halloran,80.0,0.0,15.0,TO158941,0.0,2.0,0
875,17,5,2,7,3,0,1,1,1,1.0,John Porch,80.0,0.0,14.0,JP422962,0.0,0.0,0
876,8,6,6,6,3,0,0,0,0,1.0,Sammy Arnold,80.0,0.0,13.0,SA512601,0.0,0.0,0
877,2,2,3,9,2,0,1,0,0,1.0,Bundee Aki,80.0,0.0,12.0,BA768636,0.0,0.0,0
878,10,6,3,4,0,0,1,0,0,1.0,Matt Healy,60.0,0.0,11.0,MH655784,0.0,0.0,0
879,6,3,17,6,1,0,0,0,0,1.0,Jack Carty,80.0,0.0,10.0,JC833818,0.0,0.0,4
880,17,4,46,3,0,0,0,1,0,1.0,Kieran Marmion,61.0,0.0,9.0,KM468969,0.0,1.0,0
881,10,5,1,7,0,0,0,0,1,1.0,Matthew Burke,61.0,0.0,1.0,MB630236,0.0,0.0,0
882,6,6,2,5,0,0,0,0,0,1.0,Shane Delahunt,47.0,0.0,2.0,SD178175,0.0,0.0,0
883,2,6,1,4,0,0,0,1,0,1.0,Finlay Bealham,49.0,0.0,3.0,FB999044,0.0,0.0,0
884,2,2,6,2,1,0,0,0,0,1.0,Oisin Dowling,52.0,0.0,4.0,OD173594,0.0,0.0,0
885,14,7,1,8,0,0,0,0,0,1.0,Niall Murray,80.0,0.0,5.0,NM165139,0.0,0.0,0
886,7,7,5,6,3,0,0,1,0,1.0,Cian Prendergast,80.0,0.0,6.0,CP867200,0.0,1.0,0
887,42,12,5,12,2,2,0,0,1,1.0,Conor Oliver,80.0,0.0,7.0,CO205821,0.0,0.0,0
888,11,5,4,3,0,0,0,0,0,1.0,Jarrad Butler,61.0,0.0,8.0,JB340287,0.0,0.0,0
889,0,1,0,4,1,0,0,0,0,1.0,Dave Heffernan,33.0,1.0,2.0,DH124077,0.0,0.0,0
890,1,1,0,2,1,0,0,0,0,1.0,Tietie Tuimauga,19.0,1.0,1.0,TT841818,0.0,0.0,0
891,0,1,1,4,1,0,0,0,0,1.0,Jack Aungier,31.0,1.0,3.0,JA441805,0.0,0.0,0
892,0,0,1,6,1,0,0,0,0,1.0,Ultan Dillane,28.0,1.0,4.0,UD782816,0.0,0.0,0
893,12,2,0,3,0,0,0,0,0,1.0,Paul Boyle,19.0,1.0,8.0,PB475546,0.0,0.0,0
894,0,0,9,3,0,0,0,0,0,1.0,Caolin Blade,19.0,1.0,9.0,CB288968,0.0,0.0,0
895,0,0,0,0,0,0,0,0,0,1.0,Conor Fitzgerald,80.0,0.0,22.0,CF420111,0.0,0.0,0
896,0,0,0,3,1,0,0,0,0,1.0,Tom Farrell,20.0,1.0,11.0,TF918178,0.0,0.0,0
897,56,6,18,3,0,0,0,0,0,0.0,Bryce Hegarty,80.0,0.0,15.0,BH665005,0.0,0.0,0
898,16,5,2,4,0,0,1,0,0,0.0,Freddie Steward,80.0,0.0,14.0,FS380018,0.0,0.0,0
899,6,2,2,4,0,1,0,1,0,0.0,Matt Scott,80.0,0.0,13.0,MS156720,0.0,0.0,0
900,0,1,1,3,0,1,0,1,0,0.0,Juan Pablo Socino,47.0,0.0,12.0,JS419899,0.0,0.0,0
901,135,10,1,6,0,0,0,0,2,0.0,Kini Murimurivalu,57.0,0.0,11.0,KM303791,0.0,2.0,0
902,20,3,11,3,0,0,2,0,0,0.0,Freddie Burns,80.0,0.0,10.0,FB166449,0.0,0.0,2
903,0,0,38,1,0,0,0,0,0,0.0,Richard Wigglesworth,53.0,0.0,9.0,RW394896,0.0,0.0,0
904,5,12,4,8,0,0,0,1,0,0.0,Ellis Genge,80.0,0.0,1.0,EG908747,0.0,0.0,0
905,0,0,0,9,2,0,0,0,0,0.0,Nic Dolly,47.0,0.0,2.0,ND508012,0.0,0.0,0
