,Player,MP,T,TA,C,P,DG,M,CA,PK(%),MK,BH(%),PM,O,BTs,Kon,TM,MT,TS(%),DT(%),TW,TC,HE,PC,OPC,SPC,LW,LS,YC,RC,at_home,pos_num_x,is_sub,PlayGuid,T_per80m,TA_per80m,C_per80m,P_per80m,DG_per80m,M_per80m,CA_per80m,MK_per80m,PM_per80m,O_per80m,BTs_per80m,Kon_per80m,TM_per80m,MT_per80m,TW_per80m,TC_per80m,HE_per80m,PC_per80m,OPC_per80m,SPC_per80m,LW_per80m,LS_per80m,YC_per80m,RC_per80m,TS(%)_per80m,TW(%)_per80m,MpCA_per80m,pos_num_y
51,Finn Russell,80.0,0.0,0.0,1.0,2.0,0.0,9.0,3.0,0.0,357.0,61.0,16.0,0.0,1.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,FR608838,0.0,0.0,1.0,2.0,0.0,9.0,3.0,357.0,16.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,10
52,Ali Price,51.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,148.0,86.0,34.0,0.0,1.0,0.0,4.0,1.0,80.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,AP903050,0.0,0.0,0.0,0.0,0.0,18.36923496675748,5.248352847644995,194.1890553628648,44.610999204982456,0.0,1.3120882119112487,0.0,5.248352847644995,1.3120882119112487,0.0,3.936264635733746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,3.5,9
53,Rory Sutherland,51.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,RS816499,0.0,0.0,0.0,0.0,0.0,9.18461748337874,2.6241764238224974,0.0,0.0,0.0,0.0,0.0,6.5604410595562435,1.3120882119112487,1.3120882119112487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,3.5,1
54,George Turner,51.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,8.0,3.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,GT723244,0.0,0.0,0.0,0.0,0.0,6.5604410595562435,2.6241764238224974,0.0,1.3120882119112487,0.0,0.0,0.0,10.49670569528999,3.936264635733746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,,2.5,2
55,Zander Fagerson,51.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,0.0,100.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,ZF741855,0.0,0.0,0.0,0.0,0.0,6.5604410595562435,2.6241764238224974,0.0,0.0,0.0,0.0,0.0,15.745058542934984,0.0,0.0,0.0,0.0,2.6241764238224974,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.5,3
56,Jonny Gray,63.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,100.0,4.0,0.0,1.0,0.0,13.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1,4,0,JG454407,0.0,0.0,0.0,0.0,0.0,20.70863375307354,3.45143895884559,0.0,4.60191861179412,0.0,1.15047965294853,0.0,14.95623548833089,0.0,0.0,0.0,0.0,1.15047965294853,0.0,0.0,5.75239826474265,0.0,0.0,0.0,1.0,,5.999999999999999,4
57,Grant Gilchrist,80.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,10.0,0.0,100.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,5,0,GG620359,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.6,5
58,Jamie Ritchie,59.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1,6,0,JR572834,0.0,0.0,0.0,0.0,0.0,38.322182662235384,7.185409249169135,0.0,3.5927046245845675,0.0,0.0,0.0,8.38297745736399,0.0,0.0,2.3951364163897115,0.0,2.3951364163897115,0.0,0.0,4.790272832779423,0.0,0.0,0.0,1.0,0.0,5.333333333333333,6
59,Hamish Watson,80.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,100.0,4.0,0.0,0.0,1.0,14.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,HW157577,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,4.0,0.0,0.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.333333333333333,7
60,Matt Fagerson,80.0,0.0,0.0,0.0,0.0,0.0,53.0,8.0,0.0,0.0,100.0,1.0,0.0,2.0,0.0,13.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,8,0,MF352745,0.0,0.0,0.0,0.0,0.0,53.0,8.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.625,8
61,Stuart McInally,29.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,SM530829,0.0,0.0,0.0,0.0,0.0,36.38098462423345,7.659154657733358,0.0,3.829577328866679,1.9147886644333394,0.0,0.0,7.659154657733358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.75,2
62,Pierre Schoeman,29.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,PS298811,0.0,0.0,0.0,0.0,0.0,30.63661863093343,5.744365993300018,0.0,5.744365993300018,0.0,1.9147886644333394,0.0,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.333333333333333,1
63,WP Nel,29.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,1,WN551420,0.0,0.0,0.0,0.0,0.0,7.659154657733358,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,7.659154657733358,0.0,0.0,0.0,0.0,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,3
64,Sam Skinner,17.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,1,SS644622,0.0,0.0,0.0,0.0,0.0,22.50755383057465,2.8134442288218313,0.0,2.8134442288218313,2.8134442288218313,2.8134442288218313,0.0,2.8134442288218313,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,2.8134442288218313,0.0,0.0,1.0,1.0,8.0,4
65,Magnus Bradbury,21.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,12,1,MB495148,0.0,0.0,0.0,0.0,0.0,28.917156816279558,7.2292892040698895,0.0,0.0,0.0,0.0,0.0,7.2292892040698895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4097630680232967,0.0,0.0,0.0,1.0,,4.0,8
66,Ben White,29.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,1.0,95.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,BW742198,1.9147886644333394,0.0,0.0,0.0,0.0,40.210561953100125,3.829577328866679,1.9147886644333394,38.29577328866679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10.5,9
67,Blair Kinghorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1,BK512124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10
68,Sione Tuipulotu,21.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1,ST886478,0.0,0.0,0.0,0.0,0.0,16.868341476163074,2.4097630680232967,0.0,2.4097630680232967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.999999999999999,12
69,Freddie Steward,80.0,0.0,0.0,0.0,0.0,0.0,58.0,6.0,0.0,39.0,72.0,2.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,FS380018,0.0,0.0,0.0,0.0,0.0,58.0,6.0,39.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.666666666666666,15
70,Max Malins,80.0,0.0,0.0,0.0,0.0,0.0,116.0,9.0,0.0,35.0,81.0,2.0,2.0,1.0,0.0,6.0,1.0,85.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,MM832184,0.0,0.0,0.0,0.0,0.0,116.0,9.0,35.0,2.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,,12.88888888888889,14
71,Elliot Daly,80.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,50.0,80.0,4.0,1.0,1.0,0.0,6.0,2.0,75.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,ED181409,0.0,0.0,0.0,0.0,0.0,29.0,5.0,50.0,4.0,1.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,5.8,13
72,Henry Slade,80.0,0.0,0.0,0.0,0.0,0.0,44.0,7.0,0.0,123.0,85.0,5.0,0.0,1.0,0.0,3.0,1.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,HS586007,0.0,0.0,0.0,0.0,0.0,44.0,7.0,123.0,5.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,,6.285714285714286,12
73,Joe Marchant,80.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,5.0,1.0,83.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,JM952052,0.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,4.75,13
74,Marcus Smith,63.0,1.0,0.0,0.0,4.0,0.0,26.0,4.0,0.0,133.0,78.0,15.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,MS438642,1.15047965294853,0.0,0.0,4.60191861179412,0.0,29.91247097666178,4.60191861179412,153.0137938421545,17.257194794227953,1.15047965294853,0.0,0.0,2.30095930589706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.5,10
75,Ben Youngs,80.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,0.0,456.0,78.0,61.0,1.0,1.0,0.0,5.0,1.0,83.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,BY523643,0.0,1.0,0.0,0.0,0.0,19.0,3.0,456.0,61.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,6.333333333333333,9
76,Ellis Genge,63.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,8.0,1.0,88.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,EG908747,0.0,0.0,0.0,0.0,0.0,29.91247097666178,5.75239826474265,0.0,1.15047965294853,0.0,0.0,0.0,9.20383722358824,1.15047965294853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,,5.199999999999999,1
77,Luke Cowan-Dickie,66.0,0.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,34.0,90.0,1.0,0.0,3.0,0.0,5.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2,0,LC148807,0.0,0.0,0.0,0.0,0.0,42.509135628305444,8.949291711222198,38.034489772694336,1.1186614639027748,0.0,3.3559843917083243,0.0,5.593307319513873,0.0,0.0,1.1186614639027748,0.0,2.2373229278055495,1.1186614639027748,0.0,0.0,0.0,1.1186614639027748,0.0,1.0,0.0,4.75,2
78,Kyle Sinckler,63.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,10.0,0.0,100.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,KS314500,0.0,0.0,0.0,0.0,0.0,41.41726750614708,11.5047965294853,0.0,6.90287791769118,0.0,0.0,0.0,11.5047965294853,0.0,1.15047965294853,0.0,0.0,2.30095930589706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5999999999999996,3
79,Maro Itoje,80.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,6.0,2.0,75.0,12.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0,4,0,MI369148,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.75,0.5,2.75,4
80,Nick Isiekwe,76.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0,5,0,NI437601,0.0,0.0,0.0,0.0,0.0,17.504793160328706,4.118774861253812,0.0,4.118774861253812,0.0,0.0,0.0,5.148468576567265,1.029693715313453,0.0,0.0,0.0,2.059387430626906,0.0,0.0,7.207856007194172,0.0,0.0,0.0,0.8333333333333334,,4.250000000000001,5
81,Lewis Ludlam,63.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,7.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,6,0,LL840089,0.0,0.0,0.0,0.0,0.0,64.42686056511769,9.20383722358824,0.0,1.15047965294853,0.0,0.0,0.0,8.053357570639712,2.30095930589706,0.0,0.0,0.0,0.0,0.0,0.0,2.30095930589706,0.0,0.0,0.0,0.7777777777777779,,7.000000000000002,6
82,Tom Curry,80.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,11.0,3.0,78.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,TC478587,0.0,0.0,0.0,0.0,0.0,40.0,9.0,0.0,3.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,,4.444444444444445,7
83,Sam Simmonds,73.0,0.0,0.0,0.0,0.0,0.0,74.0,9.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,SS343221,0.0,0.0,0.0,0.0,0.0,77.99428190710834,9.485791042756421,0.0,1.0539767825284911,1.0539767825284911,1.0539767825284911,0.0,6.323860695170947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,8.222222222222221,8
84,Jamie George,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,JG594765,0.0,0.0,0.0,0.0,0.0,15.626014531070856,3.906503632767714,0.0,0.0,0.0,0.0,0.0,7.813007265535428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,2
85,Joe Marler,17.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,JM130488,0.0,0.0,0.0,0.0,0.0,8.440332686465492,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.9999999999999996,1
86,Will Stuart,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,WS816688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8134442288218313,0.0,2.8134442288218313,0.0,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,3
87,Charlie Ewels,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,CE445208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.259132953697143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,4
88,Alex Dombrandt,17.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1,AD528464,0.0,0.0,0.0,0.0,0.0,19.69410960175282,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,5.626888457643663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.000000000000001,7
89,Harry Randall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,1,HR101296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9
90,George Ford,17.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,GF392165,0.0,0.0,0.0,0.0,0.0,14.067221144109157,2.8134442288218313,0.0,5.626888457643663,0.0,0.0,0.0,14.067221144109157,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,5.0,15
91,Jack Nowell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,1,JN875222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11
92,Melvyn Jaminet,75.0,0.0,1.0,2.0,2.0,0.0,43.0,8.0,0.0,326.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,15,0,MJ276990,0.0,1.0375844975723147,2.0751689951446295,2.0751689951446295,0.0,44.61613339560954,8.300675980578518,338.25254620857464,4.150337990289259,0.0,0.0,0.0,0.0,0.0,0.0,1.0375844975723147,0.0,0.0,0.0,0.0,1.0375844975723147,0.0,0.0,0.0,,0.0,5.375,15
93,Damian Penaud,80.0,1.0,0.0,0.0,0.0,0.0,98.0,8.0,0.0,78.0,88.0,9.0,1.0,5.0,1.0,5.0,1.0,83.0,33.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,14,0,DP646434,1.0,0.0,0.0,0.0,0.0,98.0,8.0,78.0,9.0,1.0,5.0,1.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,12.25,14
94,Gael Fickou,80.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,0.0,11.0,91.0,6.0,0.0,2.0,0.0,9.0,0.0,100.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,13,0,GF207020,0.0,0.0,0.0,0.0,0.0,33.0,5.0,11.0,6.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,6.6,13
95,Jonathan Danty,57.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,0.0,22.0,90.0,4.0,0.0,4.0,0.0,2.0,0.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,JD100273,0.0,0.0,0.0,0.0,0.0,66.06387208042001,7.340430231157779,26.91491084757852,4.893620154105186,0.0,4.893620154105186,0.0,2.446810077052593,0.0,1.2234050385262965,1.2234050385262965,2.446810077052593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,9.0,12
96,Gabin Villiere,80.0,3.0,0.0,0.0,0.0,0.0,120.0,13.0,0.0,46.0,93.0,2.0,0.0,5.0,2.0,1.0,0.0,100.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,GV604147,3.0,0.0,0.0,0.0,0.0,120.0,13.0,46.0,2.0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,9.23076923076923,11
97,Romain Ntamack,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,296.0,73.0,25.0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,RN981435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,296.0,25.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,10
98,Antoine Dupont,69.0,0.0,1.0,0.0,0.0,0.0,33.0,6.0,0.0,329.0,87.0,65.0,1.0,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,AD427633,0.0,1.089434068861047,0.0,0.0,0.0,35.95132427241455,6.536604413166282,358.42380865528446,70.81321447596807,1.089434068861047,0.0,0.0,6.536604413166282,0.0,0.0,0.0,3.268302206583141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.5,9
99,Cyril Baille,50.0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,100.0,4.0,1.0,1.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,CB879230,0.0,0.0,0.0,0.0,0.0,34.54805218682857,5.31508495181978,0.0,5.31508495181978,1.328771237954945,1.328771237954945,0.0,2.65754247590989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.5,1
100,Julien Marchand,57.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,0,JM604958,0.0,0.0,0.0,0.0,0.0,33.031936040210006,14.680860462315557,0.0,3.6702151155788894,1.2234050385262965,1.2234050385262965,0.0,3.6702151155788894,0.0,0.0,0.0,0.0,2.446810077052593,1.2234050385262965,0.0,0.0,0.0,0.0,0.0,1.0,,2.25,2
101,Uini Atonio,50.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,UA499525,0.0,0.0,0.0,0.0,0.0,21.26033980727912,5.31508495181978,0.0,0.0,0.0,0.0,0.0,1.328771237954945,0.0,0.0,0.0,0.0,2.65754247590989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,3
102,Cameron Woki,80.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,8.0,1.0,88.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,1,4,0,CW541496,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.8888888888888888,1.0,3.5,4
