,,M_per80m,M_per80m,C_per80m,C_per80m,P_per80m,P_per80m,T_per80m,T_per80m,MT_per80m,MT_per80m,TW_per80m,TW_per80m,TC_per80m,TC_per80m,DB_per80m,DB_per80m,TA_per80m,TA_per80m,O_per80m,O_per80m,CB_per80m,CB_per80m,LW_per80m,LW_per80m,LS_per80m,LS_per80m,DB_per_Break_per80m,DB_per_Break_per80m,Meters_per_Carry_per80m,Meters_per_Carry_per80m,%Successful_per80mackles_per80m,%Successful_per80mackles_per80m,%Turnovers_Won_per80m,%Turnovers_Won_per80m
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
PlayGuid,pos_num_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD353010,8.0,41.466370601819825,24.791471879399303,12.88874790562849,4.4161110633707255,5.006873952814245,2.191062760314428,8.770621858442734,3.698886628338303,0.626374790562849,0.6200511322214319,0.5,0.7302967433402214,1.440249581125698,0.8160394968950377,2.8138747905628487,2.103302415395636,0.1875,0.40311288741492746,0.751374790562849,0.8567944886332545,0.375,0.5,2.6291243716885466,2.187899677259763,0.43887479056284895,0.6304865762204769,0.2114549512987013,0.14566820134300656,3.1214522456709966,1.4617020805963876,0.9372239739427239,0.06324406412523227,0.25,0.3651483716701107
DE456160,6.0,23.175322688468967,8.810415062117286,14.795413565027951,3.0305078648517174,3.78078036078507,2.3355508612843936,10.849818101248205,3.836976869835646,2.172797731889874,1.574395816677009,0.7921320613528134,0.9273760273883549,0.33693178550189945,0.493386376910099,1.338598762476613,1.5817902070506842,0.06666666666666667,0.2581988897471611,0.5405302376704655,0.9281654010887397,0.06666666666666667,0.2581988897471611,0.0,0.0,0.0,0.0,0.0865970072239422,0.09963159290149234,1.6078183798772032,0.6379799388525821,0.8262222475380371,0.14545458149193777,0.47777777777777775,0.4833196495052561
DF201535,2.0,26.404783507573235,29.73206315638625,7.861795517068764,5.30356645117589,2.5521201419879764,2.470600677902128,10.557493112669714,6.50171106416968,1.4083955451704697,1.6934362848045197,0.22156999041655392,0.5858836346958329,0.8653292627950883,1.653539737776878,2.2212720411763756,2.632724889340977,0.0,0.0,0.34681891750971605,1.0073319235425242,0.667682651669607,0.9874108005029215,0.0,0.0,0.0,0.0,0.3175431711145997,0.5306215981054667,5.270238095238095,11.227159916423266,0.8321995464852607,0.2652888840054016,0.14285714285714285,0.36313651960128146
DJ972220,5.0,6.58288763729952,12.785577770834594,4.112246942120147,2.7699457813489268,2.5311522890110183,1.3986191569623136,8.27748112565635,7.178315682459599,1.7096288812724485,1.5389447372836214,0.0,0.0,0.5943467031704693,0.8361328105381255,0.14285714285714285,0.37796447300922725,0.0,0.0,0.14285714285714285,0.37796447300922725,0.14285714285714285,0.37796447300922725,2.4130062620861645,2.2750737670523167,0.14285714285714285,0.37796447300922725,0.015873015873015872,0.0419960525565808,0.8888888888888887,1.415609627434043,0.6268246373509532,0.4303356116866913,0.0,0.0
DK663093,12.0,14.0,14.234640845486759,5.647058823529412,2.737270001082014,6.752427505571429,3.043093340006951,9.99935791137605,5.147683223586775,2.3645774646281517,1.536626726677893,0.5294117647058824,1.2307338795828044,0.5940534381964286,1.0064885895300897,1.0588235294117647,0.8269362305593853,0.17647058823529413,0.3929526239966879,0.4117647058823529,0.7952062255644574,0.058823529411764705,0.24253562503633297,0.0,0.0,0.0,0.0,0.17967277820218994,0.1537114902626273,2.386096256684492,1.9551574845629442,0.7910752646046764,0.11998163842741742,0.25490196078431376,0.42129779261866473
DL309019,5.0,17.628196121678602,25.528681167434094,5.6547929246550765,2.7768521701574347,2.6491697042387865,1.9660516217450519,8.752652855553743,2.9551055102133272,0.5,0.9045340337332909,0.25380635780515176,0.45929064911195816,0.4166666666666667,0.7929614610987591,0.18313068401623797,0.42977028157123187,0.0,0.0,0.33713969113848513,0.4981311305118257,0.0,0.0,3.629085271641886,2.9969379848452977,0.0,0.0,0.05555555555555555,0.1479375607664324,2.5529761904761905,2.482111661124256,0.9557178932178932,0.07261641317965609,0.20833333333333334,0.39648073054937955
DM369563,12.0,25.333358202877385,34.18848277545921,4.305224919698898,3.1153139331737756,0.6275724975704755,1.4498813666183101,6.201288587602315,4.897781688095052,2.102638361399954,2.423881990297931,0.2392623363916831,0.48012070171671445,0.6708445959539283,1.1005400981208058,1.0449601796016046,1.6636799184979347,0.0,0.0,0.14285714285714285,0.5345224838248488,0.5587652122543993,1.0325202218544323,0.0,0.0,0.0,0.0,0.16716141001855284,0.24131739478213646,4.608673469387755,5.019111183152802,0.7159863945578231,0.27153085691043743,0.17857142857142858,0.37247317183424594
DR109344,3.0,1.6782738379294926,2.2536598750545087,2.868073775969893,1.9487252575033513,1.8742385559874777,1.9453103298436527,5.226388491799382,3.4585901021810903,0.9893048590947533,1.84302650597012,0.0,0.0,0.09350368652254153,0.4181611984224676,0.0,0.0,0.0,0.0,0.28219449868936686,0.7097849994930833,0.0,0.0,0.18903706481665122,0.5914327106590201,0.0,0.0,0.0,0.0,0.4866666666666667,0.6767137655374215,0.7356807081807083,0.3527090300054555,0.0,0.0
DR199381,9.0,23.258639385165782,19.59047346846673,5.844558096213154,5.430108754895387,51.68060322460325,18.346058554007808,3.467923707170676,2.806983303260312,1.6054888437087327,1.5357587340921997,0.2660303965138427,0.6011106418457862,1.1975240733992487,1.313163474116061,0.7870683646797638,0.9596181878065091,0.6000297677872363,0.766978671774832,0.8606211369503037,1.0143325368657834,0.19430131951479138,0.41793790846303946,0.0669522884165217,0.2678091536660868,0.0,0.0,0.15734126984126984,0.21475111130915248,4.137152777777777,3.4869719883201387,0.6317866161616161,0.35449511229257097,0.11875,0.28099525500145606
DR539502,4.0,13.368476136482887,9.975848350323915,7.21802927542361,2.9408864981652787,4.824294042515652,2.713561893921983,9.831074926610642,3.4427335843858335,0.6387827131635821,0.8658088029882347,0.4047721715660658,0.6266852243972444,0.6454579576852386,1.0080020525714637,0.6175408270148988,0.7632188643599077,0.0,0.0,0.3417737843624409,0.49783014122882746,0.05555555555555555,0.23570226039551584,6.107447726643088,3.1519086143407558,0.2424509926266239,0.5987338883566956,0.09164862914862915,0.11422099872539439,2.0939888814888814,1.994399833226644,0.935624098124098,0.09190464803008318,0.2777777777777778,0.42779263194649864
DT383335,12.0,23.006662395332157,31.374063466929,3.633696423345661,3.3655833104010533,3.5442793161699084,3.383869893064525,9.160211539405083,4.372159872498638,2.1346076499640985,2.7245837815845477,0.0,0.0,0.43108338885482705,0.8613665787076381,1.2602685477983417,2.6968731876913927,0.0,0.0,0.0,0.0,0.13983268298784685,0.39550655348886116,0.0,0.0,0.0,0.0,0.28869047619047616,0.6950280994009639,4.803571428571429,7.506629722846223,0.8208333333333333,0.23243876134968922,0.0,0.0
DT850621,7.0,14.821471750970527,20.29345851414339,3.806718770977728,2.5312522918791807,5.156928191265199,3.9005916321775755,11.335527163625438,6.00568840325546,1.05172251038674,1.4792079152697726,0.8166601792317741,1.3854206742857287,0.42923065559164586,0.8489420645607132,0.18906061550907827,0.6253939202080152,0.19121937402892594,0.6059403069804589,0.5514162097018329,0.9281965984929782,0.2438509529762944,0.6313070864932661,0.0,0.0,0.0,0.0,0.03684210526315789,0.12115429242540032,3.149122807017544,3.3565563120882764,0.8768177728704045,0.2356513402224154,0.23771929824561402,0.35693491579426695
DV671184,11.0,84.51086036293137,57.78835308392363,10.460400420753698,7.390959584227264,3.251495747413635,2.7868622322598204,5.519823086942625,4.330748550207055,0.7399604330823923,0.7921901276420048,0.7399604330823923,0.7921901276420049,1.65746713823098,1.3184752038415837,7.118123605877266,4.281352750464319,0.18181818181818182,0.40451991747794525,0.6363636363636364,0.8090398349558905,1.103596796718756,1.1358443143375752,0.0,0.0,0.0,0.0,0.7476886749614021,0.3239510483364606,8.977805527805527,6.335541594873127,0.84004329004329,0.1771109103995581,0.23787878787878788,0.27019446793939084
EA756400,2.0,19.007859119447968,22.48100714705484,4.7755770263352515,2.449840444084756,2.5250248622241505,1.8681644499742325,10.128287048545397,4.2219145495398855,0.7146843406993076,0.9613941099801676,0.5820804355284482,0.9150157771745822,0.6600147086831583,1.0200209266773417,0.8443480615614476,1.5589638055452346,0.0,0.0,0.2580810149573669,0.6088950135325986,0.31909292264251593,0.7992886203573011,0.0,0.0,0.10799980685702709,0.3741223053679931,0.1597222222222222,0.29400219312496556,3.3125,3.3375210437047014,0.9485119047619048,0.06429398094996575,0.25,0.3988620176087328
ED181409,11.0,30.481664803046545,18.178988971738722,3.5527401148398257,1.5955227482019838,4.524827162058562,3.393007920103601,6.4806530676210885,3.114639365512649,2.2139564763906314,1.3857438859735087,0.6829577328866678,1.201912821236432,1.5248271620585627,1.378491705390983,1.1139564763906316,1.1967371166918144,0.3,0.6749485577105528,0.2139564763906316,0.45225780666954274,0.3,0.48304589153964794,0.0,0.0,0.0,0.0,0.30333333333333334,0.35055511533693084,8.331666666666667,4.85607961829903,0.721532634032634,0.2435263426244071,0.21666666666666665,0.3337959752399956
EG908747,1.0,20.904137453503658,11.26943459843799,9.205372610817676,1.9639421300988886,4.6476825166751485,2.953855317820435,7.769184826855002,3.6868515507547164,1.1785114684068492,1.2413447936273698,0.2541662900495763,0.5052146660720745,0.3119497985615443,0.5123593278389204,2.511326420856016,1.464743759469338,0.0,0.0,1.3915809761214188,1.4110620355558072,0.07918908454202724,0.2962984231285423,0.0,0.0,0.0,0.0,0.28477891156462587,0.1644312414809397,2.3507653061224483,1.3333666148700882,0.8512231815803244,0.18715578067089017,0.17857142857142858,0.37247317183424594
EI265798,1.0,6.233068026091415,10.642728460162102,4.658952717892762,3.733189875517873,0.9120174049162794,1.7332392319817935,11.723153161365492,11.956362121734061,1.2421487511458096,1.5416443156526811,0.15634549949110269,0.584991293059746,0.09257126302030894,0.34636995008293237,0.47417867385352563,0.8294621404380208,0.0,0.0,0.09614862036343418,0.3597551956109669,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0.27291221020884077,1.3238095238095238,2.1770924141458443,0.8749149659863945,0.14922503475951462,0.07142857142857142,0.2672612419124244
EL731192,2.0,2.5315961498542103,3.0677685403134083,2.9578155333237435,3.1539904146413886,0.9018327789705255,1.0912159562128727,14.479791840449773,7.063858895951987,1.4256207357289679,2.2199737143314784,0.2479250890903475,0.5243586491727372,0.0,0.0,0.14223616441398929,0.4497902451943949,0.0,0.0,0.14223616441398929,0.4497902451943949,0.0,0.0,0.0,0.0,0.0,0.0,0.01666666666666667,0.052704627669473,0.5333333333333334,0.6469300723559839,0.8296606334841629,0.30721039305792763,0.2,0.4216370213557839
EM590593,1.0,8.351024325293436,18.041003877110157,4.606627719671728,6.140877534503891,0.48896476140186745,1.0730771106657222,4.676352402371113,5.774246073388137,1.0929810200775214,1.7982633506822312,0.3464130946897563,0.7294974891556636,0.08298013855381384,0.31048324837540264,0.0,0.0,0.0,0.0,0.08554058629963256,0.320063566596994,0.13357669503220218,0.4997982276680894,0.0,0.0,0.0,0.0,0.0,0.0,0.980952380952381,1.723875294720019,0.5261904761904762,0.4818373970202782,0.19047619047619047,0.38595614901455966
EM969549,3.0,9.348963208232387,9.519430484736484,8.046927158117205,4.946722003546449,0.584258995470469,1.1456278821868706,8.668403610008626,6.987056082185459,0.4128578001714107,0.9720334300600356,0.23045471743179094,0.7983185588715818,0.4128578001714107,0.9720334300600356,1.6464642127971725,2.6645838325085283,0.0,0.0,0.0,0.0,0.0,0.0,0.31167895507513843,1.0796875716802348,0.0,0.0,0.19444444444444445,0.339587787353823,1.0115740740740742,1.030637458514936,0.9490740740740741,0.14498409939005255,0.041666666666666664,0.14433756729740646
EP503621,3.0,1.5932653518906625,4.025783416834135,1.6324479980158724,3.3303063153641923,0.48786059526173975,0.8853879251605867,3.8833066149790376,3.0099272670855695,0.888398738062759,1.4411534400746775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07354955109381808,0.27519722114409184,0.0,0.0,0.0,0.0,0.40476190476190477,0.8465977301692446,0.6515873015873016,0.41659787791961356,0.0,0.0
ER879104,5.0,20.503377761586457,20.34597103799305,4.362711611055941,2.011479663683621,2.687118454340592,2.5130375506823164,5.539018546262736,3.0079521240874634,0.8373038484217993,0.9926419424147015,0.5366285540149538,1.102674895170628,0.3333333333333333,0.6513389472789296,1.0997973506829046,2.1088454200526927,0.0,0.0,0.3699618873482871,1.0085088926259398,0.5436749629572363,0.8771983624739904,1.3274704154347727,1.8521588960868745,0.0,0.0,0.18055555555555555,0.3048085450873206,4.441666666666666,4.179758221222704,0.8561507936507936,0.17440731668809278,0.20833333333333334,0.39648073054937955
ES861253,5.0,10.856775868817119,11.989753884346548,6.375067285764737,2.7123360920990507,4.2806235911061545,2.0524257334452773,9.774096558259245,4.156384358535821,1.592482186312063,1.3960323946877704,0.13043478260869565,0.34435022157509093,0.7479981987820142,0.9884670039683822,0.43478260869565216,0.945135245565981,0.043478260869565216,0.20851441405707474,0.2608695652173913,0.44897775854487953,0.13043478260869565,0.34435022157509093,4.126855263467137,2.0860288586676177,0.34782608695652173,0.5727680517510726,0.05188531275487796,0.11025554184312947,1.5783643892339547,1.2627520154960195,0.8267836880368848,0.21547389275418913,0.13043478260869565,0.34435022157509093
ES993024,5.0,3.597522740956915,4.424546305567466,3.3312423869395564,2.5729541810546346,2.7514123602993026,1.953388469963229,7.737987698283843,3.4046128070567665,1.4793897136365004,2.916281804526579,0.07918121676988697,0.3264725203071724,0.5526849866384241,0.8538716463430017,0.0670332214062539,0.27638505228339966,0.0,0.0,0.0,0.0,0.0,0.0,4.313056146977254,4.49911723398343,0.28421918435779253,0.5332216361304467,0.019607843137254905,0.08084520834544434,0.7833333333333334,1.0099161131279941,0.8893048128342248,0.17584610377247248,0.058823529411764705,0.24253562503633297
ET402595,12.0,20.23267976361787,17.099329129946085,7.0896428246455825,4.8308690175422315,2.5511421547314965,1.6611578236663134,5.410698487010547,4.371021473901568,1.355123204898325,1.2740012443634576,0.125,0.3535533905932738,0.4837592163063538,0.719622115362499,1.4982892142331043,1.8490048469939107,0.0,0.0,0.125,0.3535533905932738,0.29109640474436815,0.5461208746338045,0.0,0.0,0.0,0.0,0.18652597402597404,0.24129690142339644,2.316246253746254,2.2377566119635475,0.734375,0.2108390974179125,0.0625,0.1767766952966369
EW846348,1.0,5.882291157034887,7.178819046890686,5.166094231665348,3.914031212152388,2.2754448790686665,1.9416300954156713,6.941221364397255,4.574401698345873,1.6081781883096598,3.165025902189843,0.12495355966581283,0.37519325303907125,0.2034993159164725,0.483351003194474,0.40742712880013504,1.122195074618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03822055137844611,0.09610869829135044,1.2104010025062657,1.4973995285247526,0.8649122807017544,0.2595487975267769,0.07894736842105263,0.25072992856063947
FB166449,10.0,19.075863582450246,31.04300033127109,4.713565260743183,2.8685174841733203,7.194237075034552,6.242633529029362,1.8230640157462197,2.3619178009939574,2.069306933328033,2.0962659800492403,0.09523809523809523,0.4364357804719847,1.2391116186991245,1.599164752385636,1.25387425269497,1.988116939045757,0.33753377069325424,0.8701875083585131,0.47654865780391087,0.8764232617302532,0.39159071612029983,0.9294221543601091,0.16685110543445528,0.42140796847771056,0.0,0.0,0.20037792894935752,0.24286720840324963,3.108257747543462,4.38693008187478,0.2575396825396825,0.2946974055646925,0.047619047619047616,0.21821789023599236
FB698369,3.0,2.7670888425442417,4.728544786692132,2.872024529076316,2.4566156005424777,0.7188567986164256,1.1353182743853252,8.478010424987907,5.819646695809451,0.5345545874275636,1.068602021586387,0.06518370230120667,0.27655102752017036,0.1178280610191594,0.3431836067715399,0.2666882277701347,0.6527153297065951,0.0,0.0,0.06391553627491833,0.2711706547390171,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.17360294098422777,0.5227513227513226,0.7277215444614268,0.8453002244668911,0.3160444810586651,0.05555555555555555,0.2357022603955158
FC501339,4.0,12.885078090047557,14.286236650819935,5.050054225359548,2.4998808450294328,3.3744285929367908,1.56201449011507,12.157101725770376,5.7509452122012705,0.6427074892684689,1.0050113404330019,0.36571255880281,0.5835455687299733,0.6740001880801686,0.882300066384258,0.5830910971710778,0.7825995789515338,0.09090909090909091,0.29424494316824984,0.18181818181818182,0.39477101697586137,0.2194547335347141,0.5015248541590229,5.041713549864545,2.619056542698687,0.0,0.0,0.10773809523809522,0.15071624251379673,2.111976911976912,2.0793531631603495,0.9505279934913804,0.08278704187900894,0.25,0.40417791671464237
FC758566,14.0,41.77939162421694,36.80003445914019,5.121709146043792,4.172619083333563,3.606443380923944,4.515278479260826,2.1334909449064923,2.7239169393729012,2.1666632536410173,3.266296813646874,0.3076923076923077,0.7510676161988108,0.7501756863101308,0.9091867885353534,2.3480570772123244,2.242865459085361,0.07692307692307693,0.2773500981126146,0.32221823022118745,0.6733800152248496,0.581803609935097,0.914873651265231,0.07692307692307693,0.2773500981126146,0.0,0.0,0.35441225441225443,0.3212332397101682,6.391458541458542,5.9893006975319425,0.3195054945054945,0.3363046208595896,0.1282051282051282,0.32025630761017426
FD406092,9.0,13.21299995201796,13.818075480882694,2.9201878892196333,1.313544789607013,46.8253179046151,19.444705000781315,3.091393247006923,1.9522611797252103,0.8870386344507267,1.105831193439816,0.3268122605683531,0.6785524444543365,1.4731333674973885,1.6209375220231175,0.5578814009034558,0.9494920305496947,0.741121048409935,0.9134611120471189,0.41437839018485273,0.6260662423948712,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.18518518518518517,0.28191365458589496,3.907407407407407,3.7166209929098595,0.8111111111111111,0.2560381915956203,0.13333333333333333,0.33166247903554
FD904134,12.0,36.46005057333641,23.222019346614157,8.455066846479344,2.818449231973345,7.633370783555949,3.5087770838515397,8.709083677620805,2.9775077823736975,2.4210101488908506,2.056919351879088,0.40122144012316563,0.8248635198395429,0.9858347629429188,0.9769681114652122,1.4323255767669134,1.2891917751769102,0.4675321439459771,0.6378438192920368,0.7952737212517192,1.0494070473118198,0.4174657876220983,0.719439640234978,0.2628017798048848,0.46775347788758564,0.0,0.0,0.1697877122877123,0.12897036448857302,4.265828893328893,2.1394503929902484,0.7911296671165092,0.15304033268003173,0.14583333333333331,0.2885168263105766
FG326087,1.0,11.718045445769445,20.317308158625853,5.935760561429961,3.1803789742789146,2.7416183889881123,2.424897429855789,7.679351095440861,5.587796426636177,1.6845635610334995,3.1290842246016797,0.0,0.0,0.0,0.0,0.7651690909819923,1.8603597604739914,0.0,0.0,0.11504276818746022,0.38155369692164015,0.2675417773035359,0.8873356910606509,0.0,0.0,0.0,0.0,0.09696969696969697,0.2238325492438714,1.4939393939393937,2.2952520162678907,0.7954545454545454,0.33200492876954807,0.0,0.0
FH632669,14.0,19.202990261595943,19.685226479908952,4.154523107416242,2.335223438327866,16.13188760526574,19.464195933998706,6.850036715987624,2.1852711828910514,1.841718086518198,1.4506711339534868,0.4729950709801958,0.7633583012058528,0.8261319100920156,1.3548998526953577,0.6732652700696562,1.1270260353296184,0.0,0.0,0.6699659683681615,1.1191838297623757,0.3333333333333333,0.7071067811865476,0.0,0.0,0.0,0.0,0.12037037037037036,0.19144512155680862,4.007407407407407,3.3298639352322628,0.8123607873607874,0.12319423968606051,0.2222222222222222,0.36324157862838946
FL847139,-1.0,42.2609515119923,30.124541245036767,6.046735993238457,4.295096348081814,2.9392667106575203,2.255062208676435,10.829315012859029,7.5987169955494185,1.0644815695485617,1.3908482198650478,0.5,0.8366600265340756,0.16666666666666666,0.408248290463863,1.2296123309584792,1.7373744915158094,0.16666666666666666,0.408248290463863,0.5,0.8366600265340756,0.3648061654792396,0.8935889604454601,0.5429877130323745,0.9305070809763195,0.18816052318285392,0.46089727153311705,0.24615384615384617,0.40059127896281654,6.392368742368743,5.369393452392441,0.9174025974025976,0.10977644834802944,0.25,0.4183300132670378
FL869843,9.0,13.011277732176344,16.425027806927897,3.0182889511630346,3.095837682976883,26.100765461562123,38.92246960719101,1.4070887042525253,2.752700095726337,0.8859551418646602,1.404206074773499,0.0,0.0,0.3648061654792396,0.8935889604454601,0.9901868191511894,1.7734472760634072,0.3648061654792396,0.8935889604454601,0.6253806536719498,0.9888142302520936,0.6253806536719498,0.9888142302520936,0.0,0.0,0.0,0.0,0.19444444444444445,0.305807976544953,3.1388888888888893,3.293793265229935,0.22222222222222224,0.4036867138796656,0.0,0.0
FS380018,15.0,57.2426599964314,29.01708118837524,10.39587492200634,4.411352448348669,4.846153846153846,3.05085107923876,2.3627275381046777,1.7647128586711316,0.6923076923076923,0.9473309334313418,0.5716089223632015,1.0615871236722814,1.4396506150277544,1.040795990268187,2.5384615384615383,1.4500221041639683,0.07692307692307693,0.2773500981126145,0.6923076923076923,0.8548504142651104,0.6923076923076923,0.9473309334313418,0.15384615384615385,0.554700196225229,0.0,0.0,0.23112704289174874,0.13247646670828128,5.709773886244474,2.3640007528126183,0.7261904761904763,0.33985958151476664,0.20512820512820512,0.3412520936975939
FS990091,10.0,10.08127186033225,14.092145580314568,4.810103457609888,2.0216786273162843,19.109414140416014,8.254822524735378,10.135475494896314,4.052576624324135,1.8220274861088575,1.763530574080492,0.25038911456514895,0.6137233178512487,1.4547143542934975,1.002942624817013,0.8106725492514432,1.1063438272779162,0.5515604788790601,0.8161251395936209,0.6318066734062452,0.7463435095759637,0.11764705882352941,0.3321055820775357,0.13476118585683505,0.3817898343339111,0.0,0.0,0.14719887955182073,0.19973450932764025,2.0544817927170866,2.790769970004131,0.8455967235379002,0.13851459943543837,0.0980392156862745,0.2572478777137633
FV183795,1.0,5.328222542460256,4.885726967807514,4.538803734707648,5.270758202297741,0.791458374254331,1.467029695840466,8.297634881943809,5.82293316849203,0.28805615183329886,0.6836359736404775,0.5165851929605406,1.00363041372372,0.2344536857351526,0.8121713914301417,0.09408026159142696,0.32590358613144454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.07216878364870323,1.224537037037037,1.2345827194677477,0.8784722222222223,0.2938008140733588,0.20833333333333334,0.39648073054937955
GF392165,10.0,11.342020113575419,16.26068991171152,3.4958383534224677,2.328521698125603,20.492193348897867,6.278460646930646,3.9016355533003075,2.005558748284682,0.7334239104555841,0.9310415185770844,0.18535057577074743,0.4134460899760211,0.9611319610969297,1.0907327507789764,0.4876779148240602,0.732057760905607,0.3686561058909331,0.6085689977888129,0.23529411764705882,0.562295714538387,0.058823529411764705,0.24253562503633294,0.0670332214062539,0.2763850522833996,0.0,0.0,0.13641456582633052,0.25512152619993783,2.602521008403361,3.1690235221647716,0.8578431372549019,0.16699110578640022,0.14705882352941177,0.3429971702850177
GF915654,15.0,57.82872344936496,37.551156074231365,8.067131713743262,3.3192576519282833,7.904573492981647,3.6631752795404546,4.050195758166443,2.556587758900157,1.2013153908317582,1.0749830023796574,0.7019279294313542,0.9927851332558627,1.0588235294117647,1.0289915108550531,2.697973505921532,2.0130757329710955,0.5666259908053279,0.6628435703180061,0.9248526235754317,0.9424230796208498,0.8195749882548836,0.891871322615029,0.11764705882352941,0.3321055820775357,0.0,0.0,0.3252766841002135,0.194948773803155,7.3150011752952935,3.9201180641586246,0.7397058823529411,0.256262596192427,0.25490196078431376,0.3541306210030787
GG484795,8.0,13.145133508349174,14.373293879176842,5.846855195142899,3.8538092097057604,2.1549477769493164,2.1992503598553053,10.300976694614782,7.183863736049731,1.640188622074903,2.029254908456693,0.38991777615200124,0.8673038414522395,0.06666666666666667,0.2581988897471611,0.7226456438035032,1.050260737795158,0.0,0.0,0.44965277661322733,0.7319440889741111,0.2286614392686168,0.637218772111842,0.0,0.0,0.07744812931689292,0.2999553150392447,0.09164983164983166,0.14613959385510292,1.8388552188552187,1.9943995393954126,0.766299081035923,0.34479353300454213,0.2,0.4140393356054125
GH195403,6.0,13.616602885323042,21.657152072693908,2.0385400474953506,1.3795558481752772,1.740367852677352,2.883439710823895,4.045015259635007,4.085161011052646,1.1537260426645362,1.5667793969397084,0.0,0.0,0.16932138993673365,0.44798228941639184,0.6515857625943866,1.7239338856551196,0.0,0.0,0.0,0.0,0.0,0.0,2.2862870938959854,1.7058791109102274,0.0,0.0,0.14285714285714285,0.37796447300922725,5.142857142857143,8.783100656536798,0.5619047619047619,0.4270608298368658,0.0,0.0
GH740845,8.0,39.85046794914681,22.022236297130117,11.486429066820495,3.5736034167482083,5.5429733733141955,3.993780482162372,12.672357177279604,7.207471244923473,1.1594196166592976,1.2599803169101074,0.47368421052631576,0.696692268479466,0.892758689575023,1.2406926728835006,1.0402830448770344,1.0147034635397385,0.05339401885596465,0.23273913238265512,1.4601199638343378,1.3442546153263983,0.474446650434912,0.6124762903816108,0.9365447667994901,1.3470762219817287,0.0,0.0,0.08599361165150636,0.08091850351582144,3.230939601334338,1.5655928681543512,0.864365775549986,0.22549707528078944,0.23333333333333334,0.3746603400019414
GK300902,13.0,8.747762701712624,7.397562058486752,5.37610215931556,3.0415463604360076,1.6666666666666667,2.8751811537130436,11.172335302830797,10.374667028452462,1.4167824333115124,2.0114377853902483,0.5418295498975807,0.6005778278831995,0.9997900001830179,1.224437331413032,0.41699243312849466,1.021418687766448,0.0,0.0,0.16666666666666666,0.408248290463863,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,1.4537037037037035,1.2728972816814144,0.6840277777777778,0.3914043152073862,0.3055555555555556,0.4002314145406195
GK904436,5.0,1.7899990342851355,2.0973093453154306,3.5507476191788467,2.6169007595346856,5.479663816434993,3.1555318228989453,9.655993455484378,5.675829524279265,1.205928278479374,1.0765235382674179,0.37446382420659835,0.5584964993861332,0.6187467351151207,0.8179796338506522,0.0,0.0,0.0,0.0,0.2559363845553623,0.6296829425358222,0.0,0.0,4.477336575021969,2.685281187199762,0.8298228027019702,0.9789642388313546,0.0,0.0,0.3638888888888889,0.4073710574539856,0.8116611995675465,0.2725639628372659,0.2222222222222222,0.3849001794597505
GM717660,2.0,21.143702800787597,19.661319062655004,7.811496528705295,3.2561541177675024,3.3573733929450933,2.235363983081501,9.31029347309999,4.305642789700319,1.1129259313598265,1.1169338499978088,0.25618763992774324,0.5683848928820655,0.5020998421178962,0.7699218059127887,1.6105230425360195,1.86586131779507,0.0,0.0,0.33383935637263906,0.8626084498620287,0.36240070071969915,0.6149648947260319,0.0,0.0,0.10293913998825685,0.3261190018944332,0.179421768707483,0.18023319757182552,2.5692554799697658,1.6987335756959934,0.8860721833410908,0.12657520583498064,0.1380952380952381,0.3169797950598594
GM767405,6.0,10.200172218175954,8.734250063504003,7.51183187092841,1.9532412568197897,2.300100777043388,2.2163050020155897,11.327180629155553,4.143634467239273,1.1518408949465917,1.2565859716387404,0.2934765969656692,0.5122843794546456,0.5409684462776219,0.8507727431564569,1.1643231715266589,1.2656153804603467,0.0,0.0,0.27457743092685166,0.6047733924611319,0.06666666666666667,0.2581988897471611,1.7621000791108068,2.320920965318094,0.06666666666666667,0.2581988897471611,0.17947089947089948,0.21089929715258554,1.3005002405002408,1.135283172071543,0.9110037021801729,0.0979284097777138,0.26666666666666666,0.45773770821706344
GN175262,4.0,4.216528059736492,5.719796995197498,4.83846941413112,3.591514452728311,2.9740986722266394,2.253113125157331,8.348323064595496,5.483602054795013,1.1882678783242318,2.8317577334044612,0.3140284824761139,0.8387372679560257,0.7983430574544473,1.7174487931532745,0.1606508712015531,0.6221981487173279,0.0,0.0,0.4333938949131478,0.8715390333957197,0.0,0.0,2.3005554223910987,2.304049443098639,0.14173559871519412,0.5489396133886842,0.016666666666666666,0.06454972243679027,0.6403703703703704,0.8285110916829902,0.8450000000000002,0.2809387607675155,0.13333333333333333,0.3518657752744984
