,M,C,P,T,MT,TW,TC,DB,TA,O,CB,LW,LS,at_home,p_name,min_played,is_sub,pos_num_x,PlayGuid,M_per80m,C_per80m,P_per80m,T_per80m,MT_per80m,TW_per80m,TC_per80m,DB_per80m,TA_per80m,O_per80m,CB_per80m,LW_per80m,LS_per80m,Meters_per_Carry_per80m,%Successful_per80mackles_per80m,%Turnovers_Won_per80m,DB_per_Break_per80m,pos_num_y
6129,15,4,1,12,1,0,0,0,0,0,0,4,0,1,JP du Preez,80,0,5,JD337564,15.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.75,0.9230769230769231,0.0,0.0,5.0
6130,41,7,5,6,1,0,1,2,0,1,1,0,0,1,Jean-Luc du Preez,47,0,6,JD337032,56.69186048822058,9.67909813213522,6.9136415229537285,8.296369827544474,1.3827283045907457,0.0,1.3827283045907457,2.7654566091814914,0.0,1.3827283045907457,1.3827283045907457,0.0,0.0,5.857142857142858,0.8571428571428571,0.0,0.2857142857142857,4.0
6131,4,3,7,23,4,1,1,0,0,0,1,0,0,1,Ben Curry,80,0,7,BC789861,4.0,3.0,7.0,23.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,0.8518518518518519,0.5,0.0,7.0
6132,13,9,5,12,1,0,2,0,0,1,0,7,0,1,Daniel du Preez,80,0,8,DD353010,13.0,9.0,5.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,1.4444444444444444,0.9230769230769231,0.0,0.0,8.0
6133,26,3,3,4,0,1,1,2,0,1,0,0,0,1,Ewan Ashman,33,1,2,EA756400,45.52317885440844,5.252674483200974,5.252674483200974,7.003565977601299,0.0,1.7508914944003247,1.7508914944003247,3.5017829888006493,0.0,1.7508914944003247,0.0,0.0,0.0,8.666666666666666,1.0,0.5,0.6666666666666666,2.0
6134,4,1,0,6,0,0,0,0,0,0,0,0,0,1,Simon McIntyre,33,1,1,SM407818,7.003565977601299,1.7508914944003247,0.0,10.505348966401948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
6135,14,1,0,9,0,0,0,1,0,0,1,0,0,1,Joe Jones,50,1,3,JJ435428,18.60279733136923,1.328771237954945,0.0,11.958941141594504,0.0,0.0,0.0,1.328771237954945,0.0,0.0,1.328771237954945,0.0,0.0,14.000000000000002,1.0,0.0,1.0,3.0
6136,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Matt Postlethwaite,22,1,4,MP718085,0.0,0.0,0.0,2.3300056469358417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
6137,18,4,2,4,0,2,0,0,0,0,0,1,0,1,Tom Curry,33,1,6,TC478587,31.516046899205847,7.003565977601299,3.5017829888006493,7.003565977601299,0.0,3.5017829888006493,0.0,0.0,0.0,0.0,0.0,1.7508914944003247,0.0,4.5,1.0,1.0,0.0,7.0
6138,0,1,12,3,1,0,1,1,1,0,0,0,0,1,Gus Warr,29,1,9,GW735121,0.0,1.9147886644333394,22.977463973200074,5.744365993300018,1.9147886644333394,0.0,1.9147886644333394,1.9147886644333394,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,9.0
6139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Connor Doherty,80,1,-1,CD595019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
6140,13,1,0,2,1,0,0,1,0,0,0,0,0,1,Simon Hammersley,29,1,14,SH416986,24.892252637633412,1.9147886644333394,0.0,3.829577328866679,1.9147886644333394,0.0,0.0,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,13.0,0.6666666666666666,0.0,1.0,15.0
6141,30,7,3,2,3,0,1,2,0,1,1,0,0,0,Alex Tait,69,0,15,AT647369,32.68302206583141,7.6260384820273295,3.268302206583141,2.178868137722094,3.268302206583141,0.0,1.089434068861047,2.178868137722094,0.0,1.089434068861047,1.089434068861047,0.0,0.0,4.285714285714286,0.4,0.0,0.2857142857142857,15.0
6142,41,4,1,1,1,0,0,4,0,1,0,0,0,0,Adam Radwan,80,0,14,AR914169,41.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.25,0.5,0.0,1.0,14.0
6143,25,3,1,2,0,0,1,1,0,1,1,0,0,0,Ben Stevenson,41,0,13,BS407552,37.80536003079139,4.536643203694967,1.5122144012316556,3.0244288024633112,0.0,0.0,1.5122144012316556,1.5122144012316556,0.0,1.5122144012316556,1.5122144012316556,0.0,0.0,8.333333333333332,1.0,0.0,0.3333333333333333,13.0
6144,22,6,6,7,2,0,0,2,0,0,1,1,0,0,Matias Orlando,80,0,12,MO427502,22.0,6.0,6.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.6666666666666665,0.7777777777777778,0.0,0.3333333333333333,13.0
6145,105,9,2,3,1,0,0,4,0,0,1,0,0,0,Mateo Carreras,80,0,11,MC625187,105.0,9.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,11.666666666666666,0.75,0.0,0.4444444444444444,11.0
6146,24,5,18,2,1,0,2,4,1,0,1,0,0,0,Joel Hodgson,80,0,10,JH757924,24.0,5.0,18.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,4.8,0.6666666666666666,0.0,0.8,10.0
6147,1,2,61,4,0,0,1,0,0,1,0,0,0,0,Cameron Nordli-Kelemeti,80,0,9,CN262869,1.0,2.0,61.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,9.0
6148,1,7,2,5,0,0,0,0,0,0,0,0,0,0,Trevor Davison,55,0,1,TD547427,1.250977299385484,8.756841095698388,2.501954598770968,6.254886496927421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,3.0
6149,2,6,1,3,1,1,0,2,0,1,0,0,0,0,George McGuigan,55,0,2,GM717660,2.501954598770968,7.505863796312903,1.250977299385484,3.7529318981564517,1.250977299385484,1.250977299385484,0.0,2.501954598770968,0.0,1.250977299385484,0.0,0.0,0.0,0.33333333333333337,0.75,1.0,0.33333333333333337,2.0
6150,0,1,2,6,1,1,0,0,0,0,0,0,0,0,Richard Palframan,51,0,3,RP367215,0.0,1.3120882119112487,2.6241764238224974,7.872529271467492,1.3120882119112487,1.3120882119112487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,3.0
6151,4,7,11,6,0,0,1,0,0,1,0,6,1,0,Philip van der Walt,66,0,4,CV871679,4.474645855611099,7.830630247319423,12.305276102930522,6.711968783416649,0.0,0.0,1.1186614639027748,0.0,0.0,1.1186614639027748,0.0,6.711968783416649,1.1186614639027748,0.5714285714285715,1.0,0.0,0.0,6.0
6152,4,4,2,6,0,0,1,0,1,0,1,6,0,0,Sean Robinson,80,0,5,SR726850,4.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,5.0
6153,5,3,1,8,1,0,0,0,0,0,0,0,0,0,Gary Graham,72,0,6,GG484795,5.3124702483144395,3.1874821489886638,1.0624940496628879,8.499952397303103,1.0624940496628879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,0.8888888888888888,0.0,0.0,8.0
6154,7,2,8,8,1,0,0,3,1,0,0,1,0,0,Will Welch,80,0,7,WW657895,7.0,2.0,8.0,8.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.5,0.8888888888888888,0.0,1.5,7.0
6155,13,8,7,6,1,0,0,0,0,0,0,0,1,0,Callum Chick,80,0,8,CC621973,13.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.625,0.8571428571428571,0.0,0.0,8.0
6156,27,7,0,3,2,0,2,1,0,0,0,0,1,0,Jamie Blamire,25,1,2,JB951848,57.402917479653624,14.882237865095384,0.0,6.378101942183736,4.252067961455824,0.0,4.252067961455824,2.126033980727912,0.0,0.0,0.0,0.0,2.126033980727912,3.857142857142857,0.6000000000000001,0.0,0.14285714285714285,2.0
6157,0,2,1,3,0,0,0,0,0,0,0,0,0,0,Kyle Cooper,25,1,1,KC290866,0.0,4.252067961455824,2.126033980727912,6.378101942183736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6158,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Mark Tampin,29,1,3,MT656123,0.0,0.0,0.0,3.829577328866679,1.9147886644333394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0
6159,0,0,2,1,0,0,0,0,0,0,0,2,0,0,George Merrick,14,1,4,GM291904,0.0,0.0,6.50473473260256,3.25236736630128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50473473260256,0.0,0.0,1.0,0.0,0.0,4.0
6160,0,3,0,0,1,0,0,0,0,0,0,0,0,0,Carl Fearns,8,1,6,CF997884,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Blackett,80,1,-1,JB864689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
6162,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Will Haydon-Wood,11,1,15,WH996540,0.0,3.906503632767714,3.906503632767714,0.0,0.0,0.0,0.0,3.906503632767714,0.0,3.906503632767714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
6163,2,3,4,3,0,0,0,1,0,0,0,0,0,0,Luther Burrell,39,1,13,LB292641,3.126893858312523,4.690340787468785,6.253787716625046,4.690340787468785,0.0,0.0,0.0,1.5634469291562616,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,12.0
6164,103,8,3,1,0,0,0,1,0,1,2,0,0,1,Santiago Carreras,80,0,15,SC190286,103.0,8.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,12.875,1.0,0.0,0.125,14.0
6165,169,14,6,6,3,0,1,7,2,3,4,0,0,1,Louis Rees-Zammit,80,0,14,LR428316,169.0,14.0,6.0,6.0,3.0,0.0,1.0,7.0,2.0,3.0,4.0,0.0,0.0,12.071428571428571,0.6666666666666666,0.0,0.5,14.0
6166,52,4,8,4,1,1,1,2,0,0,1,0,0,1,Chris Harris,80,0,13,CH868958,52.0,4.0,8.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,0.8,0.5,0.5,13.0
6167,11,9,8,5,0,0,0,3,1,1,1,0,0,1,Mark Atkinson,60,0,12,MA234988,13.037747025128493,10.667247566014222,9.481997836457085,5.926248647785678,0.0,0.0,0.0,3.555749188671407,1.1852497295571356,1.1852497295571356,1.1852497295571356,0.0,0.0,1.222222222222222,1.0,0.0,0.3333333333333333,12.0
6168,14,4,0,1,0,0,1,0,0,0,0,0,0,1,Ollie Thorley,60,0,11,OT282658,16.5934962137999,4.740998918228542,0.0,1.1852497295571356,0.0,0.0,1.1852497295571356,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.0,0.0,0.0,11.0
6169,23,8,27,5,2,0,1,1,3,2,0,0,0,1,Adam Hastings,80,0,10,AH313483,23.0,8.0,27.0,5.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.875,0.7142857142857143,0.0,0.125,10.0
6170,37,2,45,2,2,0,0,0,0,0,0,0,0,1,Charlie Chapman,49,0,9,CC193144,49.8049853482589,2.692161370176157,60.57363082896354,2.692161370176157,2.692161370176157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.5,0.0,0.0,9.0
6171,14,12,3,6,0,1,0,0,0,1,0,0,0,1,Harry Elrington,64,0,1,HE127014,15.953906694688426,13.674777166875794,3.4186942917189485,6.837388583437897,0.0,1.1395647639063162,0.0,0.0,0.0,1.1395647639063162,0.0,0.0,0.0,1.1666666666666667,1.0,1.0,0.0,1.0
6172,0,2,3,3,1,0,0,0,0,0,0,0,0,1,Jack Singleton,43,0,2,JS176680,0.0,2.930739705098486,4.396109557647729,4.396109557647729,1.465369852549243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,2.0
6173,3,2,1,6,1,0,0,1,0,0,0,0,0,1,Kirill Gotovtsev,64,0,3,KG899842,3.4186942917189485,2.2791295278126324,1.1395647639063162,6.837388583437897,1.1395647639063162,0.0,0.0,1.1395647639063162,0.0,0.0,0.0,0.0,0.0,1.5,0.8571428571428572,0.0,0.5,3.0
6174,10,5,2,2,1,0,0,0,0,0,0,5,0,1,Freddie Clarke,64,0,4,FC501339,11.395647639063162,5.697823819531581,2.2791295278126324,2.2791295278126324,1.1395647639063162,0.0,0.0,0.0,0.0,0.0,0.0,5.697823819531581,0.0,2.0,0.6666666666666666,0.0,0.0,4.0
6175,44,5,6,5,0,0,1,3,0,0,0,5,1,1,Matias Alemanno,80,0,5,MA280318,44.0,5.0,6.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,8.8,1.0,0.0,0.6,5.0
6176,87,20,6,7,0,0,0,4,0,1,1,0,0,1,Ruan Ackermann,80,0,6,RA293163,87.0,20.0,6.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.35,1.0,0.0,0.2,8.0
6177,15,4,6,7,1,2,0,3,0,0,1,2,1,1,Lewis Ludlow,60,0,7,LL719541,17.778745943357034,4.740998918228542,7.111498377342814,8.29674810689995,1.1852497295571356,2.370499459114271,0.0,3.555749188671407,0.0,0.0,1.1852497295571356,2.370499459114271,1.1852497295571356,3.75,0.875,1.0,0.75,7.0
6178,13,5,12,12,3,0,1,0,0,1,0,0,0,1,Ben Morgan,80,0,8,BM181390,13.0,5.0,12.0,12.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,0.8,0.0,0.0,8.0
6179,0,1,1,11,0,0,0,0,0,0,0,0,0,1,Santiago Socino,37,1,2,SS824247,0.0,1.6197326938994336,1.6197326938994336,17.81705963289377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
6180,24,1,0,3,0,0,0,1,0,0,1,0,0,1,Jamal Ford-Robinson,16,1,1,JF619423,70.63102920813348,2.942959550338895,0.0,8.828878651016685,0.0,0.0,0.0,2.942959550338895,0.0,0.0,2.942959550338895,0.0,0.0,24.0,1.0,0.0,1.0,3.0
6181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fraser Balmain,16,1,3,FB698369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6182,0,0,0,5,0,1,1,0,0,0,0,0,0,1,Andrew Davidson,16,1,4,AD842237,0.0,0.0,0.0,14.714797751694475,0.0,2.942959550338895,2.942959550338895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,5.0
6183,0,0,2,10,1,0,0,0,0,0,0,0,0,1,Jordy Reid,20,1,7,JR943151,0.0,0.0,4.993570804654278,24.967854023271393,2.496785402327139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0,0.0,6.0
6184,38,2,19,2,0,0,0,0,1,0,1,0,0,1,Ben Meehan,31,1,9,BM865132,69.46415723502099,3.6560082755274204,34.732078617510496,3.6560082755274204,0.0,0.0,0.0,0.0,1.8280041377637102,0.0,1.8280041377637102,0.0,0.0,19.0,1.0,0.0,0.0,9.0
6185,30,3,5,3,0,0,0,2,1,1,1,0,0,1,Billy Twelvetrees,20,1,12,WT524638,74.90356206981417,7.490356206981418,12.483927011635696,7.490356206981418,0.0,0.0,0.0,4.993570804654278,2.496785402327139,2.496785402327139,2.496785402327139,0.0,0.0,9.999999999999998,1.0,0.0,0.6666666666666666,12.0
6186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tom Seabrook,20,1,11,TS259655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
6187,44,10,4,3,1,0,2,1,0,1,0,0,0,0,Tom de Glanville,80,0,15,TD954271,44.0,10.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.4,0.75,0.0,0.1,15.0
6188,26,8,6,5,0,0,3,3,0,1,0,0,0,0,Joe Cokanasiga,7,0,14,RC200411,144.38484930868336,44.426107479594876,33.31958060969615,27.766317174746796,0.0,0.0,16.659790304848077,16.659790304848077,0.0,5.5532634349493595,0.0,0.0,0.0,3.2500000000000004,1.0,0.0,0.37499999999999994,14.0
6189,22,2,20,7,0,0,0,0,0,0,0,0,0,0,Jonathan Joseph,80,0,13,JJ955541,22.0,2.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,13.0
6190,9,2,1,5,2,0,0,1,0,0,0,0,0,0,Max Clark,80,0,12,MC191481,9.0,2.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,0.7142857142857143,0.0,0.5,12.0
6191,53,7,3,10,3,0,1,2,0,0,1,0,0,0,Will Muir,80,0,11,WM393290,53.0,7.0,3.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,7.571428571428571,0.7692307692307693,0.0,0.2857142857142857,11.0
6192,20,2,19,6,3,0,0,1,0,1,0,0,0,0,Danny Cipriani,80,0,10,DC465823,20.0,2.0,19.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.6666666666666666,0.0,0.5,10.0
6193,12,2,58,3,4,0,0,0,0,0,0,0,0,0,Ben Spencer,76,0,9,BS666177,12.356324583761438,2.059387430626906,59.72223548818028,3.0890811459403595,4.118774861253812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4285714285714286,0.0,0.0,9.0
6194,4,3,1,8,1,0,0,1,0,0,0,0,0,0,Valery Morozov,60,0,1,VM337233,4.740998918228542,3.555749188671407,1.1852497295571356,9.481997836457085,1.1852497295571356,0.0,0.0,1.1852497295571356,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.888888888888889,0.0,0.3333333333333333,1.0
6195,20,6,1,12,2,0,0,0,0,0,0,0,0,0,Tom Dunn,60,0,2,TD115446,23.70499459114271,7.111498377342814,1.1852497295571356,14.222996754685628,2.370499459114271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.8571428571428572,0.0,0.0,2.0
6196,7,4,3,12,1,0,1,1,0,0,0,1,0,0,Ma'afu Fia,60,0,3,MF772114,8.29674810689995,4.740998918228542,3.555749188671407,14.222996754685628,1.1852497295571356,0.0,1.1852497295571356,1.1852497295571356,0.0,0.0,0.0,1.1852497295571356,0.0,1.75,0.9230769230769231,0.0,0.25,3.0
6197,6,4,0,13,1,0,2,0,0,0,0,0,0,0,Mike Williams,67,0,4,MW851045,6.651883101530289,4.434588734353525,0.0,14.412413386648959,1.1086471835883813,0.0,2.2172943671767626,0.0,0.0,0.0,0.0,0.0,0.0,1.5000000000000002,0.9285714285714286,0.0,0.0,4.0
6198,9,4,5,6,1,0,1,0,0,1,0,3,0,0,Charlie Ewels,80,0,5,CE445208,9.0,4.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.25,0.8571428571428571,0.0,0.0,5.0
6199,20,8,5,16,1,0,0,0,0,1,0,1,0,0,Miles Reid,80,0,6,MR513023,20.0,8.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.9411764705882353,0.0,0.0,6.0
6200,50,6,3,9,0,1,1,3,0,0,1,0,0,0,Sam Underhill,62,0,7,SU111318,58.08609698766969,6.9703316385203635,3.4851658192601818,10.455497457780545,0.0,1.1617219397533938,1.1617219397533938,3.4851658192601818,0.0,0.0,1.1617219397533938,0.0,0.0,8.333333333333332,1.0,0.5,0.5,7.0
6201,5,6,13,15,2,0,1,1,0,2,0,8,0,0,Taulupe Faletau,80,0,8,TF890867,5.0,6.0,13.0,15.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,0.0,0.8333333333333334,0.8823529411764706,0.0,0.16666666666666666,8.0
6202,1,3,0,1,1,0,0,0,0,0,0,0,0,0,Jacques du Toit,20,1,2,OD584504,2.496785402327139,7.490356206981418,0.0,2.496785402327139,2.496785402327139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,2.0
6203,0,1,1,2,1,0,0,0,0,0,0,0,0,0,Arthur Cordwell,20,1,1,AC412599,0.0,2.496785402327139,2.496785402327139,4.993570804654278,2.496785402327139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,1.0
6204,0,1,2,2,0,0,0,0,0,0,0,0,0,0,D'Arcy Rae,20,1,3,DR109344,0.0,2.496785402327139,4.993570804654278,4.993570804654278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
6205,3,3,0,1,1,0,0,0,0,0,0,0,0,0,Harry Casson,13,1,4,HC656155,10.318627944538335,10.318627944538335,0.0,3.439542648179445,3.439542648179445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,4.0
6206,30,3,0,0,0,0,0,2,0,0,0,0,0,0,Jaco Coetzee,18,1,7,JC452547,80.91511031944754,8.091511031944753,0.0,0.0,0.0,0.0,0.0,5.394340687963169,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.6666666666666666,7.0
6207,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Ollie Fox,4,1,9,OF659232,0.0,0.0,21.777398861091427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
6208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Orlando Bailey,41,1,22,OB938390,0.0,0.0,0.0,0.0,1.5122144012316556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
6209,10,4,2,3,2,0,2,0,0,0,0,0,0,0,Will Butt,80,1,-1,WB682969,10.0,4.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.6,0.0,0.0,14.0
6210,66,10,9,6,1,0,2,4,1,0,2,0,0,1,Freddie Steward,80,0,15,FS380018,66.0,10.0,9.0,6.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,6.6,0.8571428571428571,0.0,0.4,15.0
6211,125,8,1,4,2,1,0,2,0,0,3,0,0,1,Chris Ashton,80,0,14,CA363466,125.0,8.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,15.625,0.6666666666666666,1.0,0.25,14.0
6212,20,4,4,10,2,2,0,2,1,2,1,0,0,1,Matias Moroni,80,0,13,MM551987,20.0,4.0,4.0,10.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,5.0,0.8333333333333334,1.0,0.5,13.0
6213,44,7,2,7,1,0,2,4,1,1,1,0,0,1,Guy Porter,49,0,12,GP493738,59.227550143875455,9.42256479561655,2.692161370176157,9.42256479561655,1.3460806850880784,0.0,2.692161370176157,5.384322740352314,1.3460806850880784,1.3460806850880784,1.3460806850880784,0.0,0.0,6.285714285714286,0.8750000000000001,0.0,0.5714285714285714,13.0
6214,44,5,4,7,0,0,0,2,0,0,1,0,0,1,Harry Potter,80,0,11,HP136103,44.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,8.8,1.0,0.0,0.4,14.0
6215,0,1,13,2,1,0,1,0,1,0,0,0,0,1,George Ford,58,0,10,GF392165,0.0,1.2102801995506822,15.733642594158871,2.4205603991013644,1.2102801995506822,0.0,1.2102801995506822,0.0,1.2102801995506822,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,10.0
6216,50,8,40,4,0,0,0,0,1,3,0,1,0,1,Ben Youngs,54,0,9,BY523643,63.27352250310312,10.123763600496499,50.61881800248249,5.0618818002482495,0.0,0.0,0.0,0.0,1.2654704500620624,3.7964113501861876,0.0,1.2654704500620624,0.0,6.25,1.0,0.0,0.0,9.0
6217,17,8,2,8,0,1,0,2,0,0,0,0,0,1,Ellis Genge,58,0,1,EG908747,20.5747633923616,9.682241596405458,2.4205603991013644,9.682241596405458,0.0,1.2102801995506822,0.0,2.4205603991013644,0.0,0.0,0.0,0.0,0.0,2.1250000000000004,1.0,1.0,0.25,1.0
6218,0,1,0,10,0,2,0,0,0,0,0,0,0,1,Julian Montoya,49,0,2,JM769604,0.0,1.3460806850880784,0.0,13.460806850880784,0.0,2.692161370176157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
6219,0,0,0,5,1,0,0,0,0,0,0,0,0,1,Dan Cole,58,0,3,DC242003,0.0,0.0,0.0,6.051400997753412,1.2102801995506822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,3.0
6220,2,2,2,11,0,0,0,0,0,0,0,1,0,1,Harry Wells,80,0,4,HW230339,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
6221,3,4,2,7,2,0,0,0,0,1,0,2,0,1,Calum Green,64,0,5,CG647423,3.4186942917189485,4.558259055625265,2.2791295278126324,7.976953347344213,2.2791295278126324,0.0,0.0,0.0,0.0,1.1395647639063162,0.0,2.2791295278126324,0.0,0.75,0.7777777777777777,0.0,0.0,5.0
6222,20,12,6,10,4,0,1,3,0,0,0,4,0,1,Hanro Liebenberg,80,0,6,HL618150,20.0,12.0,6.0,10.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.6666666666666667,0.7142857142857143,0.0,0.25,6.0
6223,13,3,3,12,3,2,0,0,0,0,0,0,0,1,Tommy Reffell,80,0,7,TR815440,13.0,3.0,3.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.8,1.0,0.0,7.0
6224,34,9,5,13,0,1,0,2,0,0,0,1,0,1,Jasper Wiese,68,0,8,JW757932,37.36288727753574,9.890176044053577,5.494542246696432,14.285809841410725,0.0,1.0989084493392864,0.0,2.197816898678573,0.0,0.0,0.0,1.0989084493392864,0.0,3.777777777777778,1.0,1.0,0.22222222222222224,8.0
6225,8,1,2,8,1,0,1,0,0,0,0,0,1,1,Charlie Clare,31,1,2,CC233403,14.624033102109681,1.8280041377637102,3.6560082755274204,14.624033102109681,1.8280041377637102,0.0,1.8280041377637102,0.0,0.0,0.0,0.0,0.0,1.8280041377637102,8.0,0.888888888888889,0.0,0.0,2.0
