PlayGuid,pos_num_y,T_per80m|mean,T_per80m|std,TA_per80m|mean,TA_per80m|std,C_per80m|mean,C_per80m|std,P_per80m|mean,P_per80m|std,DG_per80m|mean,DG_per80m|std,M_per80m|mean,M_per80m|std,CA_per80m|mean,CA_per80m|std,MK_per80m|mean,MK_per80m|std,PM_per80m|mean,PM_per80m|std,O_per80m|mean,O_per80m|std,BTs_per80m|mean,BTs_per80m|std,Kon_per80m|mean,Kon_per80m|std,TM_per80m|mean,TM_per80m|std,MT_per80m|mean,MT_per80m|std,TW_per80m|mean,TW_per80m|std,TC_per80m|mean,TC_per80m|std,HE_per80m|mean,HE_per80m|std,PC_per80m|mean,PC_per80m|std,OPC_per80m|mean,OPC_per80m|std,SPC_per80m|mean,SPC_per80m|std,LW_per80m|mean,LW_per80m|std,LS_per80m|mean,LS_per80m|std,YC_per80m|mean,YC_per80m|std,RC_per80m|mean,RC_per80m|std,TS(%)_per80m|mean,TS(%)_per80m|std,TW(%)_per80m|mean,TW(%)_per80m|std,MpCA_per80m|mean,MpCA_per80m|std
BY523643,9,0.0,0.0,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,6.325306611376839,8.269805302563318,1.7958082223927714,1.663252421844494,269.4159756983973,110.37840883074075,48.63443090580571,21.48366702025082,0.42579262781942473,0.5848206904498967,0.42579262781942473,0.5848206904498967,0.4135325143527807,0.9246868129992252,3.394306777515728,1.1470830913060688,1.2318081625572934,0.8387643539255389,0.0,0.0,0.8393251421722054,0.8699788515678682,0.8135325143527808,1.1142321067811158,0.39248302038508776,0.8776187135954919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1863389981249825,0.0,0.0,3.666666666666666,2.8480012484391763
CB879230,1,0.2501954598770968,0.5594540559470096,0.2446810077052593,0.5471233660321095,0.0,0.0,0.0,0.0,0.0,0.0,32.498276894116714,7.110663085592289,6.914919647186305,1.9226483489512007,0.0,0.0,4.136399019141256,2.508446708284534,2.066318290956038,1.950006954100029,0.7606307151733451,0.6954318209501332,0.0,0.0,9.185399165292145,3.9843168119482417,0.2501954598770968,0.5594540559470096,0.0,0.0,0.2501954598770968,0.5594540559470096,0.265754247590989,0.5942445629227611,0.4893620154105186,1.094246732064219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777777777777779,0.049690399499995354,0.0,,4.86,1.283744522870497
CD872704,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.34653808139019,45.00343346764645,9.343317260173773,4.908908815481012,0.0,0.0,5.2247527200993,2.9154924330125036,0.25309409001241245,0.5659355899712049,1.5592822700372375,1.436656983378436,0.2,0.4472135954999579,10.971658630086887,4.758752254090175,0.0,0.0,0.8530940900124125,0.4905527056060715,1.4530940900124125,1.1229429290746784,1.506188180024825,0.7180960366985468,0.8,0.8366600265340756,0.0,0.0,0.0,0.0,2.01237636004965,1.7588600205282872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4166666666666667,0.37267799624996495,6.752857142857144,2.688939932237921
CE445208,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.436901392071437,24.9241018656212,3.771998235683038,5.721529242651784,0.0,0.0,3.0895103507591073,3.2517848529533455,0.0,0.0,0.0,0.0,0.25,0.5,4.963145912433216,3.3484988640730533,0.0,0.0,0.2747271123348216,0.5494542246696432,0.5247271123348216,0.6072466852804587,0.25,0.5,2.0895103507591073,3.485130174315028,0.2747271123348216,0.5494542246696432,0.0,0.0,0.5,1.0,0.2747271123348216,0.5494542246696432,0.0,0.0,1.8147832384242857,3.6295664768485714,1.0,0.0,0.25,0.3535533905932738,5.681818181818182,1.8641906049463528
CH726208,1,0.3239994205710813,0.6479988411421626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.040726620597699,13.147853618856605,3.242298409334281,3.097038190989284,0.0,0.0,0.81309184157532,1.62618368315064,0.0,0.0,0.3239994205710813,0.6479988411421626,0.81309184157532,1.62618368315064,6.104530758846158,2.2588838814052985,2.2142335083697136,2.131250405200891,0.0,0.0,0.81309184157532,1.62618368315064,0.81309184157532,1.62618368315064,0.6441164644703974,0.7437886487428962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74375,0.23307277118244996,0.0,,2.5,2.179449471770337
CH868958,13,0.4,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.323823065046646,35.91901634120819,6.041007608111064,3.6084720591839887,2.2373229278055495,5.002806154192063,3.981023478936077,2.851688166258719,0.42373229278055496,0.5817340868248502,1.2,1.7888543819998317,0.42373229278055496,0.5817340868248502,8.06473990089162,2.920549470895427,0.623732292780555,0.5714441367129992,0.0,0.0,0.9549133002972063,0.9758886504980759,1.1311810075166513,0.7444240923040955,0.4,0.5477225575051661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310439560439562,0.0674085362515023,0.0,0.0,8.375555555555556,3.2863954512091804
CM372062,6,0.0,0.0,0.36560082755274204,0.8175083030381093,0.0,0.0,0.0,0.0,0.0,0.0,35.10104508425049,22.088281148234522,7.34390543717775,2.720907268470765,0.0,0.0,4.572181270742694,1.831628524611487,0.6076568674628785,0.8602532979058687,0.43208538443865707,0.966172291688967,0.0,0.0,10.641014371438015,4.367613527759954,1.5817834076200368,1.3545216021568798,0.0,0.0,0.8901841165681221,1.414601485249741,0.43208538443865707,0.966172291688967,0.8901841165681221,1.414601485249741,0.0,0.0,0.0,0.0,4.0570223078565375,1.4476526554916878,0.0,0.0,0.0,0.0,0.0,0.0,0.8623931623931623,0.15295802528380656,0.0,0.0,4.41388888888889,1.354447976478851
CM573391,9,0.81309184157532,1.62618368315064,0.8598856620448613,1.7197713240897226,0.0,0.0,0.0,0.0,0.0,0.0,27.82484642633201,41.69949984429927,4.446330623356563,5.05835525181605,145.5284728494005,195.56425269668915,56.026224336738075,28.770291660392935,0.0,0.0,0.9766259081919285,1.953251816383857,0.7033610572054578,1.4067221144109157,2.4930788069727066,1.7216624519916721,0.81309184157532,1.62618368315064,0.0,0.0,2.266607776455777,2.7653983494998533,3.2432336846477057,2.3578831638641446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2886751345948129,0.0,0.0,4.888888888888888,2.4570382652773315
CW541496,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.365679623373921,10.940403296748949,3.8862874500103217,2.257350912987123,0.0,0.0,3.484259463195967,2.230924029125907,0.0,0.0,0.0,0.0,0.0,0.0,6.957776199770666,2.6076213222750853,0.85079024768458,0.8903527340245916,0.42172943671767626,0.5787529673158073,0.0,0.0,0.4,0.894427190999916,0.6124988099325777,0.9018203319848312,0.2,0.447213595499958,0.0,0.0,5.226030648853001,1.9987667094480466,0.0,0.0,0.0,0.0,0.0,0.0,0.9014141414141413,0.09592662910586999,1.0,0.0,3.4666666666666663,2.4927673154325674
DB100356,10,0.0,0.0,0.2,0.447213595499958,1.0,1.4142135623730951,1.4115890866106626,1.9687561041458777,0.20289727165266566,0.45369209186460147,29.178316849255157,18.145461372479293,4.488620244580341,1.4142764205011265,302.81267588358844,177.78535377822655,33.260006782156786,8.777094766937976,0.0,0.0,0.20289727165266566,0.45369209186460147,0.0,0.0,8.93739579201474,3.032180863090503,1.4598865633841434,1.7842088467241626,0.0,0.0,0.4,0.8944271909999159,2.0200418662382007,1.2105197708248643,0.21424732293286947,0.4790715780752457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8822177822177822,0.15135953116649917,0.0,,6.22,2.7406000964914403
DC417137,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1475083014524,24.716715777270043,5.619866590605504,6.990432106621442,0.0,0.0,1.0176418369116678,1.4456020740876199,0.0,0.0,0.0,0.0,0.2,0.447213595499958,6.628742570006781,3.9513920941167955,0.8879085296358891,1.4906832195041002,0.2,0.447213595499958,1.3106526869898718,2.4108962259073237,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,3.105550366547557,1.8805101834620193,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.8854166666666667,0.15728821740147395,0.25,0.3535533905932738,4.291666666666667,1.4595233240114163
DF470268,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.268396068555276,8.182123418329153,4.67600354397608,2.039045450656297,0.0,0.0,2.1724218636453556,1.6310599957640908,0.46241764238224975,0.6427334392858105,0.26241764238224974,0.5867836868619403,0.0,0.0,11.90492930069453,3.2646584180246765,2.013741421789205,1.8157612954357616,1.0981912699266687,1.0534374104213857,0.2,0.447213595499958,0.0,0.0,1.5101295560056542,1.0118225090939352,0.0,0.0,0.0,0.0,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,0.8437626262626263,0.16170608885423396,0.8888888888888888,0.19245008972987532,3.4357142857142855,0.4463571371419428
DG601214,14,0.4,0.5477225575051661,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,78.4,19.191143790821847,7.2,2.280350850198276,9.8,9.497368056467012,1.8,1.0954451150103321,0.2,0.4472135954999579,3.8,2.16794833886788,0.0,0.0,4.2,2.16794833886788,2.0,1.4142135623730951,0.2,0.447213595499958,0.6,0.5477225575051661,0.4,0.5477225575051662,0.8,0.8366600265340756,0.2,0.4472135954999579,0.0,0.0,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,0.6773809523809523,0.1631430239345324,0.25,0.5,11.443982683982684,3.331863025366548
DL576464,2,0.20751689951446295,0.46402189379433223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.900051138848326,20.66059981321692,11.738129030256053,6.081171888702594,0.0,0.0,3.151240696773045,5.4313166570461044,0.0,0.0,0.7310307272517415,1.6346343997760018,0.39248302038508776,0.8776187135954918,12.290017786231724,11.414113586674294,1.025206716045133,1.0237713436061984,1.1460645262806675,1.6657697148068042,1.9310305670508428,1.8991031658194246,0.7849660407701755,1.7552374271909836,0.20751689951446295,0.46402189379433223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8733333333333334,0.14220486005134364,0.3333333333333333,0.2886751345948129,4.96,0.9528903399657281
DL985901,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.599434055216735,7.998756101331313,2.570399978394488,0.9922200404780221,0.0,0.0,0.38431089342012037,0.7686217868402409,0.0,0.0,0.0,0.0,0.0,0.0,11.982629332534186,7.461866043617367,2.4641070963332488,2.0202377169357644,1.093044542487184,1.2752837055377146,0.0,0.0,0.0,0.0,1.4773554359073042,1.047351030787764,0.38431089342012037,0.7686217868402409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518668831168832,0.11908235669886232,1.0,0.0,5.375,2.358495283014151
DP646434,14,0.75,0.9574271077563381,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,61.25,39.37321424522006,5.75,2.6299556396765835,66.5,13.102162671355696,5.5,2.516611478423583,1.25,0.9574271077563381,3.25,1.2583057392117916,0.25,0.5,4.25,2.5,0.5,0.5773502691896257,0.0,0.0,0.75,0.9574271077563382,1.0,0.816496580927726,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.23570226039551584,0.0,0.0,9.760416666666666,3.4420424532535914
