idPlayer,playguid,name,most_common_position_num,games_played,m_tries,s_tries,m_try_assist,s_try_assist,m_conversions,s_conversions,m_penalty_goals,s_penalty_goals,m_meters_made,s_meters_made,m_carries,s_carries,m_passes_made,s_passes_made,m_offloads,s_offloads,m_tackles_made,s_tackles_made,m_missed_tackles,s_missed_tackles,m_turnovers_won,s_turnovers_won,m_turnovers_conceded,s_turnovers_conceded,m_lineouts_won,s_lineouts_won,m_lineouts_stolen,s_lineouts_stolen,m_defenders_beaten,s_defenders_beaten,m_clean_breaks,s_clean_breaks,elo_score,defense_score,attack_score,open_score
479,GK984016,"George Kloska",1,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1569,3.1826,2.1018,2.9725,2.1018,2.9725,7.9616,5.3145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1197.1035,0.0008,0.0380,0.0077
480,CC705639,"Conor Carey",3,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2813,0.8897,1.5425,2.8378,0.0000,0.0000,0.0000,0.0000,5.7881,3.1198,0.7017,1.5152,0.2813,0.8897,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1193.2740,0.0025,0.0618,0.0215
481,GR376063,"Gordon Reid",1,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,3.9065,NULL,0.0000,NULL,3.9065,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1197.6723,0.0016,0.0724,0.0174
482,AB902466,"Alfie Barbeary",8,18,0.7035,0.9299,0.0917,0.3889,0.0000,0.0000,0.0000,0.0000,53.0844,24.1672,14.5943,6.1146,4.6870,2.2366,0.9707,0.9582,8.8260,4.1184,1.7000,2.0197,0.7240,0.8900,0.8029,0.8421,0.1567,0.3827,0.0000,0.0000,3.7041,3.1416,0.4993,0.7591,1258.9056,0.0234,0.3539,0.1648
483,SW222867,"Sam Wolstenholme",9,8,0.2821,0.7978,0.4490,0.9340,0.0000,0.0000,0.0000,0.0000,16.1727,17.8009,4.0317,2.9134,53.0317,27.8110,0.3246,0.6096,3.7991,2.0208,1.2136,1.0838,0.0000,0.0000,0.6673,1.1138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1683,0.4759,1198.7609,0.0078,0.2118,0.0864
484,VT155458,"Viliami Taulani",6,9,0.1440,0.4320,0.1476,0.4429,0.0000,0.0000,0.0000,0.0000,20.4365,24.2774,7.9917,6.5312,1.8376,1.2166,0.2953,0.8858,4.7855,2.9354,0.6728,1.2349,0.5994,1.2214,1.4841,2.5302,0.0000,0.0000,0.0000,0.0000,2.1501,3.3928,0.0000,0.0000,1188.1081,0.0093,0.1625,0.0686
485,OC996732,"Olly Cracknell",8,13,0.2308,0.5991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.2199,17.9757,10.9456,3.8688,2.5373,1.5414,0.2308,0.5991,13.7329,5.1003,1.3367,1.3339,0.2308,0.4385,0.4000,0.8433,0.4265,0.5560,0.0000,0.0000,0.4531,0.9634,0.0000,0.0000,1236.4550,0.0203,0.4053,0.1300
486,CP669621,"Ciaran Parker",3,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.8381,22.1813,3.8581,3.0506,4.2766,5.3971,0.0000,0.0000,3.1975,4.4108,1.3274,1.6613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6234,1.0797,0.4675,0.9350,1209.2284,0.0061,0.0930,0.0298
487,AH208890,"Alex Hearle",11,15,0.3008,0.8422,0.1333,0.3519,0.0000,0.0000,0.0000,0.0000,58.9186,49.0239,5.9400,2.8165,2.4353,1.7583,0.6764,1.2668,6.5324,3.7815,0.9008,1.0729,0.0667,0.2582,0.8612,1.0058,0.0000,0.0000,0.0000,0.0000,1.8713,2.2346,0.7675,0.9044,1138.9542,0.0121,0.3132,0.0831
488,TH301501,"Tom Howe",14,6,0.6667,0.5164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1667,19.7425,4.3333,3.8816,1.3333,1.7512,0.1667,0.4082,2.7503,1.4055,2.0147,1.5610,0.3333,0.8165,0.9377,1.0876,0.0000,0.0000,0.0000,0.0000,0.2500,0.5000,0.5000,0.5477,1172.2737,0.0106,0.3053,0.0852
489,SR629903,"Semi Radradra",13,16,0.1875,0.5439,0.1250,0.3416,0.0000,0.0000,0.0000,0.0000,67.0611,39.6117,13.2828,4.1375,6.6945,3.2878,1.9611,1.5548,5.4042,3.8083,1.9605,1.7703,0.5340,0.7761,1.8971,1.4497,0.0000,0.0000,0.0000,0.0000,2.4017,2.0018,0.5636,0.8224,1165.0996,0.0167,0.3461,0.1450
490,JG454407,"Jonny Gray",4,15,0.2667,0.7988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2245,10.4493,9.9367,2.7499,5.2011,2.6721,0.2042,0.4229,14.3043,5.6554,0.4882,0.7939,0.0667,0.2582,0.3783,0.5268,3.6021,2.1473,0.0909,0.3015,0.3750,0.5175,0.0000,0.0000,1173.7284,0.0373,0.4389,0.0819
491,JK472540,"James Kenny",1,9,0.5307,1.0743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.4269,29.7964,11.8162,4.8796,1.9831,1.5955,0.0000,0.0000,6.4790,4.2402,0.8053,1.2956,0.0000,0.0000,0.4495,1.1011,0.0000,0.0000,0.0000,0.0000,0.7766,1.2253,0.5177,1.0436,1191.9915,0.0079,0.1115,0.0306
492,ED181409,"Elliot Daly",13,20,0.2070,0.4256,0.3133,0.5911,0.0000,0.0000,0.0000,0.0000,32.0521,22.0575,4.3789,2.6853,5.0698,3.2724,0.3140,0.4934,5.0789,3.1454,2.3014,2.7101,0.3915,0.9061,1.5352,1.4680,0.0000,0.0000,0.0000,0.0000,1.1140,1.1967,0.5333,0.8338,1273.6179,0.0850,0.3413,0.1560
493,JG754282,"Juan Martin Gonzalez",7,14,0.1429,0.3631,0.1429,0.3631,0.0000,0.0000,0.0000,0.0000,32.9463,41.8631,7.3807,3.3513,5.5097,1.4778,0.4342,0.8264,11.2028,5.7688,0.8047,1.3738,0.7158,1.0379,0.6794,1.1827,1.0115,1.6889,0.0909,0.3015,1.5642,2.0770,0.5808,1.0276,1224.5636,0.0150,0.3233,0.1140
494,LB292641,"Luther Burrell",12,13,0.0769,0.2774,0.1538,0.5547,0.0000,0.0000,0.0000,0.0000,12.6390,10.3757,5.8744,2.8231,6.6845,2.4456,0.5416,0.8456,5.2148,4.1543,2.4245,1.2497,0.1538,0.3755,0.9014,1.1949,0.2486,0.4967,0.0000,0.0000,1.6674,1.3530,0.1538,0.3755,1145.7428,0.0121,0.3376,0.0975
495,RS563183,"Robbie Smith",2,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6262,3.2524,1.3603,1.6296,2.1453,2.4782,0.0000,0.0000,7.5585,6.3043,0.0000,0.0000,0.0000,0.0000,1.4592,2.5275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1193.8302,0.0022,0.0310,0.0096
496,RF164900,"Rob Farrar",5,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1348,5.0302,4.4330,4.5255,3.5298,2.5838,0.6162,1.0951,7.6390,7.7120,0.5988,1.4667,0.1996,0.4889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0509,2.1018,0.0000,0.0000,1186.0595,0.0126,0.2914,0.0832
497,WB682969,"Will Butt",14,12,0.0000,0.0000,0.0833,0.2887,0.0000,0.0000,0.0000,0.0000,35.6644,51.2812,5.2513,3.1219,3.0398,2.0640,0.6175,0.9644,3.4863,3.6965,1.1743,1.5818,0.4840,0.7480,0.6133,1.3759,0.0000,0.0000,0.0000,0.0000,2.4170,3.9366,0.4089,1.1384,1146.1420,0.0101,0.2481,0.0917
498,HB323937,"Harvey Beaton",3,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.3928,35.2451,5.8067,5.2890,0.7034,1.4067,0.0000,0.0000,5.1073,3.0690,0.3127,0.6255,0.3127,0.6255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6242,1.2484,1213.5345,0.0386,0.1501,0.0681
499,KO205947,"Kai Owen",1,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7189,2.1549,5.2278,3.6150,2.4095,2.2772,0.0000,0.0000,4.0611,3.8709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4660,1.0420,0.0000,0.0000,1185.5732,0.0028,0.0958,0.0250
500,RM726132,"Rodrigo Martinez",1,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,8.4074,NULL,0.0000,NULL,0.0000,NULL,4.2037,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1201.5882,0.0011,0.0388,0.0293
501,TM100573,"Tadgh McElroy",2,2,1.0630,1.5033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1891,4.5100,5.2909,1.5375,2.1018,2.9725,0.0000,0.0000,10.5334,8.8832,0.0000,0.0000,0.0000,0.0000,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,0.0000,1193.4902,0.0028,0.0950,0.0350
502,LC951038,"Lucio Cinti",14,10,0.0000,0.0000,0.5071,0.7130,0.0000,0.0000,0.0000,0.0000,55.1580,35.5502,7.8055,3.6400,3.1005,2.2546,0.8214,1.0843,5.2983,2.4427,1.3682,1.2999,0.8075,0.9301,1.2558,1.2988,0.0000,0.0000,0.0000,0.0000,3.8626,2.9757,0.6000,0.6992,1205.7098,0.0264,0.4554,0.1104
503,AC412599,"Arthur Cordwell",1,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7917,5.2458,3.2190,2.4219,1.5347,1.9124,0.0000,0.0000,7.6355,5.4253,1.5915,1.8956,0.2452,0.8132,0.0000,0.0000,0.3371,0.9536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1164.8833,0.0077,0.1358,0.0336
504,JM544254,"Jack Musk",2,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9015,7.1122,2.5466,4.0459,2.5849,4.2276,0.1804,0.5103,8.8124,7.5388,0.9138,1.6920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1219.1259,0.0053,0.0845,0.0386
505,LG419681,"Lewis Gjaltema",9,13,0.1203,0.4336,0.2075,0.7481,0.0000,0.0000,0.0000,0.0000,8.1893,13.6421,1.9796,3.1350,27.2563,22.1821,0.1376,0.4960,4.1754,5.2492,0.1203,0.4336,0.0000,0.0000,0.9895,1.4758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3277,0.8328,1201.4026,0.0065,0.0887,0.0574
506,CA369031,"Charlie Atkinson",10,18,0.1111,0.3234,0.2849,0.6779,0.1111,0.3234,0.0000,0.0000,27.4324,17.2750,7.5276,2.9292,13.7102,5.0357,1.0143,0.7888,6.8085,2.1477,0.7849,0.8806,0.0556,0.2357,1.2175,1.0029,0.0000,0.0000,0.0000,0.0000,2.8005,2.6057,0.2222,0.4278,1221.6466,0.0269,0.4105,0.1762
507,RM732079,"Rob Miller",15,7,0.1676,0.4435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.0540,90.3060,7.8433,5.5298,7.1460,7.9875,1.1586,1.9805,3.1628,3.5277,1.0960,1.5784,0.3703,0.9797,0.9386,2.0989,0.0000,0.0000,0.0000,0.0000,1.4692,2.0186,1.7167,3.1114,1205.4856,0.0042,0.0917,0.0528
508,ME278641,"Mitch Eadie",7,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,92.6463,NULL,6.1764,NULL,3.0882,NULL,3.0882,NULL,27.7939,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,3.0882,NULL,1197.1642,0.0040,0.0761,0.0184
509,JE660730,"Jordan Els",1,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.8720,20.3611,2.9354,1.6475,0.6879,1.5382,0.0000,0.0000,8.6663,1.6369,0.0000,0.0000,0.7310,1.6346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6879,1.5382,0.0000,0.0000,1186.5785,0.0040,0.1137,0.0562
510,CC233403,"Charlie Clare",2,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3569,10.1180,4.9581,3.8607,0.7907,1.2118,0.0000,0.0000,8.8900,3.9172,0.7530,1.1932,0.1201,0.4495,1.1482,1.8734,0.0000,0.0000,0.1662,0.5512,0.0000,0.0000,0.0000,0.0000,1227.1266,0.0275,0.1518,0.1000
511,MO427502,"Matias Orlando",13,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.1269,7.2375,5.3769,1.4287,3.1035,2.0603,0.6641,1.1119,4.9266,3.0804,2.1175,1.0814,0.2222,0.6667,1.5491,1.6201,0.1111,0.3333,0.0000,0.0000,0.6915,1.1288,0.2222,0.4410,1110.5993,0.0111,0.3475,0.0936
512,CM364992,"Charlie Maddison",2,3,1.4012,2.4270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2037,7.2810,4.6160,6.9515,2.6382,2.2980,0.0000,0.0000,3.0505,2.6679,0.4123,0.7142,1.4012,2.4270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1188.5051,0.0057,0.0172,0.0073
513,SS104605,"Sam Stuart",9,5,0.2000,0.4472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3446,9.6587,4.8152,3.8914,50.1564,16.7692,0.9627,1.3492,4.7031,3.3104,0.9173,0.9561,0.4000,0.8944,0.3322,0.6644,0.0000,0.0000,0.0000,0.0000,1.8151,1.2419,0.0000,0.0000,1188.1189,0.0106,0.2215,0.0606
514,GM534691,"Gareth Milasinovich",3,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,2.1260,NULL,4.2521,NULL,0.0000,NULL,0.0000,NULL,2.1260,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1205.1741,0.0258,0.1267,0.0723
515,RD775111,"Ruben de Haas",9,7,0.0000,0.0000,0.5581,1.4765,0.0000,0.0000,0.0000,0.0000,5.6407,11.0850,2.1410,2.9477,43.2304,32.2062,0.0000,0.0000,2.4577,4.6014,0.5396,0.9862,0.4914,1.3000,1.0792,1.9724,0.1829,0.4840,0.0000,0.0000,0.8880,1.5491,0.0000,0.0000,1188.1694,0.0090,0.0962,0.0350
516,CD595019,"Connor Doherty",13,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4383,8.1169,2.7456,3.2794,2.3020,3.2719,0.0000,0.0000,5.7865,3.4880,1.4618,2.3495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7830,1.0725,0.0000,0.0000,1221.9663,0.0164,0.1515,0.0840
517,PS260881,"Patrick Schickerling",3,16,0.4230,0.6656,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.4141,15.3351,6.2401,4.1754,0.8119,0.9947,0.1784,0.4988,4.2462,3.6729,0.6980,1.2053,0.1072,0.4289,0.3355,0.7879,0.0000,0.0000,0.0000,0.0000,0.6584,1.3082,0.0800,0.3201,1189.8576,0.0115,0.2241,0.0505
518,AS124109,"Alex Seville",1,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1.0712,NULL,2.1425,NULL,1.0712,NULL,0.0000,NULL,5.3562,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1214.8109,0.0223,0.3808,0.2178
519,CK610631,"Ciaran Knight",1,2,2.1018,2.9725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7129,14.8623,0.0000,0.0000,0.0000,0.0000,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,0.0000,1201.2861,0.0019,0.0303,0.0164
520,TP340656,"Tom Prydie",15,5,0.2728,0.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0568,34.0856,4.7835,4.3748,2.0771,2.1174,0.5456,1.2200,2.7721,2.8336,0.7315,1.1605,0.0000,0.0000,0.8858,1.5343,0.0000,0.0000,0.0000,0.0000,1.3288,2.3015,1.0771,1.4751,1177.6203,0.0074,0.1854,0.0933
521,TD303340,"Tom Doughty",2,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6126,5.1835,2.8480,2.7715,1.4926,2.1686,0.1329,0.4202,6.5371,4.4654,0.7360,1.3889,0.2013,0.6366,0.1860,0.5262,0.0000,0.0000,0.0000,0.0000,0.1728,0.4889,0.0000,0.0000,1212.1748,0.0069,0.1326,0.0593
522,TD168032,"Thomas Dodd",7,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.2195,21.4417,7.5051,3.1743,5.9468,2.0629,0.9766,1.9533,10.9287,8.6920,0.2500,0.5000,0.0000,0.0000,0.2500,0.5000,0.7721,1.5441,0.0000,0.0000,1.4766,1.8743,0.0000,0.0000,1182.6019,0.0046,0.1644,0.0431
523,JW461305,"James Whitcombe",1,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9129,3.1168,1.9829,2.3428,0.9036,1.3792,0.0000,0.0000,6.1536,6.2938,1.0378,2.0179,0.1247,0.4829,0.1223,0.3869,0.1280,0.4049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1229.4316,0.0180,0.2257,0.1365
524,CR194372,"Cameron Redpath",12,5,0.0000,0.0000,0.2000,0.4472,0.0000,0.0000,0.0000,0.0000,56.3552,48.5738,8.8661,4.7193,4.5697,1.0154,1.0407,1.8204,4.0063,3.8832,2.3032,1.9281,0.2000,0.4472,0.6667,0.5774,0.0000,0.0000,0.0000,0.0000,2.5000,0.7071,0.5000,0.5774,1172.6275,0.0139,0.2636,0.0767
525,GH195403,"George Hammond",6,12,0.2657,0.6704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5381,19.2922,2.3600,2.3592,2.3485,4.3159,0.0000,0.0000,5.2106,5.0526,0.8397,1.3344,0.0000,0.0000,0.1482,0.4190,2.0005,1.7742,0.0000,0.0000,0.5255,1.4862,0.2500,0.8660,1217.2660,0.0105,0.1515,0.0773
526,FG326087,"Facundo Gigena",1,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9204,18.2138,5.9591,2.9464,2.2223,2.3358,0.0904,0.3382,7.3857,5.0154,1.5975,2.7977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7652,1.8604,0.2102,0.7865,1215.9785,0.0077,0.1554,0.0486
527,CM687251,"Chunya Munga",4,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9554,5.1904,3.4618,2.6401,2.7558,3.4174,0.0000,0.0000,9.3110,5.2988,2.0607,1.7284,0.0000,0.0000,0.1250,0.3536,1.8660,1.9121,0.1250,0.3536,0.0000,0.0000,0.0000,0.0000,1209.9197,0.0122,0.2052,0.0752
528,OW871046,"Olly Woodburn",14,15,0.4312,0.5494,0.2726,0.6019,0.0000,0.0000,0.0000,0.0000,53.5585,21.6733,10.2241,3.1475,3.9916,2.6109,0.6232,0.7531,4.8226,3.1996,0.9894,1.1569,0.7925,0.7772,1.4755,1.2404,0.0000,0.0000,0.0000,0.0000,3.5280,1.5631,0.8317,0.8723,1211.6302,0.0181,0.3879,0.0804
529,SG581140,"Santiago Grondona",8,12,0.5691,1.2522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.4326,23.2953,9.3485,6.1239,3.1482,2.8799,0.7311,1.2991,8.9662,10.5745,0.8460,1.3459,0.0833,0.2887,1.0618,1.4687,0.1208,0.4006,0.1830,0.6070,0.9109,1.5225,0.1900,0.4478,1191.5589,0.0075,0.1902,0.0425
530,BC440367,"Beck Cutting",2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0944,1.5477,6.4795,3.2185,0.0000,0.0000,2.1888,3.0955,2.1018,2.9725,0.0000,0.0000,1.0944,1.5477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1192.9756,0.0032,0.0798,0.0137
531,CC557877,"Conrad Cade",1,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6049,6.4212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1198.3586,0.0106,0.1296,0.0457
532,PB676341,"Phil Brantingham",3,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,4.2037,NULL,0.0000,NULL,0.0000,NULL,8.4074,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1199.1526,0.0010,0.0245,0.0094
533,MW919610,"Mark Wilson",7,1,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,3.0882,NULL,0.0000,NULL,0.0000,NULL,9.2646,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,1197.3447,0.0029,0.0736,0.0281
534,OR671943,"Olly Robinson",7,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4748,18.3962,2.3667,1.9930,1.0987,1.7921,0.0000,0.0000,9.2259,4.9088,0.5256,0.8769,1.0597,2.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1174.1840,0.0045,0.1499,0.0971
535,PO926946,"Paolo Odogwu",14,12,0.4167,0.7930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.2888,24.4037,6.7960,3.5887,1.3748,1.2671,0.1667,0.3892,3.3390,2.3476,0.5833,0.7930,0.4167,0.5149,1.0415,1.1804,0.0000,0.0000,0.0000,0.0000,1.9016,1.9030,0.5074,0.9268,1199.7473,0.0195,0.3039,0.1129
536,JL385098,"Joe Launchbury",4,14,0.1552,0.3961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4895,7.0498,5.5661,2.5613,2.5389,2.2596,0.2170,0.4312,8.9409,3.7206,0.6238,0.9377,0.3587,0.6351,0.5011,0.5937,1.7856,1.5966,0.0909,0.3015,0.3000,0.4830,0.1538,0.3755,1239.3409,0.0273,0.3710,0.1935
537,JV507290,"Janco Venter",8,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7149,20.3952,5.6132,6.4914,2.3206,2.7492,1.3223,1.5275,2.3469,2.7394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6480,0.9164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1191.9125,0.0029,0.1259,0.0161
538,BJ248205,"Brandon Jackson",10,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3240,38.6419,4.2037,5.9449,4.2037,5.9449,0.0000,0.0000,2.1018,2.9725,0.0000,0.0000,0.0000,0.0000,2.1018,2.9725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1018,2.9725,1201.2048,0.0096,0.0327,0.0102
539,CR703633,"Cillian Redmond",14,2,0.5000,0.7071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,14.1421,2.5000,3.5355,0.5000,0.7071,0.0000,0.0000,6.7037,2.4094,0.0000,0.0000,0.0000,0.0000,4.2037,NULL,0.0000,NULL,0.0000,NULL,0.0000,NULL,0.5000,0.7071,1186.1963,0.0047,0.2469,0.0997
540,RN948500,"Ratu Naulago",14,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,64.6535,56.0808,4.4574,2.5293,1.7500,2.2174,0.7500,0.9574,1.7287,1.7042,2.4787,1.3026,0.7500,0.9574,1.2287,0.9359,0.0000,0.0000,0.0000,0.0000,1.7287,1.7042,1.0000,1.4142,1177.4058,0.0111,0.3575,0.1949
541,BB378128,"Bryan Byrne",2,8,0.1482,0.4190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0958,7.4329,5.0858,3.0315,4.1420,3.6397,0.3143,0.5831,12.8040,4.5423,1.2488,1.2671,0.0000,0.0000,0.1975,0.4839,0.0000,0.0000,0.0000,0.0000,0.5926,1.4516,0.1482,0.4190,1219.4973,0.0115,0.2137,0.0818
542,CE832371,"Tiff Eden",10,8,0.1601,0.4527,0.9559,1.5327,1.7268,2.0773,0.2851,0.5331,40.7525,73.7642,5.0776,3.0848,21.6621,13.0247,0.8334,1.0575,3.1372,3.7318,0.9355,1.5264,0.1250,0.3536,1.7708,2.2230,0.0000,0.0000,0.0000,0.0000,2.5538,4.5086,0.7059,1.5009,1204.6850,0.0070,0.1709,0.0865
543,DJ972220,"Dafydd Jenkins",5,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8890,11.8688,4.3038,2.6211,2.7402,1.4235,0.1250,0.3536,8.2306,6.6471,1.6370,1.4395,0.0000,0.0000,0.5943,0.8361,2.4130,2.2751,0.1429,0.3780,0.3041,0.5207,0.1250,0.3536,1235.7169,0.0130,0.2860,0.0711
544,LP225360,"Lewis Pearson",6,2,0.5401,0.7638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.9037,26.7339,5.5858,1.2664,1.3218,0.3417,0.0000,0.0000,14.4123,7.1157,1.3218,0.3417,0.0000,0.0000,0.7817,1.1055,0.0000,0.0000,0.0000,0.0000,1.0802,1.5277,1.0802,1.5277,1194.6952,0.0147,0.3010,0.0736
545,MN471508,"Max Norey",2,2,1.5441,2.1837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1764,8.7348,4.6323,6.5511,0.0000,0.0000,0.0000,0.0000,18.3589,21.5960,4.2037,5.9449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1195.1040,0.0018,0.0838,0.0174
546,VM337233,"Valery Morozov",1,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6321,6.0594,6.9792,3.5365,1.9336,2.0920,0.1490,0.5163,6.3036,4.2205,0.8085,0.8460,0.0924,0.3200,0.2217,0.4674,0.1280,0.4049,0.0000,0.0000,0.8542,1.2998,0.0908,0.3145,1144.7561,0.0085,0.2161,0.0962
