idPlayer,playguid,name,most_common_position_num,games_played,m_tries,s_tries,m_try_assist,s_try_assist,m_conversions,s_conversions,m_penalty_goals,s_penalty_goals,m_meters_made,s_meters_made,m_carries,s_carries,m_passes_made,s_passes_made,m_offloads,s_offloads,m_tackles_made,s_tackles_made,m_missed_tackles,s_missed_tackles,m_turnovers_won,s_turnovers_won,m_turnovers_conceded,s_turnovers_conceded,m_lineouts_won,s_lineouts_won,m_lineouts_stolen,s_lineouts_stolen,m_defenders_beaten,s_defenders_beaten,m_clean_breaks,s_clean_breaks,elo_score,defense_score,attack_score,open_score
1,CP633928,"Charles Piutau",15,17,0.1765,0.5286,0.0588,0.2425,0.0000,0.0000,0.0000,0.0000,56.6447,34.5641,9.9624,4.6862,7.2839,4.0741,1.1338,0.9331,3.3531,1.9574,0.4845,0.9687,0.3112,0.5909,1.5817,1.1987,0.2293,0.4581,0.0000,0.0000,2.9702,3.3966,0.5631,0.8226,1167.2083,0.0259,0.3015,0.0901
2,NA457420,"Niyi Adeolokun",14,4,0.2933,0.5867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.8653,26.7572,7.5454,4.5347,0.8367,0.5637,0.2933,0.5867,5.9921,0.8122,2.1915,3.6431,0.0000,0.0000,1.1300,1.6616,0.0000,0.0000,0.0000,0.0000,2.0127,0.6013,0.6097,0.7050,1175.0267,0.0116,0.2813,0.0985
3,PO451364,"Piers O'Conor",13,24,0.1749,0.5148,0.1250,0.3378,0.0000,0.0000,0.0000,0.0000,36.3309,32.2128,7.8200,4.9080,11.4671,7.8173,0.9872,1.2627,6.4660,4.1410,1.2771,1.4413,0.0417,0.2041,1.0118,1.1113,0.0500,0.2236,0.0000,0.0000,1.8219,2.0003,0.4380,0.7428,1193.0185,0.0232,0.2898,0.0797
4,AL417590,"Alapati Leiua",11,23,0.2755,0.4764,0.1304,0.3444,0.0000,0.0000,0.0000,0.0000,41.6225,32.5494,7.3334,2.4686,8.1517,5.6744,1.1566,1.1551,3.9263,2.1201,1.2173,1.2127,0.4299,0.6368,1.7990,1.6412,0.0758,0.3472,0.0000,0.0000,1.8420,1.7185,0.7184,0.8926,1141.7447,0.0248,0.3051,0.0950
5,IL562145,"Ioan Lloyd",15,19,0.1488,0.4667,0.3736,0.7759,0.1188,0.5177,0.0000,0.0000,50.7431,36.8725,7.1342,3.2383,9.3813,11.8220,0.8433,1.0734,5.4598,3.5136,1.8855,1.4319,0.2105,0.5353,1.0873,1.1037,0.0000,0.0000,0.0000,0.0000,3.0915,2.8478,1.1845,1.1940,1128.2790,0.0132,0.2821,0.0937
6,CS506075,"Callum Sheedy",10,28,0.1263,0.3738,0.2272,0.4451,2.0528,1.5606,1.1126,1.1971,16.1141,16.3594,3.7965,2.2015,24.7862,9.9677,0.7335,1.1118,5.0869,3.1625,1.6640,1.3261,0.5123,1.0296,1.0388,1.3778,0.0000,0.0000,0.0000,0.0000,1.2151,1.2546,0.2986,0.5534,1144.9882,0.0242,0.3244,0.1003
7,AU529251,"Andy Uren",9,21,0.5395,1.2351,0.0583,0.2670,0.0000,0.0000,0.0000,0.0000,45.7818,47.7966,5.3067,3.9653,42.6367,20.5539,0.7127,1.2952,5.5485,3.4973,0.5827,1.1258,0.1695,0.5713,0.7901,1.0772,0.0802,0.3308,0.0000,0.0000,0.9382,1.6318,0.6894,1.4006,1180.8506,0.0121,0.1371,0.0360
8,JW511503,"Jake Woolmore",1,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4973,2.8273,2.9889,2.0494,1.4156,2.0710,0.2000,0.5715,10.3399,5.5046,0.7925,1.0281,0.0993,0.3293,0.3075,0.7435,0.0000,0.0000,0.0000,0.0000,0.0573,0.2499,0.0000,0.0000,1183.2742,0.0194,0.2432,0.0847
9,HT779571,"Harry Thacker",2,22,0.3298,0.6691,0.1165,0.3870,0.0000,0.0000,0.0000,0.0000,32.9016,28.4380,8.3505,3.7653,5.9767,3.4763,0.2215,0.4953,11.5051,5.5552,1.6449,1.8789,0.3858,0.5918,1.2001,1.2917,0.0000,0.0000,0.0526,0.2294,1.8336,2.1107,0.3869,0.9531,1132.6703,0.0204,0.2579,0.1004
10,ML914436,"Max Lahiff",3,14,0.1729,0.4396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9515,6.3670,3.0435,3.0550,1.3271,2.0062,0.4340,0.7440,10.0323,5.1455,0.6526,1.0198,0.1749,0.4447,0.0921,0.3321,0.0000,0.0000,0.0000,0.0000,0.3569,0.5580,0.0000,0.0000,1191.8365,0.0249,0.2156,0.0594
11,SH571540,"Ed Holmes",4,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7032,12.1729,5.0929,3.3302,3.2122,3.1714,0.1223,0.3869,7.7084,3.8471,0.8280,1.3243,0.4013,0.7026,0.2779,0.5181,3.6281,2.1627,0.5117,0.7677,0.4230,0.8223,0.1000,0.3162,1197.9921,0.0104,0.2629,0.0546
12,CV953897,"Chris Vui",6,24,0.0417,0.2041,0.0887,0.3011,0.0000,0.0000,0.0000,0.0000,17.2346,13.8577,6.6204,2.2973,5.3155,3.3362,0.6749,0.7072,10.5090,4.3371,1.6023,1.5868,0.5499,0.8387,0.6190,0.6690,4.1899,1.9646,0.1429,0.4781,1.2475,1.2600,0.2636,0.4682,1149.6872,0.0176,0.3863,0.1285
13,SL742452,"Steven Luatua",6,18,0.5345,1.2086,0.3265,0.8274,0.0000,0.0000,0.0000,0.0000,29.2555,30.2292,6.3452,3.1172,6.6643,4.0396,0.9332,1.2664,10.2035,4.7448,0.6747,1.1421,0.6382,0.8135,0.8326,1.0637,1.9245,1.9929,0.0741,0.2773,0.3956,0.8788,0.5358,1.4762,1157.4430,0.0113,0.2503,0.0699
14,DT850621,"Daniel Thomas",7,22,0.0455,0.2132,0.1651,0.5650,0.0000,0.0000,0.0000,0.0000,16.2549,19.8084,3.8785,2.5139,6.2719,4.6789,0.5671,0.9312,12.1989,5.9990,1.1356,1.3978,0.9326,1.3643,0.4578,0.8361,0.0000,0.0000,0.0000,0.0000,0.2296,0.6351,0.3015,0.6288,1163.6857,0.0149,0.2426,0.0654
15,NH997502,"Nathan Hughes",8,12,0.5147,1.7830,0.0833,0.2887,0.0000,0.0000,0.0000,0.0000,39.4052,31.3385,12.0385,4.0382,4.5929,3.2239,1.0899,1.0188,9.2226,4.0385,0.8531,1.0084,0.7544,1.0607,0.9301,1.0351,0.2000,0.4216,0.0000,0.0000,3.0651,2.3540,0.5074,1.0202,1144.1908,0.0168,0.2720,0.0921
16,WC487996,"Will Capon",2,8,0.1640,0.4639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.9025,16.7467,6.9354,2.6613,3.6914,2.7826,0.4116,0.7714,8.7553,4.6407,1.7365,2.2450,0.2635,0.7453,1.0774,1.3706,0.0000,0.0000,0.0000,0.0000,0.2672,0.7068,0.1778,0.5029,1201.3497,0.0081,0.1687,0.0400
17,YT739953,"Yann Thomas",1,22,0.0479,0.2247,0.0455,0.2132,0.0000,0.0000,0.0000,0.0000,2.2793,3.8736,2.8388,2.3064,1.6461,1.5653,0.1589,0.5639,7.3077,4.6646,1.1533,1.3417,0.2284,0.6631,0.1822,0.4333,0.0534,0.2327,0.0000,0.0000,0.0796,0.3469,0.0000,0.0000,1129.5197,0.0114,0.2115,0.0667
18,JA764978,"Jake Armstrong",3,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4010,1.0112,4.2077,4.2669,1.6005,2.1819,0.5825,2.0178,6.4166,5.2212,0.5789,1.0963,0.3255,1.1277,0.1942,0.6726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1177.0097,0.0065,0.1123,0.0634
19,DA784228,"Dave Attwood",4,15,0.0667,0.2582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6566,8.1173,4.8855,3.2131,3.7781,2.2340,0.2000,0.4140,7.6257,5.8656,0.8353,0.7942,0.2197,0.4595,0.2754,0.5292,2.8177,2.0890,0.0769,0.2774,0.5973,0.7137,0.0667,0.2582,1167.2799,0.0268,0.2893,0.1183
20,JH133700,"Jake Heenan",7,15,0.1333,0.5164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5714,9.5112,5.9059,3.6060,4.3637,3.4704,0.2922,0.8294,11.8616,6.7047,1.6264,1.3044,0.2139,0.4436,0.9084,1.1843,0.2886,0.7948,0.0667,0.2582,0.3967,0.7879,0.0000,0.0000,1178.7183,0.0207,0.2361,0.0994
21,HR101296,"Harry Randall",9,23,0.0466,0.2234,0.5729,0.9212,0.0000,0.0000,0.0000,0.0000,43.0382,30.7273,6.0751,2.6637,50.7791,14.5442,0.7746,1.0164,3.8541,2.8965,1.3920,1.2658,0.0932,0.4467,1.0108,1.1612,0.0000,0.0000,0.0000,0.0000,2.0947,2.3478,0.6849,0.9344,1185.0811,0.0434,0.2622,0.0792
22,SB430769,"Sam Bedlow",12,10,0.0000,0.0000,0.2451,0.5170,0.0000,0.0000,0.0000,0.0000,11.5402,13.0334,5.0526,2.7125,12.3490,5.2365,0.3830,0.6263,8.2120,3.3950,1.3955,1.4217,0.2522,0.5323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9952,1.5661,0.1030,0.3256,1196.2898,0.0133,0.2649,0.0869
23,JB641766,"Jack Bates",13,12,0.1667,0.3892,0.0833,0.2887,0.0000,0.0000,0.0000,0.0000,40.5996,28.9107,7.0155,2.8262,3.7368,2.8691,0.6402,0.8481,5.4597,2.7920,1.0221,1.1308,0.2094,0.5010,0.4000,0.6992,0.0000,0.0000,0.0000,0.0000,1.1213,1.3192,0.5427,0.9416,1162.4387,0.0147,0.2573,0.0617
24,EO460230,"Elliot Obatoyinbo",15,6,0.1917,0.4697,0.1667,0.4082,0.0000,0.0000,0.0000,0.0000,45.9300,26.1309,6.3364,5.0308,2.7095,1.8160,0.3584,0.5573,1.3584,1.5001,0.8333,0.9832,0.1667,0.4082,2.3416,0.9472,0.0000,0.0000,0.0000,0.0000,3.3204,3.1644,0.3584,0.5573,1209.0096,0.0223,0.3003,0.2335
25,AL809249,"Alex Lewington",14,22,0.5862,0.9195,0.1792,0.6530,0.0000,0.0000,0.0000,0.0000,43.4202,45.8757,4.5291,2.6345,2.1038,1.7126,0.3147,0.6557,3.0783,2.3482,1.1981,1.4225,0.0988,0.3209,1.0723,1.2781,0.0000,0.0000,0.0000,0.0000,1.4469,2.2375,1.0037,1.2981,1258.7817,0.0399,0.2752,0.1692
26,DM369563,"Dominic Morris",12,16,0.3743,0.7461,0.0876,0.3505,0.0000,0.0000,0.0000,0.0000,31.1177,32.9700,5.1315,3.0191,1.2378,1.9077,0.2751,0.6194,6.2687,4.3947,2.3062,2.2027,0.2094,0.4544,0.7224,1.1277,0.0000,0.0000,0.0000,0.0000,1.1253,1.7031,0.7020,1.0693,1280.7949,0.0267,0.2214,0.1366
27,NT897139,"Nick Tompkins",12,27,0.2863,0.5067,0.1892,0.4908,0.0000,0.0000,0.0000,0.0000,34.3031,27.6716,7.7214,3.0232,10.2321,3.7673,1.0746,1.4113,9.0464,4.8792,1.4559,1.1379,0.4203,0.7328,0.6270,0.9616,0.0000,0.0000,0.0000,0.0000,3.9864,3.1016,0.5615,0.9866,1305.0519,0.0285,0.3403,0.1842
28,RS863129,"Rotimi Segun",14,18,0.5793,0.8284,0.1440,0.6110,0.0000,0.0000,0.0000,0.0000,62.3629,47.4116,6.6952,2.7696,1.2490,1.8995,0.5186,0.8718,3.9822,2.7652,1.1172,1.2096,0.1667,0.5145,1.4972,1.3546,0.0000,0.0000,0.0000,0.0000,3.5419,3.4014,0.8956,1.3376,1251.2169,0.0266,0.2806,0.1683
29,AL146980,"Alex Lozowski",13,26,0.1226,0.4648,0.2039,0.4275,1.0851,1.8837,1.3997,1.9712,24.5463,27.2370,4.3415,2.3313,5.5177,2.8635,0.2324,0.5087,7.7552,5.1712,1.1720,1.3171,0.0385,0.1961,0.9361,0.8909,0.0000,0.0000,0.0000,0.0000,0.9396,1.2819,0.3156,0.6259,1261.7096,0.0380,0.3453,0.1883
30,AD709542,"Aled Davies",9,22,0.1012,0.3277,0.2287,0.6178,0.0000,0.0000,0.0000,0.0000,12.4765,13.1681,3.5102,2.4521,47.6033,15.9215,0.4193,0.7374,4.2106,2.3101,1.4569,1.3069,0.1030,0.3337,0.4073,0.7040,0.0000,0.0000,0.0000,0.0000,0.7195,0.9121,0.1559,0.4046,1319.3959,0.0254,0.2970,0.1890
31,RA721847,"Ralph Adams-Hale",1,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0581,6.1606,4.1606,3.6601,1.4395,1.8552,0.3240,0.6480,6.8408,5.8783,0.9983,1.2869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1204.2868,0.0126,0.1421,0.1728
32,TW899795,"Tom Woolstencroft",2,20,0.6896,0.9693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.9439,23.1742,8.6801,3.6532,2.5175,1.9316,0.4350,0.7567,9.8360,5.4153,0.8605,1.4482,0.8933,1.0774,0.4473,0.9242,0.0000,0.0000,0.0000,0.0000,0.6992,1.0604,0.0593,0.2650,1285.4308,0.0229,0.2128,0.1422
33,MR621017,"Marco Riccioni",3,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5168,2.2923,3.0504,2.6705,0.5849,0.6423,0.0000,0.0000,9.5707,4.2954,1.7131,1.4354,0.3984,0.6182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1226.5590,0.0220,0.2190,0.1998
34,NI437601,"Nick Isiekwe",5,27,0.0741,0.2669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.6351,12.6146,3.4278,2.0059,3.1171,2.7261,0.0370,0.1925,10.6415,5.5372,0.8958,1.0218,0.0000,0.0000,0.6158,0.8054,5.7611,2.6837,0.2221,0.5355,0.1053,0.3153,0.0870,0.2881,1282.9845,0.0547,0.3156,0.1782
35,TS662989,"Tim Swinson",5,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6221,9.7829,4.3412,2.9369,1.8927,2.3010,0.6371,0.8023,10.1522,5.1867,1.8143,2.6996,0.2032,0.4565,0.6829,0.8302,0.8460,1.3581,0.0000,0.0000,0.2485,0.6443,0.0985,0.3288,1293.4930,0.0261,0.2917,0.1641
36,JW399145,"Jackson Wray",6,21,0.0476,0.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.6265,21.8128,6.0521,3.9415,1.1728,1.4843,0.0476,0.2182,11.4951,5.5994,1.3970,1.3034,0.5401,0.7839,0.6266,1.1272,0.6736,0.8487,0.0000,0.0000,1.3172,1.7025,0.2648,0.6890,1271.1728,0.0348,0.2476,0.1642
37,BE558129,"Ben Earl",7,28,0.3285,0.5582,0.2013,0.5577,0.0000,0.0000,0.0000,0.0000,37.8039,23.6898,8.4243,4.3589,4.7823,4.0794,0.4673,0.7556,15.2650,7.0871,1.7925,1.4110,0.7393,1.1647,0.8162,0.8806,0.2622,0.4512,0.1352,0.3573,1.8369,1.7265,0.4226,0.6370,1296.7459,0.0406,0.3335,0.1798
38,VV741662,"Billy Vunipola",8,27,0.1727,0.5479,0.1122,0.3235,0.0000,0.0000,0.0000,0.0000,42.3366,23.3940,12.8132,3.9229,10.4393,3.3785,1.1525,1.1290,9.2836,4.2390,1.5675,1.3980,0.6012,0.7556,1.1753,0.9639,0.0000,0.0000,0.0000,0.0000,2.7132,2.4964,0.1122,0.3235,1345.4712,0.0360,0.3469,0.2017
39,KP788882,"Kapeli Pifeleti",2,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6287,17.0200,2.7951,2.8615,0.3234,1.1659,0.0000,0.0000,7.2124,5.9232,1.9050,2.4776,0.1854,0.6683,0.1345,0.4034,0.0000,0.0000,0.0000,0.0000,0.4671,1.4012,0.3234,1.1659,1203.7617,0.0135,0.1297,0.0462
40,RB473504,"Richard Barrington",1,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1318,7.1968,3.5836,3.0892,0.8613,1.2019,0.1628,0.4572,9.9144,7.7637,1.2149,1.1477,0.2213,0.6121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1510,0.5443,0.0000,0.0000,1289.5072,0.0160,0.1557,0.1034
41,AC448407,"Alec Clarey",3,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0509,2.9725,0.6767,1.4867,0.2658,0.7517,0.0000,0.0000,10.1375,5.4685,0.7646,1.1231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1209.8644,0.0060,0.1291,0.0655
42,CH461248,"Callum Hunter-Hill",5,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5092,8.0399,6.2288,3.2160,2.1909,2.0647,0.0875,0.3388,8.6024,4.9142,0.9009,1.5506,0.0767,0.2971,0.7699,1.4557,2.6928,2.9173,0.1784,0.5917,0.0909,0.3015,0.1541,0.4110,1209.9100,0.0319,0.2164,0.0854
43,SR714658,"Sean Reffell",7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2555,14.3064,5.8540,4.9080,3.2496,4.0933,0.7647,1.3150,15.5051,10.9836,0.6246,1.0745,0.2803,0.7417,0.0000,0.0000,0.4905,1.2015,0.0000,0.0000,0.9812,2.4035,0.0000,0.0000,1208.7057,0.0081,0.1018,0.0495
44,JS782283,"Joe Simpson",9,14,0.0000,0.0000,0.4173,0.9750,0.0000,0.0000,0.0000,0.0000,4.6602,8.7422,2.3982,2.5753,33.7152,27.6160,0.3437,0.7400,3.2425,3.3234,0.5513,1.2019,0.0000,0.0000,1.5214,1.7423,0.0000,0.0000,0.0000,0.0000,0.1402,0.4434,0.0000,0.0000,1183.2293,0.0034,0.0919,0.0431
45,MV922621,"Manu Vunipola",10,12,0.0000,0.0000,0.3255,1.1277,0.9089,1.7149,0.1667,0.5774,13.5952,14.7875,3.8145,3.1105,16.7841,9.8503,0.7500,1.3568,7.8703,3.8978,1.2004,1.4901,0.1667,0.5774,1.3838,1.3579,0.0000,0.0000,0.0000,0.0000,1.3358,2.6923,0.1685,0.3936,1202.3692,0.0532,0.2931,0.0941
46,BH948707,"Ben Harris",11,4,0.0000,0.0000,0.3909,0.7817,0.0000,0.0000,0.0000,0.0000,47.6197,72.9480,5.2212,4.4823,1.4226,2.2289,0.0000,0.0000,2.3132,1.7218,0.9224,1.0895,0.2500,0.5000,0.5000,0.7071,0.0000,0.0000,0.0000,0.0000,0.5000,0.7071,0.7817,1.5634,1196.1637,0.0217,0.2317,0.0528
47,FS380018,"Freddie Steward",15,24,0.3750,0.4945,0.1667,0.4815,0.0000,0.0000,0.0000,0.0000,62.1314,38.5524,9.2561,3.9523,4.4583,3.0925,0.6667,0.9168,2.7798,1.7256,0.7500,0.8969,0.3930,0.8863,1.3534,0.9469,0.1579,0.5015,0.0000,0.0000,2.5000,1.4005,0.6316,0.8307,1336.8695,0.1253,0.3883,0.2036
48,HP136103,"Harry Potter",14,24,0.3537,0.5144,0.0833,0.2823,0.0000,0.0000,0.0000,0.0000,38.7028,25.5064,5.8980,2.5778,2.3996,1.8533,0.3333,0.5647,6.1022,2.6123,1.5545,1.3959,0.4101,0.6350,1.0752,1.0374,0.0000,0.0000,0.0000,0.0000,1.8314,1.7505,0.4765,0.5328,1327.3048,0.0778,0.3863,0.2368
49,MS156720,"Matt Scott",13,21,0.2153,0.4607,0.1019,0.3225,0.0000,0.0000,0.0000,0.0000,19.6349,22.4874,3.3530,2.4395,2.8725,2.8766,0.3065,0.5003,6.1660,3.2212,0.8041,1.3564,0.5508,0.7727,0.6422,1.0969,0.0000,0.0000,0.0000,0.0000,0.6908,1.1188,0.5645,0.7175,1289.5849,0.0742,0.2881,0.2020
50,DK663093,"Dan Kelly",12,17,0.0588,0.2425,0.1765,0.3930,0.0588,0.2425,0.0000,0.0000,14.0000,14.2346,5.6471,2.7373,6.7524,3.0431,0.4118,0.7952,9.9994,5.1477,2.3646,1.5366,0.5294,1.2307,0.5941,1.0065,0.0000,0.0000,0.0000,0.0000,1.0588,0.8269,0.0588,0.2425,1341.5593,0.0960,0.4181,0.2392
51,RN208925,"Nemani Nadolo",11,19,0.5923,0.8764,0.1053,0.3153,0.0000,0.0000,0.0000,0.0000,46.6893,41.9301,8.1436,3.5725,2.5751,2.0018,1.1496,1.3916,2.4958,1.6530,1.3825,1.4070,0.2297,0.5705,0.9689,0.9410,0.0583,0.2543,0.0000,0.0000,2.6632,2.5548,1.0126,1.2453,1345.0196,0.0395,0.3028,0.2008
52,GF392165,"George Ford",10,26,0.0385,0.1961,0.3180,0.5516,1.6473,1.4620,1.6565,1.3628,12.2709,18.3638,3.0540,2.4921,18.4597,7.7471,0.2308,0.5144,4.0032,2.8297,0.7987,1.0675,0.2043,0.4282,0.8336,1.0568,0.0518,0.2430,0.0000,0.0000,0.4606,0.7194,0.0909,0.2942,1328.2491,0.0732,0.3310,0.1988
53,BY523643,"Ben Youngs",9,21,0.1404,0.4481,0.6738,0.7742,0.0000,0.0000,0.0000,0.0000,22.4853,26.2884,3.5683,2.7657,43.8193,15.4687,0.3623,0.9154,3.1444,2.4450,0.8288,1.1334,0.1815,0.4563,1.0475,1.0233,0.0703,0.2983,0.0000,0.0000,1.4531,1.5034,0.4676,1.1676,1263.3819,0.0682,0.2392,0.1351
54,EG908747,"Ellis Genge",1,25,0.0865,0.2995,0.0452,0.2258,0.0000,0.0000,0.0000,0.0000,25.4045,26.7479,8.8415,2.4206,4.1031,3.0753,0.9875,1.2281,8.1822,3.5640,1.2340,1.2224,0.1423,0.3935,0.3877,0.8348,0.0564,0.2524,0.0000,0.0000,2.3439,1.5533,0.0554,0.2479,1326.1688,0.0963,0.3249,0.1652
55,ND508012,"Nic Dolly",2,21,0.5141,0.8460,0.2002,0.9173,0.0000,0.0000,0.0000,0.0000,9.0093,13.7589,2.8994,2.1622,2.4266,2.6113,0.0000,0.0000,8.7143,6.4380,0.7517,1.1944,0.3412,1.0019,0.5290,0.9795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2002,0.9173,1294.0381,0.0329,0.2031,0.1295
56,DC242003,"Dan Cole",3,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0516,1.7693,1.0268,1.3349,0.4720,0.7351,0.1058,0.3589,7.9773,4.4564,0.7886,0.8832,0.3436,0.6670,0.1200,0.3596,0.0000,0.0000,0.0868,0.3785,0.0000,0.0000,0.0000,0.0000,1323.0116,0.0637,0.2787,0.1701
57,HW230339,"Harry Wells",4,29,0.0379,0.2041,0.0345,0.1857,0.0000,0.0000,0.0000,0.0000,7.6033,7.8759,4.6872,3.3706,2.0412,1.8371,0.1098,0.3303,11.1885,4.8809,1.0500,1.3221,0.4752,0.6891,0.6810,1.0025,2.7448,2.2162,0.0515,0.2471,0.5848,0.6795,0.0000,0.0000,1382.0951,0.0697,0.3355,0.2110
58,CG647423,"Calum Green",5,28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5025,3.4052,2.3110,1.6149,2.3083,1.7160,0.0839,0.3083,9.9763,5.1341,0.4572,0.7211,0.1114,0.4262,0.3396,0.6646,3.0556,2.9911,0.3417,0.6656,0.0000,0.0000,0.0000,0.0000,1302.8372,0.0628,0.3016,0.1753
59,GM767405,"George Martin",6,19,0.0589,0.2566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9855,9.1168,6.5936,2.6314,2.2448,2.0327,0.2168,0.5456,11.5121,4.1265,1.0831,1.2022,0.2843,0.4961,0.5791,0.8359,1.6520,2.2851,0.0625,0.2500,1.2354,1.2553,0.0526,0.2294,1321.3650,0.0740,0.3218,0.1909
60,TR815440,"Tommy Reffell",7,28,0.0986,0.3655,0.0357,0.1890,0.0000,0.0000,0.0000,0.0000,12.6994,20.4658,2.9768,2.3059,2.4720,2.1707,0.3505,0.8493,14.2123,12.9421,0.8613,1.1389,1.0042,1.3615,0.2928,0.4933,0.1051,0.3436,0.0455,0.2132,0.9436,1.6396,0.1719,0.5802,1364.8126,0.0542,0.2929,0.1826
61,HL618150,"Hanro Liebenberg",6,21,0.3197,0.5227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.7727,17.5292,7.5769,3.4312,4.1293,2.4504,0.2121,0.4492,10.3020,4.4265,1.7329,1.4453,0.3810,0.6690,1.0744,0.9226,6.5205,3.2475,0.2288,0.4412,1.0321,1.1288,0.1485,0.3734,1333.5988,0.0426,0.3632,0.2060
62,TC943407,"Tom Cowan-Dickie",2,6,0.7006,1.7161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1824,12.9543,3.6347,1.8085,0.0000,0.0000,0.0000,0.0000,5.1676,5.1749,2.5180,2.0594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4161,1.0193,1206.5105,0.0030,0.0441,0.0402
63,FV183795,"Francois van Wyk",1,14,0.0806,0.3017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5670,4.8930,4.0831,5.0129,0.8710,1.4635,0.0000,0.0000,7.3049,5.9446,0.2469,0.6375,0.4428,0.9421,0.2345,0.8122,0.0000,0.0000,0.0000,0.0000,0.0941,0.3259,0.0000,0.0000,1239.5676,0.0178,0.1911,0.1276
64,NL771383,"Nephi Leatigaga",1,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8033,12.0533,5.6196,4.1306,1.1201,1.3609,0.0000,0.0000,6.2751,5.2565,1.3721,2.1949,0.7583,1.4665,0.4884,1.1857,0.0000,0.0000,0.0000,0.0000,0.3628,1.1592,0.1165,0.5210,1258.4864,0.0262,0.1016,0.0713
65,ES993024,"Eli Snyman",5,19,0.0699,0.3048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4381,23.0892,3.4817,2.4416,2.9497,1.8826,0.1226,0.5345,7.9563,3.2751,1.5344,2.7545,0.1457,0.4366,0.5872,0.8695,4.5826,4.5026,0.3020,0.5455,0.0712,0.2849,0.1975,0.6106,1273.8453,0.0743,0.2269,0.1527
66,OC182987,"Ollie Chessum",6,21,0.0476,0.2182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3744,15.2280,3.3195,1.7682,2.6301,1.8758,0.0476,0.2182,8.1870,5.5910,0.9712,1.0896,0.3852,0.8781,0.6629,0.9662,3.4440,2.8760,0.7392,1.0468,0.5115,1.0133,0.0526,0.2294,1306.7414,0.0435,0.3110,0.1726
67,JV904195,"Jack van Poortvliet",9,23,0.4547,1.2671,0.2527,0.5671,0.0000,0.0000,0.0000,0.0000,21.1425,39.8628,4.3574,2.6505,35.5096,16.6788,0.5127,0.9186,4.5957,3.0492,0.7792,1.2188,0.1876,0.6216,0.4660,0.8259,0.0000,0.0000,0.0000,0.0000,0.5001,0.8955,0.3065,1.1971,1286.5409,0.0351,0.1820,0.1097
